	0.5555	0.9139999999999999	Source	Target
bc1015##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	1.05925165	0.09134213	bc1015	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1015##Metabolite	-1.05925165	-0.09134213	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1015
bc1015##4-Hydroxybenzoate##Microbe	0.02385934	0.00205745	bc1015	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1015##Metabolite	-0.02385934	-0.00205745	4-Hydroxybenzoate	bc1015
bc1015##5-Aminolevulinate##Microbe	0.19087467	0.016459639999999998	bc1015	5-Aminolevulinate
5-Aminolevulinate##bc1015##Metabolite	-0.19087467	-0.016459639999999998	5-Aminolevulinate	bc1015
bc1015##AMP##Microbe	0.9129085100000001	0.07872256000000001	bc1015	AMP
AMP##bc1015##Metabolite	-0.9129085100000001	-0.07872256000000001	AMP	bc1015
bc1015##Acetate##Microbe	-49.45736818	-4.264842150000001	bc1015	Acetate
bc1015##Ala-Ala##Microbe	0.21265229000000002	0.018337589999999997	bc1015	Ala-Ala
Ala-Ala##bc1015##Metabolite	-0.21265229000000002	-0.018337589999999997	Ala-Ala	bc1015
bc1015##Arsenate##Microbe	-0.01192966	-0.00102873	bc1015	Arsenate
bc1015##Arsenite##Microbe	0.01192966	0.00102873	bc1015	Arsenite
Arsenite##bc1015##Metabolite	-0.01192966	-0.00102873	Arsenite	bc1015
bc1015##BET##Microbe	0.04771867	0.00411491	bc1015	BET
BET##bc1015##Metabolite	-0.04771867	-0.00411491	BET	bc1015
bc1015##BIOT##Microbe	0.02385934	0.00205745	bc1015	BIOT
BIOT##bc1015##Metabolite	-0.02385934	-0.00205745	BIOT	bc1015
bc1015##CMP##Microbe	0.71508995	0.06166414	bc1015	CMP
CMP##bc1015##Metabolite	-0.71508995	-0.06166414	CMP	bc1015
bc1015##CO2##Microbe	-61.40620815	-5.29522282	bc1015	CO2
bc1015##Ca2+##Microbe	0.02385934	0.00205745	bc1015	Ca2+
Ca2+##bc1015##Metabolite	-0.02385934	-0.00205745	Ca2+	bc1015
bc1015##Chorismate##Microbe	0.04771867	0.00411491	bc1015	Chorismate
Chorismate##bc1015##Metabolite	-0.04771867	-0.00411491	Chorismate	bc1015
bc1015##Cl-##Microbe	0.02385934	0.00205745	bc1015	Cl-
Cl-##bc1015##Metabolite	-0.02385934	-0.00205745	Cl-	bc1015
bc1015##Co2+##Microbe	0.02385934	0.00205745	bc1015	Co2+
Co2+##bc1015##Metabolite	-0.02385934	-0.00205745	Co2+	bc1015
bc1015##CoA##Microbe	0.04771867	0.00411491	bc1015	CoA
CoA##bc1015##Metabolite	-0.04771867	-0.00411491	CoA	bc1015
bc1015##Cu2+##Microbe	0.02385934	0.00205745	bc1015	Cu2+
Cu2+##bc1015##Metabolite	-0.02385934	-0.00205745	Cu2+	bc1015
bc1015##D-Arabinose##Microbe	0.63795689	0.05501275	bc1015	D-Arabinose
D-Arabinose##bc1015##Metabolite	-0.63795689	-0.05501275	D-Arabinose	bc1015
bc1015##D-Glucose##Microbe	30.505000510000002	2.6305284	bc1015	D-Glucose
D-Glucose##bc1015##Metabolite	-30.505000510000002	-2.6305284	D-Glucose	bc1015
bc1015##Deoxycytidine##Microbe	0.12430504	0.01071916	bc1015	Deoxycytidine
Deoxycytidine##bc1015##Metabolite	-0.12430504	-0.01071916	Deoxycytidine	bc1015
bc1015##Deoxyguanosine##Microbe	0.02385934	0.00205745	bc1015	Deoxyguanosine
Deoxyguanosine##bc1015##Metabolite	-0.02385934	-0.00205745	Deoxyguanosine	bc1015
bc1015##Folate##Microbe	0.07157801	0.00617236	bc1015	Folate
Folate##bc1015##Metabolite	-0.07157801	-0.00617236	Folate	bc1015
bc1015##Formate##Microbe	0.02385934	0.00205745	bc1015	Formate
Formate##bc1015##Metabolite	-0.02385934	-0.00205745	Formate	bc1015
bc1015##GTP##Microbe	1.15129483	0.09927925	bc1015	GTP
GTP##bc1015##Metabolite	-1.15129483	-0.09927925	GTP	bc1015
bc1015##Glycerol##Microbe	0.52962582	0.04567106	bc1015	Glycerol
Glycerol##bc1015##Metabolite	-0.52962582	-0.04567106	Glycerol	bc1015
bc1015##Glycine##Microbe	4.26358359	0.3676603	bc1015	Glycine
Glycine##bc1015##Metabolite	-4.26358359	-0.3676603	Glycine	bc1015
bc1015##H+##Microbe	-43.32007233	-3.73560659	bc1015	H+
bc1015##H2O##Microbe	-112.04918436	-9.66230315	bc1015	H2O
bc1015##Heme##Microbe	0.02385934	0.00205745	bc1015	Heme
Heme##bc1015##Metabolite	-0.02385934	-0.00205745	Heme	bc1015
bc1015##K+##Microbe	0.02385934	0.00205745	bc1015	K+
K+##bc1015##Metabolite	-0.02385934	-0.00205745	K+	bc1015
bc1015##L-Alanine##Microbe	3.8511591	0.33209583	bc1015	L-Alanine
L-Alanine##bc1015##Metabolite	-3.8511591	-0.33209583	L-Alanine	bc1015
bc1015##L-Arginine##Microbe	2.0975367	0.18087625	bc1015	L-Arginine
L-Arginine##bc1015##Metabolite	-2.0975367	-0.18087625	L-Arginine	bc1015
bc1015##L-Asparagine##Microbe	1.70756147	0.14724763	bc1015	L-Asparagine
L-Asparagine##bc1015##Metabolite	-1.70756147	-0.14724763	L-Asparagine	bc1015
bc1015##L-Aspartate##Microbe	1.70756147	0.14724763	bc1015	L-Aspartate
L-Aspartate##bc1015##Metabolite	-1.70756147	-0.14724763	L-Aspartate	bc1015
bc1015##L-Cysteine##Microbe	0.64743462	0.055830029999999996	bc1015	L-Cysteine
L-Cysteine##bc1015##Metabolite	-0.64743462	-0.055830029999999996	L-Cysteine	bc1015
bc1015##L-Glutamate##Microbe	2.17088396	0.18720117	bc1015	L-Glutamate
L-Glutamate##bc1015##Metabolite	-2.17088396	-0.18720117	L-Glutamate	bc1015
bc1015##L-Glutamine##Microbe	1.81507565	0.15651887	bc1015	L-Glutamine
L-Glutamine##bc1015##Metabolite	-1.81507565	-0.15651887	L-Glutamine	bc1015
bc1015##L-Histidine##Microbe	0.67393779	0.058115469999999995	bc1015	L-Histidine
L-Histidine##bc1015##Metabolite	-0.67393779	-0.058115469999999995	L-Histidine	bc1015
bc1015##L-Isoleucine##Microbe	2.05588886	0.17728483	bc1015	L-Isoleucine
L-Isoleucine##bc1015##Metabolite	-2.05588886	-0.17728483	L-Isoleucine	bc1015
bc1015##L-Leucine##Microbe	3.1917390599999997	0.27523226	bc1015	L-Leucine
L-Leucine##bc1015##Metabolite	-3.1917390599999997	-0.27523226	L-Leucine	bc1015
bc1015##L-Lysine##Microbe	2.4269332500000003	0.20928100000000002	bc1015	L-Lysine
L-Lysine##bc1015##Metabolite	-2.4269332500000003	-0.20928100000000002	L-Lysine	bc1015
bc1015##L-Methionine##Microbe	1.03891135	0.08958813	bc1015	L-Methionine
L-Methionine##bc1015##Metabolite	-1.03891135	-0.08958813	L-Methionine	bc1015
bc1015##L-Phenylalanine##Microbe	1.31380006	0.11329252	bc1015	L-Phenylalanine
L-Phenylalanine##bc1015##Metabolite	-1.31380006	-0.11329252	L-Phenylalanine	bc1015
bc1015##L-Proline##Microbe	1.5674732699999998	0.13516745	bc1015	L-Proline
L-Proline##bc1015##Metabolite	-1.5674732699999998	-0.13516745	L-Proline	bc1015
bc1015##L-Serine##Microbe	1.8144976800000001	0.15646903	bc1015	L-Serine
L-Serine##bc1015##Metabolite	-1.8144976800000001	-0.15646903	L-Serine	bc1015
bc1015##L-Threonine##Microbe	1.7946433099999999	0.15475693000000001	bc1015	L-Threonine
L-Threonine##bc1015##Metabolite	-1.7946433099999999	-0.15475693000000001	L-Threonine	bc1015
bc1015##L-Tryptophan##Microbe	0.40133374	0.034608089999999994	bc1015	L-Tryptophan
L-Tryptophan##bc1015##Metabolite	-0.40133374	-0.034608089999999994	L-Tryptophan	bc1015
bc1015##L-Tyrosine##Microbe	1.02605135	0.08847917	bc1015	L-Tyrosine
L-Tyrosine##bc1015##Metabolite	-1.02605135	-0.08847917	L-Tyrosine	bc1015
bc1015##L-Valine##Microbe	2.9948583600000003	0.25825471	bc1015	L-Valine
L-Valine##bc1015##Metabolite	-2.9948583600000003	-0.25825471	L-Valine	bc1015
bc1015##Mg##Microbe	0.02385934	0.00205745	bc1015	Mg
Mg##bc1015##Metabolite	-0.02385934	-0.00205745	Mg	bc1015
bc1015##Mn2+##Microbe	0.02385934	0.00205745	bc1015	Mn2+
Mn2+##bc1015##Metabolite	-0.02385934	-0.00205745	Mn2+	bc1015
bc1015##Myristic acid##Microbe	0.72042371	0.06212408	bc1015	Myristic acid
Myristic acid##bc1015##Metabolite	-0.72042371	-0.06212408	Myristic acid	bc1015
bc1015##N-Acetyl-D-glucosamine##Microbe	0.87446853	0.07540778000000001	bc1015	N-Acetyl-D-glucosamine
N-Acetyl-D-glucosamine##bc1015##Metabolite	-0.87446853	-0.07540778000000001	N-Acetyl-D-glucosamine	bc1015
bc1015##NADP##Microbe	0.04771867	0.00411491	bc1015	NADP
NADP##bc1015##Metabolite	-0.04771867	-0.00411491	NADP	bc1015
bc1015##NH3##Microbe	-0.11929667000000001	-0.01028728	bc1015	NH3
bc1015##Niacin##Microbe	-0.02385934	-0.00205745	bc1015	Niacin
bc1015##Nicotinamide ribonucleotide##Microbe	0.02385934	0.00205745	bc1015	Nicotinamide ribonucleotide
Nicotinamide ribonucleotide##bc1015##Metabolite	-0.02385934	-0.00205745	Nicotinamide ribonucleotide	bc1015
bc1015##O2##Microbe	55.48168942	4.7843356	bc1015	O2
O2##bc1015##Metabolite	-55.48168942	-4.7843356	O2	bc1015
bc1015##Oxidized glutathione##Microbe	0.01192966	0.00102873	bc1015	Oxidized glutathione
Oxidized glutathione##bc1015##Metabolite	-0.01192966	-0.00102873	Oxidized glutathione	bc1015
bc1015##PPi##Microbe	-0.23477443	-0.02024523	bc1015	PPi
bc1015##Putrescine##Microbe	0.02385934	0.00205745	bc1015	Putrescine
Putrescine##bc1015##Metabolite	-0.02385934	-0.00205745	Putrescine	bc1015
bc1015##Pyridoxal##Microbe	0.02385934	0.00205745	bc1015	Pyridoxal
Pyridoxal##bc1015##Metabolite	-0.02385934	-0.00205745	Pyridoxal	bc1015
bc1015##Riboflavin##Microbe	0.07157801	0.00617236	bc1015	Riboflavin
Riboflavin##bc1015##Metabolite	-0.07157801	-0.00617236	Riboflavin	bc1015
bc1015##S-Adenosyl-L-methionine##Microbe	0.07157801	0.00617236	bc1015	S-Adenosyl-L-methionine
S-Adenosyl-L-methionine##bc1015##Metabolite	-0.07157801	-0.00617236	S-Adenosyl-L-methionine	bc1015
bc1015##Spermidine##Microbe	0.02385934	0.00205745	bc1015	Spermidine
Spermidine##bc1015##Metabolite	-0.02385934	-0.00205745	Spermidine	bc1015
bc1015##Sulfate##Microbe	0.02385934	0.00205745	bc1015	Sulfate
Sulfate##bc1015##Metabolite	-0.02385934	-0.00205745	Sulfate	bc1015
bc1015##TRHL##Microbe	0.50361664	0.04342822	bc1015	TRHL
TRHL##bc1015##Metabolite	-0.50361664	-0.04342822	TRHL	bc1015
bc1015##TTP##Microbe	0.1481384	0.01277438	bc1015	TTP
TTP##bc1015##Metabolite	-0.1481384	-0.01277438	TTP	bc1015
bc1015##Thiamin##Microbe	0.02385934	0.00205745	bc1015	Thiamin
Thiamin##bc1015##Metabolite	-0.02385934	-0.00205745	Thiamin	bc1015
bc1015##UMP##Microbe	0.79615649	0.06865472	bc1015	UMP
UMP##bc1015##Metabolite	-0.79615649	-0.06865472	UMP	bc1015
bc1015##Zn2+##Microbe	0.02385934	0.00205745	bc1015	Zn2+
Zn2+##bc1015##Metabolite	-0.02385934	-0.00205745	Zn2+	bc1015
bc1015##dATP##Microbe	0.1481384	0.01277438	bc1015	dATP
dATP##bc1015##Metabolite	-0.1481384	-0.01277438	dATP	bc1015
bc1015##dGTP##Microbe	0.10044572	0.008661700000000001	bc1015	dGTP
dGTP##bc1015##Metabolite	-0.10044572	-0.008661700000000001	dGTP	bc1015
bc1015##ddca##Microbe	0.55549009	0.047901400000000004	bc1015	ddca
ddca##bc1015##Metabolite	-0.55549009	-0.047901400000000004	ddca	bc1015
bc1015##fe3##Microbe	0.07157801	0.00617236	bc1015	fe3
fe3##bc1015##Metabolite	-0.07157801	-0.00617236	fe3	bc1015
bc1015##meso-2,6-Diaminopimelate##Microbe	0.21265229000000002	0.018337589999999997	bc1015	meso-2,6-Diaminopimelate
meso-2,6-Diaminopimelate##bc1015##Metabolite	-0.21265229000000002	-0.018337589999999997	meso-2,6-Diaminopimelate	bc1015
bc1008##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	0.36349284	0.02104826	bc1008	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1008##Metabolite	-0.36349284	-0.02104826	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1008
bc1008##2-Oxoglutarate##Microbe	0.01637514	0.00094821	bc1008	2-Oxoglutarate
2-Oxoglutarate##bc1008##Metabolite	-0.01637514	-0.00094821	2-Oxoglutarate	bc1008
bc1008##4-Hydroxybenzoate##Microbe	0.00818757	0.00047410999999999997	bc1008	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1008##Metabolite	-0.00818757	-0.00047410999999999997	4-Hydroxybenzoate	bc1008
bc1008##5-Aminolevulinate##Microbe	0.06550056	0.00379285	bc1008	5-Aminolevulinate
5-Aminolevulinate##bc1008##Metabolite	-0.06550056	-0.00379285	5-Aminolevulinate	bc1008
bc1008##AMP##Microbe	0.30917994	0.01790324	bc1008	AMP
AMP##bc1008##Metabolite	-0.30917994	-0.01790324	AMP	bc1008
bc1008##Acetate##Microbe	-75.99755216	-4.400682740000001	bc1008	Acetate
bc1008##BET##Microbe	0.01637514	0.00094821	bc1008	BET
BET##bc1008##Metabolite	-0.01637514	-0.00094821	BET	bc1008
bc1008##BIOT##Microbe	0.00818757	0.00047410999999999997	bc1008	BIOT
