	0.0000-0.0009	0.0009-0.0010	0.0010-0.0019	0.0025-0.0029	0.0040-0.0040	0.0040-0.0050	0.0051-0.0051	0.0051-0.0053	0.0053-0.0053	0.0053-0.0067	0.0067-0.0071	0.0071-0.0101	0.0101-0.0105	0.0105-0.0113	0.0113-0.0128	0.0128-0.0161	0.0161-0.0180	0.0180-0.0181	0.0181-0.0181	0.0356-0.0502	0.0502-0.0863	0.0863-0.0870	0.0918-0.0969	0.0969-0.1022	0.1022-0.1708	0.1708-0.1715	0.1715-0.1721	0.1722-0.1732	0.1732-0.1736	0.1736-0.1769	0.1769-0.1776	0.1776-0.1776	0.1784-0.1807	0.1807-0.1914	0.2019-0.2019	0.2019-0.2056	0.2116-0.2118	0.2118-0.2154	0.2154-0.2183	0.2183-0.2238	0.2238-0.2831	0.2831-0.2856	0.3686-0.3797	0.3797-0.4153	0.4153-0.5310	0.5310-0.5310	0.5374-0.5374	0.6997-0.7178	0.7178-0.7199	0.7199-0.7209	0.7209-0.7572	0.7572-0.7577	0.7583-0.8098	0.8098-0.8100	0.8102-0.8173	0.8173-0.8480	0.8480-0.8493	0.8493-2.0160	2.0160-2.1866	2.1866-3.8648	3.8648-6.0006	6.0006-6.3403	6.3882-20.0000	Source	Target
Akkermansia_muciniphilaYL44##Fumarate-e0##Microbe##Fumarate-e0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999996	-1.0000000000000002	-1.0000000000000002	-1.000000000000001	-0.999999999999999	-1.0	-0.9999999999999992	-0.9999999999999997	-0.9999999999999999	-1.0000000000000013	-1.0000000000000002	-0.9999999999999991	-1.0000000000000009	-1.0000000000000002	-1.000000000000001	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	Akkermansia_muciniphilaYL44	Fumarate-e0
Akkermansia_muciniphilaYL44##Glycine-e0##Microbe##Folate	-0.999999999999853	-0.999999999999853	-0.999999999999853	-0.999999999999853	-0.999999999999853	-0.999999999999853	-0.999999999999853	-0.999999999999853	-0.999999999999853	-0.999999999999853	-1.0000000000001574	-0.9999999999995746	-0.9999999999995746	-0.9999999999995746	-0.9999999999996616	-0.9999999999997784	-0.9999999999997784	-0.9999999999997784	-0.9999999999997784	-0.9999999999997784	-0.9999999999997784	-0.9999999999997784	-0.9999999999997784	-0.9999999999997784	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-0.9999999999996507	-1.0000000000001974	-1.0000000000001974	-1.0000000000001974	-1.0000000000001974	-1.0000000000001974	-1.0000000000001974	-1.0000000000001974	-1.0000000000001594	-0.999999999999758	-1.0000000000007587	-1.0000000000007587	-0.9999999999999248	-8.499999999986317	-8.49999999998452	-8.846153846145405	-8.846153846145597	-10.000000000006358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Glycine-e0
Akkermansia_muciniphilaYL44##Glycine-e0##Microbe##Riboflavin	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194230609	-69.54945194213707	-69.54945194242488	-69.54945194242488	-69.54945194242488	-69.54945194240545	-69.54945194231553	-69.54945194231553	-69.54945194231553	-69.54945194231553	-69.54945194231553	-69.54945194231553	-69.54945194231553	-69.54945194231553	-69.54945194231553	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.5494519423342	-69.54945194262473	-69.54945194262473	-69.54945194262473	-69.54945194262473	-69.54945194262473	-69.54945194262473	-69.54945194262473	-69.54945194251158	-69.5494519422326	-69.54945194225668	-69.54945194225668	-69.54945194251006	1999.3470990818673	1999.3470990851451	1298.615833753825	1298.6158337533966	-1072.1185357979643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Glycine-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe##Riboflavin	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.982435294992527	-19.98243529510437	-19.98243529510437	-19.98243529510437	-19.982435295072808	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295140498	-19.982435295116783	-19.98243529511773	-19.98243529511773	-19.982435295139695	-19.98243529513965	-19.982435295154385	-19.98243529509737	-19.982435295093662	-18.982435295035252	-18.982435295057027	-18.98243529503378	-18.982435295037284	-18.982435295029433	-18.982435295193003	-18.982435295157295	-18.982435295048532	-18.982435295048532	-18.982435295048532	-18.982435295048532	-18.982435295048532	-18.982435295048532	Akkermansia_muciniphilaYL44	L-Methionine-e0
Akkermansia_muciniphilaYL44##Sulfate-e0##Microbe##Riboflavin	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603194575	-0.9241112603137498	-0.9241112603203945	-0.9241112603203945	-0.9241112603203945	-0.9241112603200271	-0.924111260316398	-0.924111260316398	-0.924111260316398	-0.924111260316398	-0.924111260316398	-0.924111260316398	-0.924111260316398	-0.924111260316398	-0.924111260316398	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.924111260317924	-0.9241112603202227	-0.9241112603202227	-0.9241112603202227	-0.9241112603202227	-0.9241112603202227	-0.9241112603202227	-0.9241112603202227	-0.9241112603184555	-0.9241112603180085	-0.9241112603180056	-0.9241112603180056	-0.9241112603198822	-0.9241112603195659	-0.9241112603208457	-0.9241112603183032	-0.924111260318832	-0.9241112603195125	-0.9241112603191077	-0.924111260319067	-0.9241112603181343	-0.9241112603175534	-0.924111260320894	-0.924111260321032	-0.9241112603161885	-0.9241112603161885	-0.9241112603161885	-0.9241112603161885	-0.9241112603161885	-0.9241112603161885	Akkermansia_muciniphilaYL44	Sulfate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##L-Malate-e0	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.22222222221929336	-0.24999999999843028	-0.2499999999982241	-0.2499999999982241	-0.2499999999982241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	-0.49999999999721895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.499999999996567	0.9999999999976076	0.9999999999976076	0.250000000000101	0.9999999999983504	0.9999999999967987	0.9999999999984779	0.9999999999986958	0.9999999999979461	0.9999999999972911	-0.49999999999733324	-0.3333333333313816	-0.33333333333122056	0.0	0.49999999999915107	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##Fumarate-e0	0.8962962962957498	0.8962962962957498	0.8962962962957498	0.8962962962957498	0.8962962962957498	0.8962962962957498	0.8962962962957498	0.8962962962957498	0.8962962962957498	0.8962962962957498	1.0000000000002953	0.9999999999993819	0.9999999999993819	0.9999999999993819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000096	1.000000000000096	1.000000000000096	1.000000000000096	1.000000000000096	1.000000000000096	1.000000000000096	1.000000000000096	1.000000000000096	1.000000000000096	1.0000000000000147	1.0000000000000147	1.0000000000000147	1.0000000000000147	1.0000000000000147	1.0000000000000147	1.0000000000000147	1.0000000000000413	1.0000000000000493	0.0	0.0	0.9999999999999126	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999992568	0.9999999999993857	0.9999999999994723	1.0000000000000453	1.0000000000008296	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##Folate	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	-0.3333333333372597	0.7500000000034978	0.7499999999918018	0.7499999999918018	0.7499999999918018	-2.0000000000119162	-2.000000000008342	-2.000000000008342	-2.000000000008342	-2.000000000008342	-2.000000000008342	-2.000000000008342	-2.000000000008342	-2.000000000008342	-2.000000000008342	1.4999999999911393	1.4999999999911393	1.4999999999911393	1.4999999999911393	1.4999999999911393	1.4999999999911393	1.4999999999911393	1.4999999999911393	1.4999999999911393	1.4999999999911393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.499999999993191	-3.999999999986784	-3.999999999986784	-0.2500000000000768	-3.9999999999911946	-3.9999999999900777	-3.999999999991849	-3.9999999999919953	-3.999999999991148	-3.999999999989416	0.9999999999932561	0.9999999999956097	0.9999999999952326	1.0000000000004505	1.000000000007334	1.0000000000005096	1.0000000000005096	1.0000000000005096	1.0000000000005096	1.0000000000005096	1.0000000000005096	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##Riboflavin	1773.02441328181	1773.02441328181	1773.02441328181	1773.02441328181	1773.02441328181	1773.02441328181	1773.02441328181	1773.02441328181	1773.02441328181	1773.02441328181	1183.806012129183	1183.8060121348785	1183.8060121348785	1183.8060121348785	2182.675565294312	2182.6755652915367	2182.6755652915367	2182.6755652915367	2182.6755652915367	2182.6755652915367	2182.6755652915367	2182.6755652915367	2182.6755652915367	2182.6755652915367	1565.854657065675	1565.854657065675	1565.854657065675	1565.854657065675	1565.854657065675	1565.854657065675	1565.854657065675	1565.854657065675	1565.854657065675	1565.854657065675	801.7573672045519	801.7573672045519	801.7573672045519	801.7573672045519	801.7573672045519	801.7573672045519	801.7573672045519	801.7573672034409	1672.2253872764427	1247.0264359613143	1247.0264359613143	217.07450896442975	1251.522784476046	1251.5227844780773	1251.5227844749145	1251.5227844745405	1251.5227844759224	1251.5227844762296	1556.3491860179834	1022.0817586197876	1022.0817586196132	-46.453096176349426	-1649.2553783770263	-73.54418554124572	-73.54418554124572	-73.54418554124572	-73.54418554124572	-73.54418554124572	-73.54418554124572	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##Cl--e0##Microbe##Riboflavin	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603185929	-0.9241112603148478	-0.9241112603210953	-0.9241112603210953	-0.9241112603210953	-0.9241112603212331	-0.9241112603200611	-0.9241112603200611	-0.9241112603200611	-0.9241112603200611	-0.9241112603200611	-0.9241112603200611	-0.9241112603200611	-0.9241112603200611	-0.9241112603200611	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603199978	-0.9241112603242324	-0.9241112603242324	-0.9241112603242324	-0.9241112603242324	-0.9241112603242324	-0.9241112603242324	-0.9241112603242324	-0.9241112603232665	-0.9241112603189329	-0.9241112603192213	-0.9241112603192213	-0.9241112603226157	-0.9241112603204534	-0.92411126032208	-0.924111260319484	-0.924111260319048	-0.9241112603209967	-0.9241112603213026	-0.9241112603204344	-0.9241112603204404	-0.9241112603202457	-0.9241112603262652	-0.9241112603237701	-0.9241112603188929	-0.9241112603188929	-0.9241112603188929	-0.9241112603188929	-0.9241112603188929	-0.9241112603188929	Akkermansia_muciniphilaYL44	Cl--e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe##Riboflavin	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603152475	-0.9241112603211025	-0.9241112603211025	-0.9241112603211025	-0.9241112603225886	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603232595	-0.9241112603202637	-0.9241112603203844	-0.9241112603203844	-0.9241112603235465	-0.9241112603206619	-0.9241112603223001	-0.9241112603188887	-0.9241112603188121	-0.9241112603214383	-0.9241112603216394	-0.9241112603206995	-0.9241112603210532	-0.9241112603206223	-0.9241112603284307	-0.9241112603243253	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	Akkermansia_muciniphilaYL44	K+-e0
Akkermansia_muciniphilaYL44##Mg-e0##Microbe##Riboflavin	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603181929	-0.9241112603160406	-0.9241112603212834	-0.9241112603212834	-0.9241112603212834	-0.9241112603216656	-0.924111260321165	-0.924111260321165	-0.924111260321165	-0.924111260321165	-0.924111260321165	-0.924111260321165	-0.924111260321165	-0.924111260321165	-0.924111260321165	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.9241112603206136	-0.924111260324628	-0.924111260324628	-0.924111260324628	-0.924111260324628	-0.924111260324628	-0.924111260324628	-0.924111260324628	-0.9241112603237387	-0.9241112603187622	-0.9241112603192364	-0.9241112603192364	-0.9241112603228439	-0.9241112603206005	-0.9241112603221688	-0.9241112603198318	-0.9241112603193286	-0.9241112603216234	-0.9241112603218116	-0.9241112603209068	-0.9241112603212068	-0.924111260321139	-0.924111260326818	-0.924111260324944	-0.9241112603209495	-0.9241112603209495	-0.9241112603209495	-0.9241112603209495	-0.9241112603209495	-0.9241112603209495	Akkermansia_muciniphilaYL44	Mg-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##L-Malate-e0	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.22222222222063265	0.2499999999994935	0.2499999999994552	0.2499999999994552	0.2499999999994552	0.5000000000007936	0.5000000000008348	0.5000000000008348	0.5000000000008348	0.5000000000008348	0.5000000000008348	0.5000000000008348	0.5000000000008348	0.5000000000008348	0.5000000000008348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##Fumarate-e0	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.10370370370395297	0.0	0.0	0.0	0.0	-1.0000000000000668	-0.9999999999996984	-0.9999999999996984	-0.9999999999996984	-0.9999999999996984	-0.9999999999996984	-0.9999999999996984	-0.9999999999996984	-0.9999999999996984	-0.9999999999996984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##Folate	0.33333333333531373	0.33333333333531373	0.33333333333531373	0.33333333333531373	0.33333333333531373	0.33333333333531373	0.33333333333531373	0.33333333333531373	0.33333333333531373	0.33333333333531373	-0.75000000000036	-0.7499999999976193	-0.7499999999976193	-0.7499999999976193	-3.5000000000034164	-3.5000000000024882	-3.5000000000024882	-3.5000000000024882	-3.5000000000024882	-3.5000000000024882	-3.5000000000024882	-3.5000000000024882	-3.5000000000024882	-3.5000000000024882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##Riboflavin	-971.2670460812867	-971.2670460812867	-971.2670460812867	-971.2670460812867	-971.2670460812867	-971.2670460812867	-971.2670460812867	-971.2670460812867	-971.2670460812867	-971.2670460812867	-382.04864493140525	-382.0486449327524	-382.0486449327524	-382.0486449327524	616.8209082270482	616.8209082262961	616.8209082262961	616.8209082262961	616.8209082262961	616.8209082262961	616.8209082262961	616.8209082262961	616.8209082262961	616.8209082262961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##L-Malate-e0	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2222222222197521	-0.2499999999987978	-0.24999999999863567	-0.24999999999863567	-0.24999999999863567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.4999999999977842	-0.5000000000012812	-0.5000000000012812	-0.5000000000012812	-0.5000000000012812	-0.5000000000012812	-0.5000000000012812	-0.5000000000012812	-0.5000000000007606	-0.49999999999733236	-0.5000000000024851	-0.5000000000024851	-0.49999999999941724	-1.2500000000002818	-1.250000000000635	-1.0769230769229692	-1.0769230769229885	-2.0000000000029425	0.24999999999768566	-0.4999999999980827	-0.6666666666635537	-0.6666666666633012	-1.000000000000604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##Fumarate-e0	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	-0.10370370370413895	0.0	0.0	0.0	0.0	-1.0000000000004161	-0.9999999999991964	-0.9999999999991964	-0.9999999999991964	-0.9999999999991964	-0.9999999999991964	-0.9999999999991964	-0.9999999999991964	-0.9999999999991964	-0.9999999999991964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000004305	1.0000000000004128	0.9999999999997946	0.9999999999998166	1.0000000000028277	-0.4999999999979075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##Folate	0.6666666666634272	0.6666666666634272	0.6666666666634272	0.6666666666634272	0.6666666666634272	0.6666666666634272	0.6666666666634272	0.6666666666634272	0.6666666666634272	0.6666666666634272	1.7500000000023401	1.7499999999933962	1.7499999999933962	1.7499999999933962	-1.0000000000114213	-1.0000000000083265	-1.0000000000083265	-1.0000000000083265	-1.0000000000083265	-1.0000000000083265	-1.0000000000083265	-1.0000000000083265	-1.0000000000083265	-1.0000000000083265	2.499999999992723	2.499999999992723	2.499999999992723	2.499999999992723	2.499999999992723	2.499999999992723	2.499999999992723	2.499999999992723	2.499999999992723	2.499999999992723	2.5000000000030838	2.5000000000030838	2.5000000000030838	2.5000000000030838	2.5000000000030838	2.5000000000030838	2.5000000000030838	2.500000000002424	2.499999999994593	2.5000000000135336	2.5000000000135336	2.499999999997638	6.250000000001597	6.250000000001887	6.076923076922494	6.076923076922539	7.000000000011851	-0.49999999999137307	1.9999999999948115	1.9999999999923435	1.9999999999917977	1.999999999987216	2.0000000000019846	2.0000000000019718	2.0000000000019718	2.0000000000019718	2.0000000000019718	2.0000000000019718	2.0000000000019718	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##Riboflavin	1498.0771655406393	1498.0771655406393	1498.0771655406393	1498.0771655406393	1498.0771655406393	1498.0771655406393	1498.0771655406393	1498.0771655406393	1498.0771655406393	1498.0771655406393	908.858764389017	908.8587643933853	908.8587643933853	908.8587643933853	1907.7283175531386	1907.7283175507148	1907.7283175507148	1907.7283175507148	1907.7283175507148	1907.7283175507148	1907.7283175507148	1907.7283175507148	1907.7283175507148	1907.7283175507148	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.9074093245895	1290.907409330073	1290.907409330073	1290.907409330073	1290.907409330073	1290.907409330073	1290.907409330073	1290.907409330073	1290.9074093281367	1290.907409322807	1290.9074093232714	1290.9074093232714	1289.1592350716192	254.7109595564245	254.71095955686636	-95.65467310682526	-95.65467310679506	1801.9328225355289	997.8439206873052	1150.257121457851	1684.5245488556295	1684.5245488553935	2753.05940367087	-452.5451607381941	-452.54516073601377	-452.54516073601377	-452.54516073601377	-452.54516073601377	-452.54516073601377	-452.54516073601377	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##CO2-e0##Microbe##L-Malate-e0	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.3333333333392978	1.2500000000024671	1.250000000002766	1.250000000002766	1.250000000002766	1.0000000000012357	1.0000000000012939	1.0000000000012939	1.0000000000012939	1.0000000000012939	1.0000000000012939	1.0000000000012939	1.0000000000012939	1.0000000000012939	1.0000000000012939	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.5000000000025082	1.4999999999984817	1.4999999999984817	1.4999999999984817	1.4999999999984817	1.4999999999984817	1.4999999999984817	1.4999999999984817	1.4999999999990474	0.0	1.4999999999927696	1.4999999999927696	0.0	0.0	0.0	0.4615384615376126	0.461538461537754	0.0	2.24999999999808	1.5000000000015812	1.6666666666674312	1.6666666666674965	0.9999999999994181	1.0000000000013398	1.999999999998793	1.999999999998793	1.999999999998793	1.999999999998793	1.999999999998793	1.999999999998793	Akkermansia_muciniphilaYL44	CO2-e0
Akkermansia_muciniphilaYL44##CO2-e0##Microbe##Fumarate-e0	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	-0.3111111111120823	0.0	0.0	0.0	0.0	0.999999999999526	1.000000000000082	1.000000000000082	1.000000000000082	1.000000000000082	1.000000000000082	1.000000000000082	1.000000000000082	1.000000000000082	1.000000000000082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.999999999989907	-0.999999999989907	0.9999999999992729	1.0000000000029798	1.0000000000028029	1.0000000000012879	1.0000000000011715	1.0000000000025946	-0.49999999999830586	0.0	0.0	0.0	0.0	0.0	1.9999999999985716	1.9999999999985716	1.9999999999985716	1.9999999999985716	1.9999999999985716	1.9999999999985716	Akkermansia_muciniphilaYL44	CO2-e0
Akkermansia_muciniphilaYL44##CO2-e0##Microbe##Folate	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	-2.0000000000076317	1.2500000000034395	1.2499999999867695	1.2499999999867695	1.2499999999867695	3.999999999993406	3.9999999999948326	3.9999999999948326	3.9999999999948326	3.9999999999948326	3.9999999999948326	3.9999999999948326	3.9999999999948326	3.9999999999948326	3.9999999999948326	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.49999999999129013	0.5000000000032334	0.5000000000032334	0.5000000000032334	0.5000000000032334	0.5000000000032334	0.5000000000032334	0.5000000000032334	0.5000000000024616	2.999999999982339	-2.499999999961912	-2.499999999961912	4.999999999996922	5.000000000010408	5.00000000001193	4.538461538465448	4.5384615384653735	5.000000000010669	-2.499999999993332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	CO2-e0
