	0.8223	Source	Target
O2##5-Aminolevulinate##bc1001	0.003420401985849328	O2	5-Aminolevulinate
O2##AMP##bc1001	0.01181653456354351	O2	AMP
O2##Spermidine##bc1001	0.0004275502482366923	O2	Spermidine
O2##TRHL##bc1001	0.009024619997689949	O2	TRHL
O2##L-Proline##bc1001	0.028088528998919487	O2	L-Proline
O2##ddca##bc1001	0.011362362432943146	O2	ddca
O2##CoA##bc1001	0.0008551004964765887	O2	CoA
O2##Heme##bc1001	0.0004275502482361686	O2	Heme
O2##CO2##bc1001	-1.1044735886227475	O2	CO2
O2##L-Methionine##bc1001	0.018616899075226893	O2	L-Methionine
O2##L-Alanine##bc1001	0.06901131643584076	O2	L-Alanine
O2##Sulfate##bc1001	0.0004275502482353914	O2	Sulfate
O2##L-Phenylalanine##bc1001	0.023542800875893576	O2	L-Phenylalanine
O2##4-Hydroxybenzoate##bc1001	0.00042755024823928336	O2	4-Hydroxybenzoate
O2##NADP##bc1001	0.0008551004964613371	O2	NADP
O2##fe3##bc1001	0.0012826507447264016	O2	fe3
O2##Myristic acid##bc1001	0.011501530849753326	O2	Myristic acid
O2##Deoxycytidine##bc1001	0.0035162881768564715	O2	Deoxycytidine
O2##Ca2+##bc1001	0.0004275502482353936	O2	Ca2+
O2##D-Arabinose##bc1001	0.011431946641344282	O2	D-Arabinose
O2##Pyridoxal##bc1001	0.0004275502482370468	O2	Pyridoxal
O2##BET##bc1001	0.0008551004964792141	O2	BET
O2##Chorismate##bc1001	0.0008551004964822244	O2	Chorismate
O2##TTP##bc1001	0.001364462721009687	O2	TTP
O2##L-Isoleucine##bc1001	0.03684075180290938	O2	L-Isoleucine
O2##H+##bc1001	-0.7833684410655245	O2	H+
O2##Cl-##bc1001	0.00042755024823390913	O2	Cl-
O2##L-Tryptophan##bc1001	0.007191748970735577	O2	L-Tryptophan
O2##Cu2+##bc1001	0.00042755024823509455	O2	Cu2+
O2##K+##bc1001	0.00042755024823795467	O2	K+
O2##dATP##bc1001	0.001364462721004886	O2	dATP
O2##L-Glutamate##bc1001	0.03890142056776602	O2	L-Glutamate
O2##L-Cysteine##bc1001	0.011601783716939103	O2	L-Cysteine
O2##Formate##bc1001	0.00042755024823842896	O2	Formate
O2##Nitrite##bc1001	-0.0021377512411104673	O2	Nitrite
O2##L-Leucine##bc1001	0.05719475832385457	O2	L-Leucine
O2##Folate##bc1001	0.0012826507447029547	O2	Folate
O2##L-Histidine##bc1001	0.012076710535761228	O2	L-Histidine
O2##S-Adenosyl-L-methionine##bc1001	0.0012826507447161763	O2	S-Adenosyl-L-methionine
O2##L-Threonine##bc1001	0.032159330303095035	O2	L-Threonine
O2##L-Glutamine##bc1001	0.032525470197850126	O2	L-Glutamine
O2##Adenosine##bc1001	0.0045424411173155595	O2	Adenosine
O2##Riboflavin##bc1001	0.001282650744711323	O2	Riboflavin
O2##L-Aspartate##bc1001	0.030598856469821547	O2	L-Aspartate
O2##H2O##bc1001	-2.0183187484056977	O2	H2O
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1001	0.018981389443022606	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##Thiamin##bc1001	0.0004275502482385666	O2	Thiamin
O2##BIOT##bc1001	0.00042755024823746727	O2	BIOT
O2##L-Lysine##bc1001	0.04348972726642104	O2	L-Lysine
O2##Putrescine##bc1001	0.0004275502482381751	O2	Putrescine
O2##meso-2,6-Diaminopimelate##bc1001	0.0038106488804339374	O2	meso-2,6-Diaminopimelate
O2##dGTP##bc1001	0.0030887379286183027	O2	dGTP
O2##Deoxyguanosine##bc1001	0.00042755024823657546	O2	Deoxyguanosine
O2##GTP##bc1001	0.020630768508165868	O2	GTP
O2##Oxidized glutathione##bc1001	0.00021377512411040325	O2	Oxidized glutathione
O2##L-Valine##bc1001	0.05366673052689175	O2	L-Valine
O2##Mg##bc1001	0.000427550248235873	O2	Mg
O2##Niacin##bc1001	-0.00042755024822987357	O2	Niacin
O2##CMP##bc1001	0.012814141930543707	O2	CMP
O2##L-Serine##bc1001	0.032515113035465545	O2	L-Serine
O2##Nicotinamide ribonucleotide##bc1001	0.0004275502482176352	O2	Nicotinamide ribonucleotide
O2##O2##bc1001	0.9999999999999996	O2	O2
