	0.0000-0.0000	0.0000-1.8350	1.8350-6.3781	6.3781-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-674.6171616418995	-674.6171616418995	-674.6171616418995	-669.3671616429433	Turicimonas_muris_YL45	L-Aspartate-e0
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.673818986212936	-32.67381898560025	-32.67381898560025	-32.67381898560025	Blautia_coccoides_YL58	Inosine-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.49999999999728545	Turicimonas_muris_YL45	Pyridoxal
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.86418562586425	-129.86418562375013	-129.86418562375013	-129.86418562375013	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.8196407437201	2030.9095687683666	2030.9095687683666	2030.9095687683666	Blautia_coccoides_YL58	Succinate-e0
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.087781191161397	-18.08778119086701	-18.08778119086701	-18.08778119086701	Blautia_coccoides_YL58	L-Proline-e0
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495978006	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##Succinate-e0##Microbe	393.1690835079388	393.1690835079388	393.1690835079388	394.41908350846734	Turicimonas_muris_YL45	Succinate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.58432473949286	Turicimonas_muris_YL45	L-Proline-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	6.020561826858284e-11	4.348044146951224e-11	4.348044146951224e-11	4.348044146951224e-11	Blautia_coccoides_YL58	Urea-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411739079	126.68907411739079	126.68907411739079	126.6890741175635	Riboflavin	Turicimonas_muris_YL45
Turicimonas_muris_YL45##carbonate##Microbe	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878874957	Turicimonas_muris_YL45	carbonate
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	-16.661009646818748	-16.661009646545576	-16.661009646545576	-16.661009646545576	Blautia_coccoides_YL58	L-Asparagine-e0
Blautia_coccoides_YL58##L-Tyrosine-e0##Microbe	-11.972744790873715	-11.972744790663105	-11.972744790663105	-11.972744790663105	Blautia_coccoides_YL58	L-Tyrosine-e0
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.989573168298442	Turicimonas_muris_YL45	L-Asparagine-e0
Blautia_coccoides_YL58##N-acetylneuraminate (as sialic residue)##Microbe	-1.0000000000000002	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	Blautia_coccoides_YL58	N-acetylneuraminate (as sialic residue)
Blautia_coccoides_YL58##fe3-e0##Microbe	-0.7060625360106789	-0.7060625359991968	-0.7060625359991968	-0.7060625359991968	Blautia_coccoides_YL58	fe3-e0
Blautia_coccoides_YL58##Mn2+-e0##Microbe	-0.7060625360090275	-0.7060625359975462	-0.7060625359975462	-0.7060625359975462	Blautia_coccoides_YL58	Mn2+-e0
PAN##Blautia_coccoides_YL58##Metabolite	96.79614652168455	96.79614652011057	96.79614652011057	96.79614652011057	PAN	Blautia_coccoides_YL58
Turicimonas_muris_YL45##fe3-e0##Microbe	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.924111260320164	Turicimonas_muris_YL45	fe3-e0
