	0.0000-0.0000	0.0000-1.8350	1.8350-6.3781	6.3781-20.0000	Source	Target
Riboflavin##Turicimonas_muris_YL45##Metabolite##None	126.68907411739079	126.68907411739079	126.68907411739079	126.6890741175635	Riboflavin	Turicimonas_muris_YL45
Turicimonas_muris_YL45##H2O-e0##Microbe##Spermidine-e0	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.9999999999839021	Turicimonas_muris_YL45	H2O-e0
Turicimonas_muris_YL45##H2O-e0##Microbe##Folate	10.499999999961402	10.499999999961402	10.499999999961402	0.0	Turicimonas_muris_YL45	H2O-e0
Turicimonas_muris_YL45##H2O-e0##Microbe##Riboflavin	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5231.3693530349365	Turicimonas_muris_YL45	H2O-e0
Turicimonas_muris_YL45##Phosphate-e0##Microbe##Riboflavin	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495978006	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Glutamate-e0##Microbe##Spermidine-e0	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.000000000001239	Turicimonas_muris_YL45	L-Glutamate-e0
Turicimonas_muris_YL45##L-Glutamate-e0##Microbe##Folate	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	0.0	Turicimonas_muris_YL45	L-Glutamate-e0
Turicimonas_muris_YL45##L-Glutamate-e0##Microbe##Riboflavin	-467.2132690487409	-467.2132690487409	-467.2132690487409	-469.4632690493655	Turicimonas_muris_YL45	L-Glutamate-e0
Turicimonas_muris_YL45##Zn2+-e0##Microbe##Riboflavin	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603194885	Turicimonas_muris_YL45	Zn2+-e0
Turicimonas_muris_YL45##L-Lysine-e0##Microbe##Riboflavin	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935748139	Turicimonas_muris_YL45	L-Lysine-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe##Spermidine-e0	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.9999999999978875	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe##Folate	10.499999999997545	10.499999999997545	10.499999999997545	0.0	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe##Riboflavin	-682.1171616418994	-682.1171616418994	-682.1171616418994	-666.3671616429455	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##Sulfate-e0##Microbe##Riboflavin	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112603124316	Turicimonas_muris_YL45	Sulfate-e0
Turicimonas_muris_YL45##L-Arginine-e0##Microbe##Riboflavin	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.5723583418688	Turicimonas_muris_YL45	L-Arginine-e0
Turicimonas_muris_YL45##L-Histidine-e0##Microbe##Riboflavin	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031203336	Turicimonas_muris_YL45	L-Histidine-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe##Riboflavin	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.58432473949286	Turicimonas_muris_YL45	L-Proline-e0
Turicimonas_muris_YL45##Co2+-e0##Microbe##Riboflavin	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603178996	Turicimonas_muris_YL45	Co2+-e0
Turicimonas_muris_YL45##L-Threonine-e0##Microbe##Riboflavin	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011336619	Turicimonas_muris_YL45	L-Threonine-e0
Turicimonas_muris_YL45##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999991	Turicimonas_muris_YL45	Spermidine-e0
