	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
19	PAN	Blautia_coccoides_YL58	Metabolite	96.79614652118559	96.79614652118559	1.0	9.838503266309647	9.838503266309647
21	Thiamine	Limosilactobacillus_reuteri_I49	Metabolite	68.89327634641438	68.89327634641438	1.0	8.300197367919294	8.300197367919294
34	Folate-e0	Limosilactobacillus_reuteri_I49	Metabolite	34.4466381732074	34.4466381732074	1.0	5.869125844042483	5.869125844042483
40	Limosilactobacillus_reuteri_I49	Folate-e0	Microbe	-0.9999999999999666	0.9999999999999666	-1.0	0.9999999999999832	-0.9999999999999832
46	Blautia_coccoides_YL58	PAN	Microbe	-0.9999999999998305	0.9999999999998305	-1.0	0.9999999999999152	-0.9999999999999152
51	Limosilactobacillus_reuteri_I49	Thiamine	Microbe	-1.000000000000129	1.000000000000129	-1.0	1.0000000000000644	-1.0000000000000644
55	Limosilactobacillus_reuteri_I49	PAN	Microbe	-2.1352072006809317	2.1352072006809317	-1.0	1.4612348205134353	-1.4612348205134353
61	Blautia_coccoides_YL58	Riboflavin	Microbe	-1.0	1.0	-1.0	1.0	-1.0
64	Riboflavin	Limosilactobacillus_reuteri_I49	Metabolite	103.33991451960803	103.33991451960803	1.0	10.165624157896456	10.165624157896456
70	Limosilactobacillus_reuteri_I49	Riboflavin	Microbe	-1.0000000000001616	1.0000000000001616	-1.0	1.0000000000000808	-1.0000000000000808
111	Blautia_coccoides_YL58	Folate-e0	Microbe	-0.9999999999999998	0.9999999999999998	-1.0	0.9999999999999999	-0.9999999999999999
