	0.0000-0.0000	0.0000-0.0009	0.0009-0.0010	0.0015-0.0016	0.0016-0.0018	0.0018-0.0029	0.0029-0.0040	0.0040-0.0113	0.0113-0.0990	0.2037-0.2037	0.2037-0.2053	0.2053-0.2053	0.2053-0.2055	0.2068-0.2076	0.2084-0.2090	0.2090-0.2102	0.2102-0.2104	0.2104-0.2110	0.2110-0.2118	0.2118-0.2118	0.2118-0.2278	0.2278-0.2279	0.2279-0.2295	0.2295-0.2907	0.2907-0.2911	0.2911-0.3185	0.3189-0.3286	0.3286-0.3288	0.3288-0.3367	0.3377-0.3879	0.3879-0.3907	0.3907-0.3929	0.3929-0.3934	0.3934-0.3941	0.3941-0.4154	0.4185-0.4207	0.4207-0.4212	0.4212-0.4213	0.4213-0.4221	0.4239-0.4242	0.4249-0.6309	0.6313-0.6321	0.6453-0.6933	0.6933-0.6979	0.6979-0.6994	0.6994-0.7019	0.7019-0.7026	0.7029-0.7044	0.8170-0.8794	0.8794-0.8794	0.9298-0.9992	0.9992-1.2693	1.2693-1.4832	1.4901-1.5437	1.5437-1.5441	1.5441-1.5476	1.5476-1.5502	1.5502-8.3154	8.3154-15.1652	15.1652-16.8236	16.8236-16.8255	16.8255-20.0000	Source	Target
PAN##Uracil-e0##Blautia_coccoides_YL58	-66.6911759600912	-66.9807443062286	-66.9807443062286	-66.9807443062286	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430525978	-66.98074430511375	-66.98074430511375	-66.98074430511375	-66.98074430511375	-66.98074430511375	-66.98074430511375	-66.98074430538529	-66.98074430538529	-66.98074430538529	-66.98074430538529	-66.98074430538529	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945618347	-79.64413945640544	-79.64413945640544	-79.64413945640544	-79.64413945640544	-79.64413945640544	-79.64413945640544	-79.64413945640544	-79.64413945640544	-68.45629959617905	-68.45629959617905	-0.17931568489598676	0.0	PAN	Uracil-e0
Puryvate##Uracil-e0##Blautia_coccoides_YL58	0.13129496403002255	0.13129496403012753	0.13129496403012753	0.13129496403012753	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496403005125	0.13129496402931365	0.13129496402931365	0.13129496402931365	0.13129496402931365	0.13129496402931365	0.13129496402931365	0.1312949640294008	0.1312949640294008	0.1312949640294008	0.1312949640294008	0.1312949640294008	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496402963073	0.13129496403025434	0.13129496403025434	0.13129496403025434	0.13129496403025434	0.13129496403025434	0.13129496403025434	0.13129496403025434	0.13129496403025434	0.1312949642216131	0.1312949642216131	0.12860033407293794	0.128593257172195	Puryvate	Uracil-e0
N-acetylneuraminate (as sialic residue)##Uracil-e0##Blautia_coccoides_YL58	0.40287769784009725	0.40287769784255345	0.40287769784255345	0.40287769784255345	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.40287769784220984	0.4028776978413761	0.4028776978413761	0.4028776978413761	0.4028776978413761	0.4028776978413761	0.4028776978413761	0.40287769784211974	0.40287769784211974	0.40287769784211974	0.40287769784211974	0.40287769784211974	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784144484	0.40287769784165045	0.40287769784165045	0.40287769784165045	0.40287769784165045	0.40287769784165045	0.40287769784165045	0.40287769784165045	0.40287769784165045	0.0	0.0	0.0	0.0	N-acetylneuraminate (as sialic residue)	Uracil-e0
L-Malate-e0##L-Malate-e0##Blautia_coccoides_YL58	-1.0000000000000002	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000016	-1.0	L-Malate-e0	L-Malate-e0
Thiamin-e0##L-Alanine-e0##Blautia_coccoides_YL58	-0.9999999999941898	-0.9999999999944437	-0.9999999999944437	-0.9999999999944437	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.999999999994952	-0.9999999999959361	-0.9999999999959361	-0.9999999999959361	-0.9999999999959361	-0.9999999999959361	-0.9999999999959361	-0.999999999994355	-0.999999999994355	-0.999999999994355	-0.999999999994355	-0.999999999994355	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.999999999998285	-0.9999999999968572	-0.9999999999968572	-0.9999999999968572	-0.9999999999968572	-0.9999999999968572	-0.9999999999968572	-0.9999999999968572	-0.9999999999968572	-1.0000000012668033	0.0	0.0	0.0	Thiamin-e0	L-Alanine-e0
Folate-e0##L-Alanine-e0##Blautia_coccoides_YL58	1.0000000000025244	1.0000000000054727	1.0000000000054727	1.0000000000054727	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000043892	1.0000000000018638	1.0000000000018638	1.0000000000018638	1.0000000000018638	1.0000000000018638	1.0000000000018638	1.000000000002727	1.000000000002727	1.000000000002727	1.000000000002727	1.000000000002727	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.0000000000010463	1.000000000004247	1.000000000004247	1.000000000004247	1.000000000004247	1.000000000004247	1.000000000004247	1.000000000004247	1.000000000004247	0.999999998390737	0.0	0.0	0.0	Folate-e0	L-Alanine-e0
PAN##L-Alanine-e0##Blautia_coccoides_YL58	-53.03444007573105	-53.034440076363595	-53.034440076363595	-53.034440076363595	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007558504	-53.03444007547535	-53.03444007547535	-53.03444007547535	-53.03444007547535	-53.03444007547535	-53.03444007547535	-53.03444007569044	-53.03444007569044	-53.03444007569044	-53.03444007569044	-53.03444007569044	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007530634	-53.03444007546731	-53.03444007546731	-53.03444007546731	-53.03444007546731	-53.03444007546731	-53.03444007546731	-53.03444007546731	-53.03444007546731	-53.03443973620309	-53.03443973620309	0.7611864761693686	0.0	PAN	L-Alanine-e0
Thiamin-e0##L-Cysteine-e0##Blautia_coccoides_YL58	1.000000000000809	1.0000000000007727	1.0000000000007727	1.0000000000007727	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.0000000000007054	1.000000000000565	1.000000000000565	1.000000000000565	1.000000000000565	1.000000000000565	1.000000000000565	1.0000000000007854	1.0000000000007854	1.0000000000007854	1.0000000000007854	1.0000000000007854	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.0000000000002482	1.000000000000445	1.000000000000445	1.000000000000445	1.000000000000445	1.000000000000445	1.000000000000445	1.000000000000445	1.000000000000445	0.9999999998247491	0.0	0.0	0.0	Thiamin-e0	L-Cysteine-e0
PAN##L-Cysteine-e0##Blautia_coccoides_YL58	-7.397459505335155	-7.397459505422286	-7.397459505422286	-7.397459505422286	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505315266	-7.397459505299097	-7.397459505299097	-7.397459505299097	-7.397459505299097	-7.397459505299097	-7.397459505299097	-7.397459505329235	-7.397459505329235	-7.397459505329235	-7.397459505329235	-7.397459505329235	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505276614	-7.397459505298282	-7.397459505298282	-7.397459505298282	-7.397459505298282	-7.397459505298282	-7.397459505298282	-7.397459505298282	-7.397459505298282	-7.397459458362223	-7.397459458362223	7.445639331202407e-05	0.0	PAN	L-Cysteine-e0
Thiamin-e0##L-Tyrosine-e0##Blautia_coccoides_YL58	1.0000000000013516	1.0000000000012923	1.0000000000012923	1.0000000000012923	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.000000000001169	1.0000000000009286	1.0000000000009286	1.0000000000009286	1.0000000000009286	1.0000000000009286	1.0000000000009286	1.0000000000013143	1.0000000000013143	1.0000000000013143	1.0000000000013143	1.0000000000013143	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.000000000000378	1.0000000000007143	1.0000000000007143	1.0000000000007143	1.0000000000007143	1.0000000000007143	1.0000000000007143	1.0000000000007143	1.0000000000007143	0.9999999996923948	0.0	0.0	0.0	Thiamin-e0	L-Tyrosine-e0
PAN##L-Tyrosine-e0##Blautia_coccoides_YL58	-12.972744790877398	-12.972744791029918	-12.972744791029918	-12.972744791029918	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790842125	-12.972744790814497	-12.972744790814497	-12.972744790814497	-12.972744790814497	-12.972744790814497	-12.972744790814497	-12.972744790867255	-12.972744790867255	-12.972744790867255	-12.972744790867255	-12.972744790867255	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790774929	-12.972744790811314	-12.972744790811314	-12.972744790811314	-12.972744790811314	-12.972744790811314	-12.972744790811314	-12.972744790811314	-12.972744790811314	-12.972744708444408	-12.972744708444408	-0.018487033633600974	0.0	PAN	L-Tyrosine-e0
Thiamin-e0##Inosine-e0##Blautia_coccoides_YL58	2.000000000004027	2.0000000000038485	2.0000000000038485	2.0000000000038485	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.000000000003496	2.0000000000027898	2.0000000000027898	2.0000000000027898	2.0000000000027898	2.0000000000027898	2.0000000000027898	2.0000000000039106	2.0000000000039106	2.0000000000039106	2.0000000000039106	2.0000000000039106	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000003868	1.0000000000006901	1.0000000000006901	1.0000000000006901	1.0000000000006901	1.0000000000006901	1.0000000000006901	1.0000000000006901	1.0000000000006901	0.9999999997392672	0.0	0.0	0.0	Thiamin-e0	Inosine-e0
Riboflavin##Inosine-e0##Blautia_coccoides_YL58	3.0000000000047233	3.0000000000073577	3.0000000000073577	3.0000000000073577	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.0000000000054277	3.000000000006397	3.000000000006397	3.000000000006397	3.000000000006397	3.000000000006397	3.000000000006397	3.000000000007236	3.000000000007236	3.000000000007236	3.000000000007236	3.000000000007236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Inosine-e0
PAN##Inosine-e0##Blautia_coccoides_YL58	-37.67381898622913	-37.67381898667804	-37.67381898667804	-37.67381898667804	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898612727	-37.67381898604762	-37.67381898604762	-37.67381898604762	-37.67381898604762	-37.67381898604762	-37.67381898604762	-37.67381898620032	-37.67381898620032	-37.67381898620032	-37.67381898620032	-37.67381898620032	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318830824	-11.003941318867188	-11.003941318867188	-11.003941318867188	-11.003941318867188	-11.003941318867188	-11.003941318867188	-11.003941318867188	-11.003941318867188	-11.003941249028735	-11.003941249028735	0.03126579577103119	0.0	PAN	Inosine-e0
Spermidine-e0##NH3-e0##Blautia_coccoides_YL58	0.944244604356718	0.9442446043983426	0.9442446043983426	0.9442446043983426	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446044204348	0.9442446043735395	0.9442446043735395	0.9442446043735395	0.9442446043735395	0.9442446043735395	0.9442446043735395	0.9442446043795685	0.9442446043795685	0.9442446043795685	0.9442446043795685	0.9442446043795685	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043909426	0.9442446043689048	0.9442446043689048	0.9442446043689048	0.9442446043689048	0.9442446043689048	0.9442446043689048	0.9442446043689048	0.9442446043689048	0.9442445943654995	0.0	0.0	0.0	Spermidine-e0	NH3-e0
Thiamin-e0##NH3-e0##Blautia_coccoides_YL58	-7.091726618926377	-7.091726618916769	-7.091726618916769	-7.091726618916769	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.0917266188972645	-7.091726618858206	-7.091726618858206	-7.091726618858206	-7.091726618858206	-7.091726618858206	-7.091726618858206	-7.091726618920229	-7.091726618920229	-7.091726618920229	-7.091726618920229	-7.091726618920229	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899343221	-7.717625899399034	-7.717625899399034	-7.717625899399034	-7.717625899399034	-7.717625899399034	-7.717625899399034	-7.717625899399034	-7.717625899399034	-7.717625849950223	0.0	0.0	0.0	Thiamin-e0	NH3-e0
L-Malate-e0##NH3-e0##Blautia_coccoides_YL58	-0.4478417267043092	-0.4478417266995694	-0.4478417266995694	-0.4478417266995694	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.4478417266895958	-0.44784172670445155	-0.44784172670445155	-0.44784172670445155	-0.44784172670445155	-0.44784172670445155	-0.44784172670445155	-0.44784172669714595	-0.44784172669714595	-0.44784172669714595	-0.44784172669714595	-0.44784172669714595	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.44784172671671607	-0.4478417266755131	-0.4478417266755131	-0.4478417266755131	-0.4478417266755131	-0.4478417266755131	-0.4478417266755131	-0.4478417266755131	-0.4478417266755131	-0.4478417209774905	-0.4478417209774905	0.5950267034856795	0.5951664394513115	L-Malate-e0	NH3-e0
L-Lactate-e0##NH3-e0##Blautia_coccoides_YL58	0.3147482014601049	0.31474820147579075	0.31474820147579075	0.31474820147579075	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820147006594	0.31474820146322546	0.31474820146322546	0.31474820146322546	0.31474820146322546	0.31474820146322546	0.31474820146322546	0.31474820145615306	0.31474820145615306	0.31474820145615306	0.31474820145615306	0.31474820145615306	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.314748201448642	0.3147482014534657	0.3147482014534657	0.3147482014534657	0.3147482014534657	0.3147482014534657	0.3147482014534657	0.3147482014534657	0.3147482014534657	0.3147481931971732	0.3147481931971732	-0.1327172370472624	-0.1327771938093234	L-Lactate-e0	NH3-e0
Folate-e0##NH3-e0##Blautia_coccoides_YL58	-8.424460431749395	-8.424460431865151	-8.424460431865151	-8.424460431865151	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431822828	-8.424460431723663	-8.424460431723663	-8.424460431723663	-8.424460431723663	-8.424460431723663	-8.424460431723663	-8.424460431757629	-8.424460431757629	-8.424460431757629	-8.424460431757629	-8.424460431757629	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431692385	-8.424460431818137	-8.424460431818137	-8.424460431818137	-8.424460431818137	-8.424460431818137	-8.424460431818137	-8.424460431818137	-8.424460431818137	-7.43884885819935	0.0	0.0	0.0	Folate-e0	NH3-e0
O2-e0##NH3-e0##Blautia_coccoides_YL58	-0.8956834537117602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	NH3-e0
Riboflavin##NH3-e0##Blautia_coccoides_YL58	-3.548561151342988	-3.5485611514885855	-3.5485611514885855	-3.5485611514885855	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.5485611513815543	-3.548561151435602	-3.548561151435602	-3.548561151435602	-3.548561151435602	-3.548561151435602	-3.548561151435602	-3.548561151481811	-3.548561151481811	-3.548561151481811	-3.548561151481811	-3.548561151481811	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992793425	-5.426258992813614	-5.426258992813614	-5.426258992813614	-5.426258992813614	-5.426258992813614	-5.426258992813614	-5.426258992813614	-5.426258992813614	-5.42625896303089	-5.42625896303089	0.0	0.0	Riboflavin	NH3-e0
PAN##NH3-e0##Blautia_coccoides_YL58	2093.8858341811156	2093.437992479292	2093.437992479292	2093.437992479292	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992448923	2093.437992444478	2093.437992444478	2093.437992444478	2093.437992444478	2093.437992444478	2093.437992444478	2093.4379924529535	2093.4379924529535	2093.4379924529535	2093.4379924529535	2093.4379924529535	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649682735	2110.130649689033	2110.130649689033	2110.130649689033	2110.130649689033	2110.130649689033	2110.130649689033	2110.130649689033	2110.130649689033	2082.760386453877	2082.760386453877	0.2790357207421597	0.0	PAN	NH3-e0
Puryvate##NH3-e0##Blautia_coccoides_YL58	-0.3435251798962556	-0.3435251798994162	-0.3435251798994162	-0.3435251798994162	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.3435251798970533	-0.343525179873908	-0.343525179873908	-0.343525179873908	-0.343525179873908	-0.343525179873908	-0.343525179873908	-0.34352517987671893	-0.34352517987671893	-0.34352517987671893	-0.34352517987671893	-0.34352517987671893	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.34352517987951114	-0.3435251798959968	-0.3435251798959968	-0.3435251798959968	-0.3435251798959968	-0.3435251798959968	-0.3435251798959968	-0.3435251798959968	-0.3435251798959968	-0.34352518572890656	-0.34352518572890656	-0.2613376503382539	-0.261326637870999	Puryvate	NH3-e0
