	0.6011	1.3148	Source	Target
bc1016##Folate##Microbe	0.0	0.0	bc1016	Folate
bc1002##L-Proline##Microbe	-0.021748387857937524	0.0	bc1002	L-Proline
bc1002##O2##Microbe	-0.7715499172654297	0.0	bc1002	O2
bc1016##Glycine##Microbe	0.0	0.0	bc1016	Glycine
bc1016##CO2##Microbe	0.0	0.0	bc1016	CO2
bc1016##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	0.0	0.0	bc1016	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1016##Deoxycytidine##Microbe	0.0	0.0	bc1016	Deoxycytidine
bc1002##L-Phenylalanine##Microbe	-0.018228721223923244	0.0	bc1002	L-Phenylalanine
bc1016##Mg##Microbe	0.0	0.0	bc1016	Mg
bc1016##Riboflavin##Microbe	0.0	0.0	bc1016	Riboflavin
bc1002##Myristic acid##Microbe	-0.00890540597156434	0.0	bc1002	Myristic acid
bc1002##Cu2+##Microbe	-0.0003310436309346525	0.0	bc1002	Cu2+
bc1016##L-Proline##Microbe	0.0	0.0	bc1016	L-Proline
bc1002##Spermidine##Microbe	-0.0003310436309353684	0.0	bc1002	Spermidine
bc1016##O2##Microbe	0.0	0.0	bc1016	O2
bc1002##L-Arginine##Microbe	-0.02910291515289199	0.0	bc1002	L-Arginine
bc1002##GTP##Microbe	-0.015973992633806458	0.0	bc1002	GTP
bc1002##D-Glucose##Microbe	-0.4355225386233552	0.0	bc1002	D-Glucose
bc1002##4-Hydroxybenzoate##Microbe	-0.00033104363093502145	0.0	bc1002	4-Hydroxybenzoate
bc1002##Nitrite##Microbe	0.001655218154630381	0.0	bc1002	Nitrite
bc1002##Deoxyguanosine##Microbe	-0.0003310436309337043	0.0	bc1002	Deoxyguanosine
bc1002##Acetate##Microbe	0.6732649582651955	0.0	bc1002	Acetate
bc1002##dATP##Microbe	-0.0011320054268325708	0.0	bc1002	dATP
bc1016##L-Phenylalanine##Microbe	0.0	0.0	bc1016	L-Phenylalanine
bc1002##L-Aspartate##Microbe	-0.023692084357317674	0.0	bc1002	L-Aspartate
O2##bc1002##Metabolite	-0.15290050085943943	0.0	O2	bc1002
bc1016##Myristic acid##Microbe	0.0	0.0	bc1016	Myristic acid
bc1016##Cu2+##Microbe	0.0	0.0	bc1016	Cu2+
bc1002##CMP##Microbe	-0.009921734555159396	0.0	bc1002	CMP
bc1016##Spermidine##Microbe	0.0	0.0	bc1016	Spermidine
bc1016##L-Arginine##Microbe	0.0	0.0	bc1016	L-Arginine
bc1016##GTP##Microbe	0.0	0.0	bc1016	GTP
bc1016##Cytidine##Microbe	0.0	0.0	bc1016	Cytidine
bc1002##D-Arabinose##Microbe	-0.008851528306673165	0.0	bc1002	D-Arabinose
bc1002##UMP##Microbe	-0.011046516950502312	0.0	bc1002	UMP
bc1002##K+##Microbe	-0.00033104363093563685	0.0	bc1002	K+
bc1002##Pyridoxal##Microbe	-0.0003310436309349584	0.0	bc1002	Pyridoxal
bc1016##D-Glucose##Microbe	0.0	0.0	bc1016	D-Glucose
bc1016##4-Hydroxybenzoate##Microbe	0.0	0.0	bc1016	4-Hydroxybenzoate
bc1002##Heme##Microbe	-0.0003310436309348704	0.0	bc1002	Heme
bc1002##TRHL##Microbe	-0.006987583293791183	0.0	bc1002	TRHL
bc1002##L-Histidine##Microbe	-0.00935075613215729	0.0	bc1002	L-Histidine
bc1016##Acetate##Microbe	0.0	0.0	bc1016	Acetate
bc1016##dATP##Microbe	0.0	0.0	bc1016	dATP
bc1002##Thiamin##Microbe	-0.0003310436309346775	0.0	bc1002	Thiamin
bc1002##L-Lysine##Microbe	-0.03367322854332746	0.0	bc1002	L-Lysine
bc1002##TTP##Microbe	-0.001132005426833142	0.0	bc1002	TTP
bc1002##fe3##Microbe	-0.0009931308928045053	0.0	bc1002	fe3
bc1016##L-Aspartate##Microbe	0.0	0.0	bc1016	L-Aspartate
