	0.0000-0.0000	0.0000-0.0007	0.0007-0.0009	0.0013-0.0017	0.0017-0.0069	0.0069-0.0111	0.0111-0.0111	0.0111-0.0185	0.0185-0.0232	0.0232-0.0242	0.0244-0.0246	0.0246-0.0415	0.0415-0.0416	0.0417-0.0562	0.0562-0.0562	0.0562-0.0563	0.0563-0.0564	0.0564-0.0564	0.0565-0.0907	0.0907-0.1180	0.1180-11.2878	11.2878-13.6805	13.6805-14.1362	14.1362-20.0000	Source	Target
Enterococcus_faecalis_KB1##Muribaculum_intestinale_YL27##PAN	-126.6890741240717	-126.68907412412125	-126.68907415364737	-126.68907409294614	-126.68907409300414	-126.68907388466991	-126.68907388802413	-126.68907385220167	-126.68907385148275	-126.68907385166321	-126.68907385125834	-126.68907385143163	-126.68907399033007	-126.68907413190222	-126.68907412989839	-126.68907413024401	-126.68907412957331	-126.68907413167408	-126.68907413315839	0.0	0	0	0	0	Enterococcus_faecalis_KB1	Muribaculum_intestinale_YL27
Enterococcus_faecalis_KB1##Muribaculum_intestinale_YL27##Fumarate-e0.O2-e0.D-Mannose-e0.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-30.02597139776461	0	0	0	0	Enterococcus_faecalis_KB1	Muribaculum_intestinale_YL27
