	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
bc1003->bc1002	bc1003	bc1002	-3.67e-14	Acetate.CO2.H+.H2O	3.67e-14	-1.0	1.9157244060668017e-07	-1.9157244060668017e-07
bc1015->bc1002	bc1015	bc1002	-3.67e-14	Acetate.CO2.H+.H2O	3.67e-14	-1.0	1.9157244060668017e-07	-1.9157244060668017e-07
bc1016->bc1002	bc1016	bc1002	-1.1099999999999998e-14	Acetate.H+.H2O	1.1099999999999998e-14	-1.0	1.0535653752852738e-07	-1.0535653752852738e-07
bc1002->bc1015	bc1002	bc1015	-3.67e-14	Acetate.CO2.H+.H2O	3.67e-14	-1.0	1.9157244060668017e-07	-1.9157244060668017e-07
bc1003->bc1015	bc1003	bc1015	-3.74e-14	Acetate.CO2.H+.H2O	3.74e-14	-1.0	1.9339079605813715e-07	-1.9339079605813715e-07
bc1016->bc1015	bc1016	bc1015	-1.1699999999999998e-14	Acetate.H+.H2O	1.1699999999999998e-14	-1.0	1.0816653826391967e-07	-1.0816653826391967e-07
bc1002->bc1003	bc1002	bc1003	-3.67e-14	Acetate.CO2.H+.H2O	3.67e-14	-1.0	1.9157244060668017e-07	-1.9157244060668017e-07
bc1015->bc1003	bc1015	bc1003	-3.74e-14	Acetate.CO2.H+.H2O	3.74e-14	-1.0	1.9339079605813715e-07	-1.9339079605813715e-07
bc1016->bc1003	bc1016	bc1003	-1.1699999999999998e-14	Acetate.H+.H2O	1.1699999999999998e-14	-1.0	1.0816653826391967e-07	-1.0816653826391967e-07
bc1002->bc1016	bc1002	bc1016	-1.1099999999999998e-14	Acetate.H+.H2O	1.1099999999999998e-14	-1.0	1.0535653752852738e-07	-1.0535653752852738e-07
bc1003->bc1016	bc1003	bc1016	-1.1699999999999998e-14	Acetate.H+.H2O	1.1699999999999998e-14	-1.0	1.0816653826391967e-07	-1.0816653826391967e-07
bc1015->bc1016	bc1015	bc1016	-1.1699999999999998e-14	Acetate.H+.H2O	1.1699999999999998e-14	-1.0	1.0816653826391967e-07	-1.0816653826391967e-07
