	0.3906	0.78125	0.7818	0.7825	1.1782	Source	Target
bc1010##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.18253995	-0.07192181	-0.07192181	-0.07192181	-1.59e-06	bc1010	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1010##Metabolite	0.18253995	0.07192181	0.07192181	0.07192181	1.59e-06	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1010
bc1010##2-Oxoglutarate##Microbe	-0.00822332	-0.00324004	-0.00324004	-0.00324004	-7e-08	bc1010	2-Oxoglutarate
2-Oxoglutarate##bc1010##Metabolite	0.00822332	0.00324004	0.00324004	0.00324004	7e-08	2-Oxoglutarate	bc1010
bc1010##4-Hydroxybenzoate##Microbe	-0.00411166	-0.00162002	-0.00162002	-0.00162002	-4e-08	bc1010	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1010##Metabolite	0.00411166	0.00162002	0.00162002	0.00162002	4e-08	4-Hydroxybenzoate	bc1010
bc1010##5-Aminolevulinate##Microbe	-0.03289327	-0.01296014	-0.01296014	-0.01296014	-2.9e-07	bc1010	5-Aminolevulinate
5-Aminolevulinate##bc1010##Metabolite	0.03289327	0.01296014	0.01296014	0.01296014	2.9e-07	5-Aminolevulinate	bc1010
bc1010##AMP##Microbe	-0.10516702	-0.04143642	-0.04143642	-0.04143642	-9.1e-07	bc1010	AMP
AMP##bc1010##Metabolite	0.10516702	0.04143642	0.04143642	0.04143642	9.1e-07	AMP	bc1010
bc1010##Acetate##Microbe	8.3977938	3.3087801	3.3087801	3.3087801	7.306e-05	bc1010	Acetate
bc1010##Adenosine##Microbe	-0.05215374	-0.02054888	-0.02054888	-0.02054888	-4.5e-07	bc1010	Adenosine
Adenosine##bc1010##Metabolite	0.05215374	0.02054888	0.02054888	0.02054888	4.5e-07	Adenosine	bc1010
bc1010##Ala-Ala##Microbe	-0.03664619	-0.01443882	-0.01443882	-0.01443882	-3.2e-07	bc1010	Ala-Ala
Ala-Ala##bc1010##Metabolite	0.03664619	0.01443882	0.01443882	0.01443882	3.2e-07	Ala-Ala	bc1010
bc1010##BET##Microbe	-0.00822332	-0.00324004	-0.00324004	-0.00324004	-7e-08	bc1010	BET
BET##bc1010##Metabolite	0.00822332	0.00324004	0.00324004	0.00324004	7e-08	BET	bc1010
bc1010##BIOT##Microbe	-0.00411166	-0.00162002	-0.00162002	-0.00162002	-4e-08	bc1010	BIOT
BIOT##bc1010##Metabolite	0.00411166	0.00162002	0.00162002	0.00162002	4e-08	BIOT	bc1010
bc1010##CMP##Microbe	-0.12323085	-0.04855368	-0.04855368	-0.04855368	-1.07e-06	bc1010	CMP
CMP##bc1010##Metabolite	0.12323085	0.04855368	0.04855368	0.04855368	1.07e-06	CMP	bc1010
bc1010##CO2##Microbe	10.63229377	4.18918622	4.18918622	4.18918622	9.25e-05	bc1010	CO2
bc1010##Ca2+##Microbe	-0.00411166	-0.00162002	-0.00162002	-0.00162002	-4e-08	bc1010	Ca2+
Ca2+##bc1010##Metabolite	0.00411166	0.00162002	0.00162002	0.00162002	4e-08	Ca2+	bc1010
bc1010##Chorismate##Microbe	-0.00822332	-0.00324004	-0.00324004	-0.00324004	-7e-08	bc1010	Chorismate
