	IntegralDiff	MaxDiff	MaxTime
1,2-Diacyl-sn-glycerol dioctadecanoyl_e0	8.20419571602884e-06	1.2485123941782549e-05	1.253960396039604
4-Hydroxybenzoate_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
5-Aminolevulinate_e0	1.4502427198714018e-06	3.0270366561584523e-06	0.8255425542554256
AMP_e0	6.842348824723641e-06	1.0400442386840936e-05	1.2640934093409342
Acetate_e0	3.92866898135834e-05	7.599587561146247e-05	0.18477847784778478
Adenine_e0	0.0	0.0	0.0
Adenosine_e0	3.756969295000457e-08	1.2530107252777313e-06	0.8253935393539354
Ala-Ala_e0	1.617136756482228e-06	3.374675519955504e-06	0.8255425542554256
Arsenate_e0	2.2093610462629178e-09	5.998064786298144e-08	0.8253935393539354
Arsenite_e0	2.209801978530754e-09	5.999612917394001e-08	0.8253935393539354
BET_e0	3.6088799684847834e-07	7.532904153246946e-07	0.8255425542554256
BIOT_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
CMP_e0	5.517735855162448e-06	8.331750329545866e-06	1.4855295529552957
CO2_e0	1.0116277687316188e-05	8.963721871121833e-05	0.18477847784778478
Ca2+_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
Cbl_e0	0.0	0.0	0.0
Chorismate_e0	3.6088799684847834e-07	7.532904153246946e-07	0.8255425542554256
Cl-_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
Co2+_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
CoA_e0	3.6088799684847834e-07	7.532904153246946e-07	0.8255425542554256
Cu2+_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
Cytosine_e0	0.0	0.0	0.0
D-Arabinose_e0	4.918702995240919e-06	1.0265769778517443e-05	0.8255425542554256
D-Glucose_e0	-0.013640006763097769	41.85119324711308	1.4606440644064407
Deoxycytidine_e0	1.065169735487784e-06	1.6305083837836993e-05	0.8253935393539354
Deoxyguanosine_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
Enterobactin_e0	0.0	0.0	0.0
Fe-enterochlin_e0	0.0	0.0	0.0
Folate_e0	5.418020783624769e-07	1.1307354004480486e-06	0.8255425542554256
Formate_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
GTP_e0	8.938023875495903e-06	1.3612737116015682e-05	1.3307030703070306
Glycerol_e0	4.068836034998933e-06	8.492444779505355e-06	0.8255425542554256
Glycine_e0	3.699728585130359e-05	5.638239764386416e-05	1.4855295529552957
H+_e0	5.939117269167388e-05	8.239093003644472e-05	1.3666156615661567
H2O_e0	9.105625864633215e-05	0.00013518814791222368	0.18462946294629462
Heme_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
K+_e0	1.8058783096472592e-07	3.763207390199899e-07	0.8255425542554256
L-Alanine_e0	3.2936405476418674e-05	5.015153087031029e-05	1.49
L-Arginine_e0	1.6830487183499387e-05	2.5625654201821343e-05	1.3637843784378438
L-Asparagine_e0	1.3566167064827753e-05	2.057934986070873e-05	1.4855295529552957
L-Aspartate_e0	1.3566167064827753e-05	2.057934986070873e-05	1.4855295529552957
L-Cysteine_e0	4.997701419408405e-06	8.57188628410894e-06	0.8250955095509551
L-Glutamate_e0	1.752424594045596e-05	2.6599903453253816e-05	1.49
L-Glutamine_e0	1.4457655729526336e-05	2.195666085026157e-05	1.275120512051205
L-Histidine_e0	5.202289470296061e-06	1.0857593301055979e-05	0.8255425542554256
L-Inositol_e0	0.0	0.0	0.0
L-Isoleucine_e0	1.647678214639238e-05	2.5079998454160908e-05	1.293896389638964
L-Lactate_e0	0.0	0.0	0.0
L-Leucine_e0	2.6612190472202066e-05	4.055357622866632e-05	1.3457535753575358
L-Lysine_e0	1.9680647644207128e-05	2.999702815965439e-05	1.3043274327432743
L-Methionine_e0	8.043167705796177e-06	1.223686278919461e-05	1.253960396039604
L-Phenylalanine_e0	1.02619285732701e-05	1.562058055912148e-05	1.4742044204420441
L-Proline_e0	1.2416994534238413e-05	1.879952882816448e-05	1.2448704870487048
L-Serine_e0	1.4451613844234807e-05	2.1949248486184573e-05	1.2864456445644565
