	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
2-Oxoglutarate	bc1008.bc1010	2	bc1008.bc1010	2	bc1008.bc1010bc1008.bc1010	4	Metabolite
4-Hydroxybenzoate	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
5-Aminolevulinate	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
AMP	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
Acetate	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
Adenosine	bc1010	1	bc1010	1	bc1010bc1010	2	Metabolite
Ala-Ala	bc1012.bc1010	2	bc1012.bc1010	2	bc1012.bc1010bc1012.bc1010	4	Metabolite
BET	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
BIOT	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
CMP	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
CO2	bc1008.bc1012.bc1010	3	bc1012.bc1010	2	bc1008.bc1012.bc1010bc1012.bc1010	5	Metabolite
Ca2+	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
Chitobiose	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
Chorismate	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010	3	bc1008.bc1012.bc1010bc1008.bc1012.bc1010	6	Metabolite
