	0.0000-0.0000	0.0000-0.0006	0.0006-0.0057	0.0058-0.0058	0.0058-0.0060	0.0060-0.0097	0.0097-0.0103	0.0110-0.0123	0.0123-0.0124	0.0124-0.0126	0.0126-0.0128	0.0128-0.0128	0.0128-0.0131	0.0131-0.0132	0.0132-0.0163	0.0164-0.0173	0.0175-0.0177	0.0177-0.0178	0.0178-0.0180	0.0181-0.0181	0.0181-0.0318	0.0333-0.0333	0.0404-0.0432	0.0457-0.0459	0.0459-0.0470	0.0528-0.1927	0.1927-0.2431	0.2555-0.2772	0.2772-1.5905	1.5905-1.6150	1.6150-1.6153	1.6153-6.0477	6.0477-6.0526	6.0526-6.0530	6.0530-6.0804	6.0804-6.1199	6.1199-6.1255	6.1255-20.0000	Source	Target
Thiamine##Inosine##Limosilactobacillus_reuteri_I49	1.0000000000014242	1.0000000000014242	1.0000000000012432	0.9999999999965995	1.0000000000048468	1.000000000000815	0.99999999999977	0.9999999999996613	0.9999999999966999	0.9999999999983762	1.000000000000926	1.000000000000194	0.9999999999970092	1.0000000000036535	1.000000000005218	0.9999999999996526	1.0000000000066394	0.9999999999976327	0.9999999999993523	-0.5882352941237241	0.6666666666659647	0.9999999999979242	0.9999999999995295	1.000000000000732	0.8975111523864624	1.000000000001479	1.000000000001479	1.000000000001479	1.000000000001479	1.000000000001479	1.000000000001479	1.0000000000014604	1.0000000000014604	1.0000000000014604	1.0000000000014604	1.0000000000014604	1.000000000008863	1.000000000001543	Thiamine	Inosine
Riboflavin##Inosine##Limosilactobacillus_reuteri_I49	1.0000000000007783	1.0000000000007783	1.0000000000007707	0.9999999999971091	1.0000000000032903	1.0000000000004265	0.99999999999949	0.999999999999431	0.999999999998039	0.9999999999988756	1.0000000000001497	0.9999999999998734	0.9999999999986101	1.0000000000012523	1.0000000000019078	0.9999999999994291	1.0000000000025249	0.9999999999985727	0.9999999999993122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Inosine
PAN##Inosine##Limosilactobacillus_reuteri_I49	-22.508390007149888	-22.508390007149888	-22.508390007132448	-22.508390005959708	-22.508390007968885	-22.508390006997246	-22.508390006845378	-22.50839000686335	-22.508390006771464	-22.508390006760337	-22.508390006744026	-22.508390006649485	-22.508390006312673	-22.50839000727248	-22.50839000749244	-22.50839000684682	-22.5083900077189	-22.508390006592357	-22.508390006810036	132.8511485398676	-23.26236143549436	-22.50839000589492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Inosine
PAN##Cytosine##Limosilactobacillus_reuteri_I49	-12.165428977254264	-12.165428977254264	-12.165428977244357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Cytosine
Spermidine-e0##H2O-e0##Turicimonas_muris_YL45	-0.9999999999835597	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-0.999999999983662	-1.9999999999879046	-5.999999999973002	-2.999999999987091	-6.499999999913055	-10.00000000006099	-10.00000000006099	-84.00000000030555	-96.0000000004479	5.999999999994304	-6.000000000112261	-6.000000000112261	-6.000000000112261	Spermidine-e0	H2O-e0
Folate##H2O-e0##Turicimonas_muris_YL45	10.499999999976037	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.499999999960982	10.999999999973904	15.999999999950914	15.999999999935696	32.99999999957857	50.000000000309555	50.000000000309555	198.0000000008895	222.00000000118862	18.000000000189086	30.000000000351744	30.000000000351744	30.000000000351744	Folate	H2O-e0
Riboflavin##H2O-e0##Turicimonas_muris_YL45	-5254.119353030627	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-5247.119353027898	-4940.401547538087	-4120.290729679714	-5015.008717669827	-8223.84006254485	-11387.18695494775	-11387.18695494775	-12211.95725149017	-12271.577342886645	-11819.696160422995	-11323.537327559952	-11323.537327559952	-11323.537327559952	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Turicimonas_muris_YL45	-127.4577549596863	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.4577549596491	-127.45775495969417	-127.45775495948754	-127.4577549584936	-127.45775496033096	-127.45775496033096	-127.45775496042879	-127.45775496044706	-127.4577549603784	-127.4577549605082	-127.4577549605082	-127.4577549605082	Riboflavin	Phosphate-e0
Spermidine-e0##L-Glutamate-e0##Turicimonas_muris_YL45	3.0000000000011875	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.000000000001205	3.0000000000009797	1.0000000000007	-2.000000000000349	4.99999999992368	-1.9999999999932259	-1.9999999999932259	8.00000000003349	8.000000000043887	-2.000000000000807	-1.9999999999918001	-1.9999999999918001	-1.9999999999918001	Spermidine-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Turicimonas_muris_YL45	-1.500000000001101	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.5000000000027072	-1.500000000002006	0.9999999999984915	1.0000000000067422	-32.99999999962758	0.9999999999714478	0.9999999999714478	-19.000000000093415	-19.000000000114255	0.9999999999857611	0.9999999999729503	0.9999999999729503	0.9999999999729503	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Turicimonas_muris_YL45	-466.2132690490574	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904877236	-467.21326904884626	-119.06135915491397	775.6566288408134	7193.319318655844	866.6255341964862	866.6255341964862	978.0809796747787	978.080979674837	933.7789029628783	933.7789029638272	933.7789029638272	933.7789029638272	Riboflavin	L-Glutamate-e0
Riboflavin##Zn2+-e0##Turicimonas_muris_YL45	-0.924111260317226	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603178004	-0.9241112603183099	-0.9241112603174698	-0.9241112603165808	-0.9241112603068162	-0.9241112603235009	-0.9241112603235009	-0.9241112603227685	-0.9241112603236435	-0.9241112603225522	-0.9241112603252728	-0.9241112603252728	-0.9241112603252728	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Turicimonas_muris_YL45	-41.26899935745356	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.26899935743845	-41.268999357435035	0.0	-894.7179879955726	-7312.380677809907	-985.6868933522668	-985.6868933522668	-1097.1423388305875	-1097.142338830653	-1070.561092803098	-1070.5610928042336	-1070.5610928042336	-1070.5610928042336	Riboflavin	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Turicimonas_muris_YL45	-2.999999999997592	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999976934	-2.9999999999983302	-0.9999999999933096	-3.9999999999981153	2.999999999933185	-3.999999999998478	-3.999999999998478	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Aspartate-e0
Folate##L-Aspartate-e0##Turicimonas_muris_YL45	10.499999999998717	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.499999999997527	10.49999999999956	7.99999999999199	7.999999999998961	-25.99999999967065	8.000000000001082	8.000000000001082	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Turicimonas_muris_YL45	-688.1171616421949	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616419338	-682.1171616421991	-1030.2690715367582	-135.55108353972705	6282.111606281886	-44.582178190995585	-44.582178190995585	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Turicimonas_muris_YL45	-0.924111260302505	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112603010994	-0.9241112602971754	-0.9241112602928588	-0.9241112603386833	-0.9241112604425362	-0.9241112603604958	-0.9241112603604958	-0.9241112603741688	-0.9241112603612085	-0.9241112603393977	-0.9241112603425491	-0.9241112603425491	-0.9241112603425491	Riboflavin	Sulfate-e0
Riboflavin##L-Arginine-e0##Turicimonas_muris_YL45	-35.57235834184439	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834182855	-35.57235834183633	-35.572358341861424	-35.572358341801085	-35.57235834155589	-35.57235834210041	-35.57235834210041	-35.572358342113965	-35.572358342114505	-35.57235834210658	-35.57235834213745	-35.57235834213745	-35.57235834213745	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Turicimonas_muris_YL45	-11.393282031194184	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.39328203118882	-11.393282031190614	-11.393282031198062	-11.393282031181357	-11.393282031099673	-11.393282031264519	-11.393282031264519	-11.393282031268397	-11.393282031270305	-11.393282031268685	-11.393282031278426	-11.393282031278426	-11.393282031278426	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Turicimonas_muris_YL45	-26.584324739475758	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739466858	-26.584324739481417	-26.58432473944186	-26.58432473925348	-26.5843247396464	-26.5843247396464	-26.584324739659603	-26.58432473966215	-26.584324739651493	-26.584324739677566	-26.584324739677566	-26.584324739677566	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Turicimonas_muris_YL45	-0.9241112603170898	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603166438	-0.9241112603171021	-0.9241112603170233	-0.924111260315658	-0.9241112603106499	-0.9241112603234143	-0.9241112603234143	-0.9241112603225002	-0.9241112603242727	-0.9241112603225221	-0.9241112603243885	-0.9241112603243885	-0.9241112603243885	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Turicimonas_muris_YL45	-75.99313011326558	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011324075	-75.99313011327638	-75.99313011335417	-75.99313011321085	3132.8382147984294	-30.50867743927377	-30.50867743927377	-30.508677439284714	-30.5086774392444	-30.508677439289244	-30.508677439334733	-30.508677439334733	-30.508677439334733	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Turicimonas_muris_YL45	-0.999999999999999	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999992	-1.0000000000000007	-0.9999999999999981	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000016	-1.000000000000002	-1.0000000000000013	-1.000000000000002	-1.000000000000002	-1.000000000000002	Spermidine-e0	Spermidine-e0
Riboflavin##fe3-e0##Turicimonas_muris_YL45	-0.9241112603272413	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.924111260329255	-0.9241112603155861	-0.9241112603307866	-0.9241112603143329	-0.9241112602932403	-0.9241112602979404	-0.9241112602979404	-0.924111260284002	-0.9241112602928963	-0.9241112602862585	-0.9241112602912127	-0.9241112602912127	-0.9241112602912127	Riboflavin	fe3-e0
Spermidine-e0##H+-e0##Turicimonas_muris_YL45	4.9999999999821165	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	4.999999999982321	5.999999999986581	13.999999999974001	1.9999999999836628	12.499999999821984	9.000000000076607	9.000000000076607	101.00000000037855	113.00000000054511	-10.999999999996747	4.00000000013274	4.00000000013274	4.00000000013274	Spermidine-e0	H+-e0
Folate##H+-e0##Turicimonas_muris_YL45	-20.499999999971585	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.499999999956934	-20.999999999969496	-30.999999999950745	-30.99999999991151	-81.99999999913395	-65.00000000037986	-65.00000000037986	-249.00000000109483	-273.00000000144286	-25.00000000022139	-40.00000000041917	-40.00000000041917	-40.00000000041917	Folate	H+-e0
Riboflavin##H+-e0##Turicimonas_muris_YL45	5574.150782366629	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5559.150782363957	5252.432976874048	3529.67334244047	7108.545294418329	16735.03932909837	13571.692437063017	13571.692437063017	14597.082535466343	14656.702626863029	14107.356875633313	13487.158334553955	13487.158334553955	13487.158334553955	Riboflavin	H+-e0
Riboflavin##Uracil-e0##Turicimonas_muris_YL45	-39.64223087760225	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.6422308775807	-39.642230877589554	-39.642230877603915	-39.642230877547085	-39.64223087724101	-39.6422308778247	-39.6422308778247	-106.51549816471224	-106.5154981646711	-79.93425213760841	-79.93425213769463	-79.93425213769463	-79.93425213769463	Riboflavin	Uracil-e0
Riboflavin##L-Methionine-e0##Turicimonas_muris_YL45	-18.98243529510348	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.98243529509042	-18.982435295091232	-18.98243529510217	-18.982435295064164	-18.98243529490442	-18.98243529520517	-18.98243529520517	-18.98243529520368	-18.982435295215495	-18.982435295217325	-18.982435295226924	-18.982435295226924	-18.982435295226924	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Turicimonas_muris_YL45	-13.013505963505642	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963497881	-13.013505963505027	-13.013505963516593	-13.01350596350124	-13.013505963441608	-6339.707290529522	-6339.707290529522	-6763.237983348767	-6793.048029047073	-6544.956399459366	-6172.837274809717	-6172.837274809717	-6172.837274809717	Riboflavin	L-Cysteine-e0
Spermidine-e0##L-Serine-e0##Turicimonas_muris_YL45	-0.9999999999768111	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-0.9999999999770622	-1.999999999982675	-9.999999999963013	-6.999999999982903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Serine-e0
Pyruvate-e0##L-Serine-e0##Turicimonas_muris_YL45	0.9999999999908331	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.99999999999042	0.9999999999916951	0.9999999999932473	0.9999999999929174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pyruvate-e0	L-Serine-e0
Folate##L-Serine-e0##Turicimonas_muris_YL45	23.499999999967986	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.499999999947477	23.999999999964917	33.99999999993495	33.999999999917506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Serine-e0
Riboflavin##L-Serine-e0##Turicimonas_muris_YL45	-7444.948477066352	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7428.615143729257	-7121.897338240023	-5522.944701879596	-6417.662689867628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Serine-e0
Spermidine-e0##NH3-e0##Turicimonas_muris_YL45	3.9999999999755227	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	3.999999999975754	4.999999999981798	12.999999999960933	9.999999999981982	-0.4999999999696575	10.000000000035627	10.000000000035627	48.000000000182744	54.00000000026263	-5.999999999999878	3.000000000063526	3.000000000063526	3.000000000063526	Spermidine-e0	NH3-e0
Pyruvate-e0##NH3-e0##Turicimonas_muris_YL45	-0.9999999999902703	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999898317	-0.9999999999911724	-0.9999999999927948	-0.9999999999925222	0.4999999999928241	-0.9999999999998397	-0.9999999999998397	-1.0000000000011282	-1.0000000000004083	-1.000000000000225	-1.0000000000009026	-1.0000000000009026	-1.0000000000009026	Pyruvate-e0	NH3-e0
