	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
bc1003->bc1015	bc1003	bc1015	-0.15102705137978845	D-Glucose.O2	0.15102705137978845	-1.0	0.38862199034510186	-0.38862199034510186
bc1008->bc1015	bc1008	bc1015	-3.0415027240468806	O2.D-Glucose	3.0415027240468806	-1.0	1.7439904598497322	-1.7439904598497322
bc1016->bc1015	bc1016	bc1015	-3.0415027242950576	D-Glucose.O2	3.0415027242950576	-1.0	1.7439904599208844	-1.7439904599208844
bc1003->bc1008	bc1003	bc1008	-0.03154753397618745	D-Glucose	0.03154753397618745	-1.0	0.17761625481973053	-0.17761625481973053
bc1015->bc1008	bc1015	bc1008	-0.05745328811844513	D-Glucose	0.05745328811844513	-1.0	0.2396941553698069	-0.2396941553698069
bc1016->bc1008	bc1016	bc1008	-0.05745328811845306	D-Glucose	0.05745328811845306	-1.0	0.23969415536982344	-0.23969415536982344
bc1008->bc1003	bc1008	bc1003	-0.003429276312228097	O2	0.003429276312228097	-1.0	0.05856002315768068	-0.05856002315768068
bc1015->bc1003	bc1015	bc1003	-0.1529763304673917	O2	0.1529763304673917	-1.0	0.3911218869705347	-0.3911218869705347
bc1016->bc1003	bc1016	bc1003	-0.0034292762875456568	O2	0.0034292762875456568	-1.0	0.05856002294693588	-0.05856002294693588
bc1003->bc1016	bc1003	bc1016	-0.031547533749478725	D-Glucose	0.031547533749478725	-1.0	0.1776162541815324	-0.1776162541815324
bc1008->bc1016	bc1008	bc1016	-0.057453287705578414	D-Glucose	0.057453287705578414	-1.0	0.2396941545085704	-0.2396941545085704
bc1015->bc1016	bc1015	bc1016	-0.057453287705570955	D-Glucose	0.057453287705570955	-1.0	0.23969415450855483	-0.23969415450855483
