	0.0000-0.0006	0.0006-0.0020	0.0020-0.0022	0.0022-0.0057	0.0057-0.0080	0.0084-0.0085	0.0086-0.0094	0.0098-0.0111	0.0111-0.0116	0.0119-0.0119	0.0119-0.0120	0.0120-0.0120	0.0121-0.0124	0.0125-0.0125	0.0125-0.0152	0.0152-0.0153	0.0153-0.0154	0.0257-0.0257	0.0257-0.0484	0.0484-0.0485	0.0485-0.0485	0.0510-0.0511	0.0511-0.0512	0.0512-0.1668	0.1668-0.2756	0.2756-0.2758	0.2758-0.2758	0.2758-0.2773	0.2773-0.3754	0.3754-0.3835	0.3835-0.4900	0.4900-0.5254	0.5254-10.3682	10.3682-10.3684	10.3684-10.4667	10.4667-10.4667	10.4668-20.0000	Source	Target
Riboflavin##L-Histidine-e0##Flavonifractor_plautii_YL31	-11.393282031189598	-11.393282031189598	-11.393282031258654	-11.393282031258654	-11.393282031258654	-11.39328203127189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Flavonifractor_plautii_YL31	-26.584324739440067	-26.584324739440067	-26.584324739596884	-26.584324739596884	-26.584324739596884	-26.58432473962776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Flavonifractor_plautii_YL31	-0.9241112603190819	-0.9241112603190819	-0.9241112603199099	-0.9241112603199099	-0.9241112603199099	-0.9241112603203772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Co2+-e0
Riboflavin##L-Valine-e0##Flavonifractor_plautii_YL31	-50.889993072637765	-50.889993072637765	-50.88999307295059	-50.88999307295059	-50.88999307295059	-50.88999307300992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Valine-e0
Riboflavin##L-Threonine-e0##Flavonifractor_plautii_YL31	-37.09933646743834	-37.09933646743834	-37.09933646766697	-37.09933646766697	-37.09933646766697	-37.099336467715005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Flavonifractor_plautii_YL31	-1.0000000000000004	-1.0000000000000004	-1.0	-1.0	-1.0	-1.0000000000000007	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999973	-0.9999999999999998	-1.0	-0.9999999999999994	-1.000000000000001	-0.9999999999999997	-0.999999999999999	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999999	Spermidine-e0	Spermidine-e0
Riboflavin##L-Isoleucine-e0##Flavonifractor_plautii_YL31	-34.93939822897944	-34.93939822897944	-34.93939822918638	-34.93939822918638	-34.93939822918638	-34.93939822922835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Isoleucine-e0
Riboflavin##fe3-e0##Flavonifractor_plautii_YL31	-0.9241112603171603	-0.9241112603171603	-0.9241112603238087	-0.9241112603238087	-0.9241112603238087	-0.9241112603249814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	fe3-e0
Putrescine-e0##H+-e0##Flavonifractor_plautii_YL31	1.0882352941186721	1.0882352941186721	0.9999999999997788	0.9999999999997788	0.9999999999997788	0.9999999999996354	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000006142	1.0000000000003286	1.0000000000005227	0.9999999999998126	3.0000000000252713	1.0000000000014544	0.9999999999998708	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.0000000000012448	1.000000000000374	1.0000000000012341	0.9999999999997096	1.0000000000000817	Putrescine-e0	H+-e0
Spermidine-e0##H+-e0##Flavonifractor_plautii_YL31	0.7647058823533582	0.7647058823533582	5.00000000000324	5.00000000000324	5.00000000000324	3.5000000000051017	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	3.5000000000008527	2.999999999999673	3.333333333333698	3.3333333333324617	4.000000000011127	4.000000000000611	2.000000000000874	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000003155	4.000000000001975	4.0000000000072475	4.000000000000199	4.000000000001435	Spermidine-e0	H+-e0
Folate-e0##H+-e0##Flavonifractor_plautii_YL31	-6.617647058823698	-6.617647058823698	9.000000000011596	9.000000000011596	9.000000000011596	-1.4999999999851923	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-319.21026515257836	-177.92486773891142	-262.7145942470088	-262.7145942473144	1377.311405219647	-450.79757578227145	28.767354405485094	-404.7646078213802	-404.7646078213802	-404.7646078213802	-404.7646078213802	-404.7646078213802	-404.7646078213802	-404.7646078213802	-404.7646078213802	-404.7646078213802	-404.7646078213802	-138.3266747903508	-404.76460782300273	75.13306630246097	-59.17229342793871	Folate-e0	H+-e0
Riboflavin##H+-e0##Flavonifractor_plautii_YL31	1974.9995659919878	1974.9995659919878	-211.70090893638553	-211.70090893638553	-211.70090893638553	-476.5653977302427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H+-e0
Puryvate##H+-e0##Flavonifractor_plautii_YL31	-0.9411764705869946	-0.9411764705869946	4.000000000003439	4.000000000003439	4.000000000003439	-0.4999999999968523	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	-0.5000000000002851	0.0	-0.33333333333301596	-0.33333333333285164	-1.000000000010938	0.0	-0.9999999999998069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Puryvate	H+-e0
Folate-e0##Uracil-e0##Flavonifractor_plautii_YL31	1.0000000000002112	1.0000000000002112	1.0000000000015732	1.0000000000015732	1.0000000000015732	1.0000000000014106	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	-27.70773422072421	113.5776631922839	-13.606926569337613	-13.606926569354908	-2473.645925775806	-26.42815391838671	-26.428153918354738	-26.42815391843635	-26.42815391843635	-26.42815391843635	-26.42815391843635	-26.42815391843635	-26.42815391843635	-26.42815391843635	-26.42815391843635	-26.42815391843635	-26.42815391843635	-6.63134698223444	-26.428153918549448	-0.2527105543574321	-0.32701798128915993	Folate-e0	Uracil-e0
Riboflavin##Uracil-e0##Flavonifractor_plautii_YL31	-43.06160133095803	-43.06160133095803	-43.06160133114915	-43.06160133114915	-43.06160133114915	-43.06160133119982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Uracil-e0
Putrescine-e0##XAN-e0##Flavonifractor_plautii_YL31	0.05882352941260043	0.05882352941260043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	XAN-e0
Spermidine-e0##XAN-e0##Flavonifractor_plautii_YL31	-1.82352941176453	-1.82352941176453	0.9999999999989808	0.9999999999989808	0.9999999999989808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	XAN-e0
Folate-e0##XAN-e0##Flavonifractor_plautii_YL31	-2.4117647058827494	-2.4117647058827494	7.99999999999623	7.99999999999623	7.99999999999623	1.0000000000016076	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707608682	-37.38985707601348	-37.38985707606109	-37.38985707610617	-37.38985707669401	-37.38985707602101	-37.389857075975364	-37.38985707609011	-37.38985707609011	-37.38985707609011	-37.38985707609011	-37.38985707609011	-37.38985707609011	-37.38985707609011	-37.38985707609011	-37.38985707609011	-37.38985707609011	-10.212714693068882	-37.38985707624428	6.30879260992689	-3.712996695335007	Folate-e0	XAN-e0
Riboflavin##XAN-e0##Flavonifractor_plautii_YL31	1576.7918568652542	1576.7918568652542	118.99154024792894	118.99154024792894	118.99154024792894	-57.58478561429141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	XAN-e0
Puryvate##XAN-e0##Flavonifractor_plautii_YL31	-0.29411764705784416	-0.29411764705784416	2.999999999998875	2.999999999998875	2.999999999998875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Puryvate	XAN-e0
Spermidine-e0##L-Methionine-e0##Flavonifractor_plautii_YL31	1.0000000000000029	1.0000000000000029	1.0000000000002127	1.0000000000002127	1.0000000000002127	1.0000000000001878	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	1.000000000000015	0.9999999999999559	0.999999999999998	0.9999999999999386	0.9999999999999022	0.9999999999999981	0.9999999999998914	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.0000000000000824	1.000000000000041	1.0000000000002385	1.0000000000000322	1.00000000000004	Spermidine-e0	L-Methionine-e0
Riboflavin##L-Methionine-e0##Flavonifractor_plautii_YL31	-19.48243529504251	-19.48243529504251	-19.482435295151173	-19.482435295151173	-19.482435295151173	-19.482435295170802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Flavonifractor_plautii_YL31	-13.0135059634927	-13.0135059634927	-13.013505963533722	-13.013505963533722	-13.013505963533722	-13.013505963549369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Cysteine-e0
Riboflavin##L-Tyrosine-e0##Flavonifractor_plautii_YL31	-17.08355495651007	-17.08355495651007	-17.083554956627314	-17.083554956627314	-17.083554956627314	-17.08355495665026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Tyrosine-e0
Putrescine-e0##Inosine-e0##Flavonifractor_plautii_YL31	-0.05882352941262759	-0.05882352941262759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	Inosine-e0
Spermidine-e0##Inosine-e0##Flavonifractor_plautii_YL31	1.82352941176457	1.82352941176457	-0.999999999998377	-0.999999999998377	-0.999999999998377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Inosine-e0
Folate-e0##Inosine-e0##Flavonifractor_plautii_YL31	3.411764705882814	3.411764705882814	-6.999999999994071	-6.999999999994071	-6.999999999994071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Inosine-e0
Riboflavin##Inosine-e0##Flavonifractor_plautii_YL31	-1634.3766424791888	-1634.3766424791888	-176.5763258621569	-176.5763258621569	-176.5763258621569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Inosine-e0
Puryvate##Inosine-e0##Flavonifractor_plautii_YL31	0.2941176470578162	0.2941176470578162	-2.999999999998238	-2.999999999998238	-2.999999999998238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Puryvate	Inosine-e0
Putrescine-e0##Acetate-e0##Flavonifractor_plautii_YL31	0.05882352941255685	0.05882352941255685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.000000000000722	-2.0000000000298184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	Acetate-e0
Spermidine-e0##Acetate-e0##Flavonifractor_plautii_YL31	-0.8235294117645329	-0.8235294117645329	1.9999999999996947	1.9999999999996947	1.9999999999996947	1.0000000000011187	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	1.0000000000002753	0.9999999999999669	0.6666666666668775	0.3333333333295961	0.0	2.000000000000333	0.0	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000025455	2.0000000000015046	2.0000000000060854	2.0000000000000338	2.0000000000010485	Spermidine-e0	Acetate-e0
Folate-e0##Acetate-e0##Flavonifractor_plautii_YL31	-3.4117647058828	-3.4117647058828	6.999999999998798	6.999999999998798	6.999999999998798	0.0	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.3216624815374	-63.32166248140741	21.468064026359333	-812.6457433477982	-1632.658743095739	-394.44116139406634	85.12376879360143	-348.40819343307606	-348.40819343307606	-348.40819343307606	-348.40819343307606	-348.40819343307606	-348.40819343307606	-348.40819343307606	-348.40819343307606	-348.40819343307606	-348.40819343307606	-114.51742062061207	-348.4081934344367	67.60984728592393	-39.266471108922254	Folate-e0	Acetate-e0
Riboflavin##Acetate-e0##Flavonifractor_plautii_YL31	1539.3941487573973	1539.3941487573973	81.59383213970375	81.59383213970375	81.59383213970375	-94.98249372256471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Acetate-e0
Puryvate##Acetate-e0##Flavonifractor_plautii_YL31	-0.2941176470578677	-0.2941176470578677	2.9999999999996816	2.9999999999996816	2.9999999999996816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333459	0.6666666666681074	1.0000000000129727	1.0000000000006775	0.0	1.000000000001706	1.000000000001706	1.000000000001706	1.000000000001706	1.000000000001706	1.000000000001706	1.000000000001706	1.000000000001706	1.000000000001706	1.000000000001706	1.0000000000006497	1.0000000000021587	0.9999999999999517	1.0000000000003404	Puryvate	Acetate-e0
Riboflavin##L-Asparagine-e0##Flavonifractor_plautii_YL31	-28.98957316823388	-28.98957316823388	-28.989573168427775	-28.989573168427775	-28.989573168427775	-28.989573168460097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Flavonifractor_plautii_YL31	-0.9241112603160422	-0.9241112603160422	-0.9241112603211757	-0.9241112603211757	-0.9241112603211757	-0.9241112603222922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Ca2+-e0
Riboflavin##Cytosine-e0##Flavonifractor_plautii_YL31	-19.23184102352835	-19.23184102352835	-19.231841023649515	-19.231841023649515	-19.231841023649515	-19.231841023672413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Cytosine-e0
Riboflavin##Cu2+-e0##Flavonifractor_plautii_YL31	-0.9241112603167602	-0.9241112603167602	-0.9241112603224362	-0.9241112603224362	-0.9241112603224362	-0.9241112603234759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Cu2+-e0
Riboflavin##Fe2+-e0##Flavonifractor_plautii_YL31	-1.924111260293192	-1.924111260293192	-1.924111260352779	-1.924111260352779	-1.924111260352779	-1.9241112603479953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Fe2+-e0
Riboflavin##Fumarate-e0##Flavonifractor_plautii_YL31	25.591089365155117	25.591089365155117	25.59108936523265	25.59108936523265	25.59108936523265	25.59108936524933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Fumarate-e0
Folate-e0##Glycine-e0##Flavonifractor_plautii_YL31	-0.9999999999999433	-0.9999999999999433	-0.9999999999971901	-0.9999999999971901	-0.9999999999971901	-0.9999999999980047	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796167294	-46.03296796158727	-46.03296796163466	-46.03296796168644	-46.03296796229263	-46.03296796159138	433.5319622256126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Glycine-e0
Riboflavin##Glycine-e0##Flavonifractor_plautii_YL31	-67.54945194223652	-67.54945194223652	-67.54945194262392	-67.54945194262392	-67.54945194262392	-67.54945194268998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Glycine-e0
Riboflavin##K+-e0##Flavonifractor_plautii_YL31	-0.9241112603166641	-0.9241112603166641	-0.9241112603242637	-0.9241112603242637	-0.9241112603242637	-0.9241112603254189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	K+-e0
Riboflavin##Succinate-e0##Flavonifractor_plautii_YL31	36.32516386066508	36.32516386066508	36.32516386102068	36.32516386102068	36.32516386102068	124.61332679224145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Succinate-e0
Putrescine-e0##Butyrate-e0##Flavonifractor_plautii_YL31	0.029411764706187983	0.029411764706187983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000112717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	Butyrate-e0
Spermidine-e0##Butyrate-e0##Flavonifractor_plautii_YL31	-0.4117647058822707	-0.4117647058822707	1.0000000000016736	1.0000000000016736	1.0000000000016736	0.5000000000022099	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.5000000000001276	0.49999999999937544	0.6666666666665523	0.6666666666656199	1.000000000004711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Butyrate-e0
Folate-e0##Butyrate-e0##Flavonifractor_plautii_YL31	-1.2058823529412395	-1.2058823529412395	4.000000000006354	4.000000000006354	4.000000000006354	0.5000000000066434	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563092187	-158.50934563061492	-200.9042088847212	-200.904208884985	619.1087908473637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2167148378901018	0.0	-1.6247121016067076	0.861056213692713	Folate-e0	Butyrate-e0
Riboflavin##Butyrate-e0##Flavonifractor_plautii_YL31	578.674302794093	578.674302794093	-150.2258555157075	-150.2258555157075	-150.2258555157075	-238.51401844704066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Butyrate-e0
Puryvate##Butyrate-e0##Flavonifractor_plautii_YL31	0.35294117647093887	0.35294117647093887	2.0000000000018727	2.0000000000018727	2.0000000000018727	0.5000000000014188	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.49999999999981504	0.5000000000001726	0.333333333333525	0.33333333333366366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Puryvate	Butyrate-e0
Riboflavin##Cl--e0##Flavonifractor_plautii_YL31	-0.9241112603156585	-0.9241112603156585	-0.9241112603238953	-0.9241112603238953	-0.9241112603238953	-0.9241112603252427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Cl--e0
Riboflavin##Mg-e0##Flavonifractor_plautii_YL31	-0.9241112603189859	-0.9241112603189859	-0.9241112603250238	-0.9241112603250238	-0.9241112603250238	-0.9241112603247853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Mg-e0
Riboflavin##L-Serine-e0##Flavonifractor_plautii_YL31	-35.5328652364224	-35.5328652364224	-35.53286523667936	-35.53286523667936	-35.53286523667936	-35.53286523673262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Serine-e0
