	0.0000-0.2601	0.2601-0.2687	0.2687-0.2722	0.2722-0.2733	0.2733-0.3685	0.3762-1.2105	1.2105-2.0000	Source	Target
bc1010##L-Arginine##Microbe	-0.037628535548724126	-0.037628535548724126	-0.037628535548724126	-0.037628535548724126	-0.037628535548724126	-0.0665353245145314	-0.0665353245145314	bc1010	L-Arginine
bc1008##L-Arginine##Microbe	-0.014173543632566598	-0.014173543632566598	-0.014173543632566598	-0.014173543632566598	-0.014173543632566598	-0.014173543632566598	-0.014173543632566598	bc1008	L-Arginine
bc1010##GTP##Microbe	-0.02065353063493762	-0.02065353063493762	-0.02065353063493762	-0.02065353063493762	-0.02065353063493762	-0.036519873631197027	-0.036519873631197027	bc1010	GTP
bc1008##GTP##Microbe	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	bc1008	GTP
bc1008##Cytidine##Microbe	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	bc1008	Cytidine
bc1010##D-Glucose##Microbe	-0.5655422262276018	-0.5655422262276018	-0.5655422262276018	-0.5655422262276018	-0.5655422262276018	-1.0000000000000004	-1.0000000000000004	bc1010	D-Glucose
bc1008##D-Glucose##Microbe	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	bc1008	D-Glucose
bc1012##NADP##Microbe	-0.0010494563665986714	-0.004393958225435184	-0.004393958225618617	-0.004393958226639804	-0.0008537466893924293	-0.0009622965091585063	-0.0009622965091585063	bc1012	NADP
bc1010##4-Hydroxybenzoate##Microbe	-0.0004280219685686679	-0.0004280219685686679	-0.0004280219685686679	-0.0004280219685686679	-0.0004280219685686679	-0.0007568346777989839	-0.0007568346777989839	bc1010	4-Hydroxybenzoate
bc1008##4-Hydroxybenzoate##Microbe	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	bc1008	4-Hydroxybenzoate
bc1010##Deoxyguanosine##Microbe	-0.0004280219685678887	-0.0004280219685678887	-0.0004280219685678887	-0.0004280219685678887	-0.0004280219685678887	-0.0007568346777975913	-0.0007568346777975913	bc1010	Deoxyguanosine
bc1010##Acetate##Microbe	0.8742067936044142	0.8742067936044142	0.8742067936044142	0.8742067936044142	0.8742067936044142	1.545785182895604	1.545785182895604	bc1010	Acetate
bc1008##Acetate##Microbe	1.4964829358244556	1.4964829358244556	1.4964829358244556	1.4964829358244556	1.4964829358244556	1.4964829358244556	1.4964829358244556	bc1008	Acetate
bc1010##dATP##Microbe	-0.0016597768706660288	-0.0016597768706660288	-0.0016597768706660288	-0.0016597768706660288	-0.0016597768706660288	-0.0029348416328475297	-0.0029348416328475297	bc1010	dATP
bc1008##dATP##Microbe	-0.0012276996317108063	-0.0012276996317108063	-0.0012276996317108063	-0.0012276996317108063	-0.0012276996317108063	-0.0012276996317108063	-0.0012276996317108063	bc1008	dATP
bc1012##H+##Microbe	1.2308617334925236	0.37314771955308235	0.37314771955584547	0.37314771955382664	1.683902377475996	1.6437120723402427	1.6437120723402427	bc1012	H+
bc1010##L-Aspartate##Microbe	-0.030632616484611856	-0.030632616484611856	-0.030632616484611856	-0.030632616484611856	-0.030632616484611856	-0.054165038548835406	-0.054165038548835406	bc1010	L-Aspartate
bc1012##BIOT##Microbe	-0.0005247281833031512	-0.0021969791128011035	-0.00219697911279226	-0.002196979112697041	-0.0004268733447001112	-0.000481148254588451	-0.000481148254588451	bc1012	BIOT
bc1008##L-Aspartate##Microbe	-0.01153839021351597	-0.01153839021351597	-0.01153839021351597	-0.01153839021351597	-0.01153839021351597	-0.01153839021351597	-0.01153839021351597	bc1008	L-Aspartate
bc1012##Fumarate##Microbe	-0.9999999999999988	-0.9999999999999718	-1.0000000000000109	-1.0000000000001232	-1.8056998620444613	-0.000962296509137233	-0.000962296509137233	bc1012	Fumarate
bc1012##CoA##Microbe	-0.001049456366596137	-0.00439395822557025	-0.004393958225447161	-0.004393958225451706	-0.0008537466893933154	-0.0009622965091684012	-0.0009622965091684012	bc1012	CoA
bc1010##CMP##Microbe	-0.012828279897476449	-0.012828279897476449	-0.012828279897476449	-0.012828279897476449	-0.012828279897476449	-0.02268315132372412	-0.02268315132372412	bc1010	CMP
bc1012##L-Glutamine##Microbe	-0.039918187296889264	-0.16713305384089816	-0.16713305384050048	-0.16713305383853316	-0.03247397541815216	-0.036602886514150945	-0.036602886514150945	bc1012	L-Glutamine
bc1008##CMP##Microbe	-0.001367936570498446	-0.001367936570498446	-0.001367936570498446	-0.001367936570498446	-0.001367936570498446	-0.001367936570498446	-0.001367936570498446	bc1008	CMP
