	0.0000-0.0000	0.0000-0.0020	0.0067-0.0071	0.0078-0.0078	0.0078-0.0083	0.0083-0.0084	0.0084-0.0085	0.0085-0.0252	0.0253-0.0410	0.0410-0.0410	0.0410-0.0645	0.0672-0.0737	0.0737-0.0738	0.0846-0.0870	0.0870-0.1291	0.1291-0.1309	0.1411-0.1441	0.1441-0.1447	0.1447-0.1448	0.1448-0.1540	0.1540-0.1542	0.1542-0.2029	0.2029-0.2314	0.2328-0.2328	0.2328-0.3177	0.3177-0.3426	0.3426-0.3427	0.3458-0.3459	0.3459-0.3834	0.3834-0.4375	0.4375-0.4418	0.4421-0.5090	0.5090-0.5090	0.5090-0.5557	0.5557-0.5557	0.5557-0.5563	0.5563-0.5570	0.6530-0.6545	0.6545-0.6673	0.6673-0.7092	0.7092-0.7502	0.7502-0.7508	0.7508-0.7552	0.7552-0.7552	0.7552-0.7553	0.7553-0.7820	0.7911-0.7912	0.7912-0.7913	0.7913-0.7913	0.7996-0.7998	0.8126-0.8385	0.8385-0.8385	0.8385-0.8391	0.8391-0.8431	0.8431-0.8431	0.8431-0.8437	0.8443-0.8444	0.8444-0.8725	0.8725-0.8725	0.8728-0.8738	0.8739-0.8739	0.8739-0.8748	0.8748-0.9003	0.9003-0.9741	0.9741-1.0534	1.0534-1.0589	1.0840-1.0840	1.0840-1.0842	1.0842-1.2900	1.2900-1.3024	1.3024-1.3024	1.3024-2.4061	2.4061-3.5306	3.5308-3.6619	3.6619-6.9190	6.9192-6.9193	6.9196-9.0336	9.0336-9.5366	9.5366-20.0000	Source	Target
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.9241112603170109	-0.9241112603173445	-0.9241112603242453	-0.9241112603242453	-0.9241112603242453	-0.9241112603242453	-0.92411126032486	-0.9241112603249405	-0.9241112603259414	-0.9241112603186619	-0.9241112603210115	-0.9241112603210115	-0.9241112603095454	-0.9241112603196708	-0.924111260319844	-0.924111260319844	-0.9241112603229908	-0.92411126032491	-0.924111260332558	-0.9241112603276774	-0.9241112603276574	-0.9241112603277707	-0.9241112603277707	-0.9241112603267254	-0.9241112603278312	-0.9241112603278312	-0.9241112603278312	-0.9241112603278312	-0.9241112603278312	-0.924111260329068	-0.9241112603252042	-0.9241112603276064	-0.9241112603276064	-0.9241112603276064	-0.9241112603276064	-0.9241112603276064	-0.9241112603276064	-0.9241112603276064	-0.9241112603276064	-0.9241112603268422	-0.924111260322488	-0.9241112603290706	-0.9241112603290453	-0.9241112603291852	-0.9241112603268044	-0.9241112603291615	-0.9241112603266156	-0.9241112603282022	-0.9241112603275861	-0.9241112603284927	-0.9241112603284927	-0.9241112603284927	-0.9241112603284927	-0.9241112603284927	-0.9241112603284927	-0.9241112603284927	-0.9241112603284927	-0.9241112603284927	-0.9241112603231179	-0.9241112603264185	-0.9241112603260347	-0.9241112603274022	-0.9241112603240905	-0.9241112603238867	-0.9241112603238867	-0.9241112603197266	-0.9241112603221573	-0.9241112603202489	-0.9241112603126137	-0.9241112603205939	-0.9241112603232248	-0.9241112603214117	-0.9241112603214117	-0.924111260322241	-0.924111260322473	-0.9241112603265065	-0.9241112603237279	-0.9241112603237442	-0.9241112603237442	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603168967	-0.924111260317073	-0.9241112603238157	-0.9241112603238157	-0.9241112603238157	-0.9241112603238157	-0.9241112603244273	-0.9241112603257942	-0.9241112603256624	-0.924111260319557	-0.9241112603214579	-0.9241112603214579	-0.9241112603088861	-0.9241112603199511	-0.9241112603194839	-0.9241112603194839	-0.9241112603235689	-0.9241112603268843	-0.9241112603346333	-0.9241112603285784	-0.924111260328255	-0.9241112603299633	-0.9241112603299633	-0.9241112603281754	-0.9241112603275723	-0.9241112603275723	-0.9241112603275723	-0.9241112603275723	-0.9241112603275723	-0.9241112603287079	-0.9241112603263232	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603289071	-0.924111260323624	-0.9241112603305471	-0.9241112603284284	-0.9241112603315221	-0.9241112603288292	-0.9241112603307365	-0.9241112603252499	-0.9241112603266518	-0.9241112603259823	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.9241112603251465	-0.9241112603280379	-0.9241112603256414	-0.9241112603292919	-0.9241112603257512	-0.9241112603241478	-0.9241112603241478	-0.9241112603195502	-0.924111260321872	-0.9241112603204512	-0.9241112603132653	-0.9241112603206707	-0.9241112603250401	-0.9241112603238084	-0.9241112603238084	-0.924111260322545	-0.9241112603247472	-0.9241112603285997	-0.9241112603238425	-0.924111260325565	-0.924111260325565	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295036982	-18.482435295045033	-18.482435295166738	-18.482435295166738	-18.482435295166738	-18.482435295166738	-18.482435295175073	-18.48243529517653	-18.4824352951979	-18.48243529504008	-18.482435295097144	-18.482435295097144	-18.48243529481514	-18.482435295061943	-18.4824352950652	-18.4824352950652	-18.48243529512861	-19.482435295177478	-19.48243529534215	-19.482435295244354	-19.482435295243196	-19.482435295247065	-19.482435295247065	-19.482435295223443	-19.482435295248987	-19.482435295248987	-19.482435295248987	-19.482435295248987	-19.482435295248987	-19.482435295276886	-19.48243529518672	-19.48243529524567	-19.48243529524567	-19.48243529524567	-19.48243529524567	-19.48243529524567	-19.48243529524567	-19.48243529524567	-19.48243529524567	-19.482435295229934	-19.48243529513362	-19.482435295274644	-19.482435295274648	-19.482435295279846	-19.482435295228537	-19.48243529527621	-19.482435295222103	-19.48243529525864	-19.482435295244947	-19.482435295266036	-19.482435295266036	-19.482435295266036	-19.482435295266036	-19.482435295266036	-19.482435295266036	-19.482435295266036	-19.482435295266036	-19.482435295266036	-19.482435295140395	-19.482435295204063	-19.48243529519354	-19.48243529521134	-19.482435295170916	-19.482435295168216	-19.482435295168216	-19.482435295086393	-19.48243529511082	-19.482435295074684	-19.482435294912992	-19.48243529506961	-19.482435295146143	-19.482435295098803	-19.482435295098803	-19.48243529511771	-19.48243529511868	-1079.5368077398275	-18.482435295157426	-18.48243529516879	-18.48243529516879	Flavonifractor_plautii_YL31	L-Methionine-e0
Akkermansia_muciniphilaYL44##L-Asparagine-e0##Microbe	-28.989573168290903	-28.989573168273548	-28.98957316817694	-28.98957316862809	-28.989573167391757	-28.989573168342364	-28.989573168342364	-28.989573168342364	-28.989573168342364	-28.989573168342364	-28.989573168342364	-28.989573168289144	-28.989573168289144	-28.989573168289144	-28.989573168289144	-28.989573168400884	-28.989573168476063	-28.989573168476063	-28.989573168476063	-28.989573168476063	-28.989573168476063	-28.989573168476063	-28.98957316843583	-28.98957316843583	-28.98957316843583	-28.989573168459923	-28.98957316845865	-28.989573168447563	-28.98957316844805	-28.98957316844805	-28.98957316844805	-28.98957316844805	-28.989573168529954	-28.989573168452843	-28.989573168413635	-28.989573168439687	-28.98957316844041	-28.989573168470173	-28.98957316842198	-28.98957316842198	-28.98957316842198	-28.98957316842198	-28.98957316842198	-28.98957316842198	-28.98957316842198	-28.98957316842198	-28.98957316837745	-28.98957316837745	-28.98957316837745	-28.989573168383245	-28.98957316856814	-28.98957316850831	-28.98957316857245	-28.989573168560014	-28.98957316840965	-28.98957316842493	-28.989573168446466	-28.989573168433942	-28.989573168433942	-28.989573168433942	-28.989573168433942	-28.989573168433942	-28.989573168433942	-28.989573168433942	-28.989573168439986	-28.989573168439986	-28.989573168439986	-28.989573168439986	-28.989573168439986	-28.989573168439986	-28.989573168439986	-28.989573168439986	-28.989573168440742	-28.989573168440742	-28.989573168440742	-28.989573168440742	-28.989573168440742	-28.989573168440742	-28.98957316844198	Akkermansia_muciniphilaYL44	L-Asparagine-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe	3.0758887397169885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##Mn2+-e0##Microbe	-0.9241112603184295	-0.9241112603179015	-0.9241112603150482	-0.9241112603296595	-0.9241112602910471	-0.9241112603202543	-0.9241112603202543	-0.9241112603202543	-0.9241112603202543	-0.9241112603202543	-0.9241112603202543	-0.9241112603185379	-0.9241112603185379	-0.9241112603185379	-0.9241112603185379	-0.9241112603221506	-0.9241112603244086	-0.9241112603244086	-0.9241112603244086	-0.9241112603244086	-0.9241112603244086	-0.9241112603244086	-0.9241112603232848	-0.9241112603232848	-0.9241112603232848	-0.9241112603239814	-0.9241112603237505	-0.9241112603236465	-0.9241112603236578	-0.9241112603236578	-0.9241112603236578	-0.9241112603236578	-0.9241112603231227	-0.9241112603226473	-0.9241112603220923	-0.9241112603229484	-0.9241112603229694	-0.9241112603235232	-0.9241112603220957	-0.9241112603220957	-0.9241112603220957	-0.9241112603220957	-0.9241112603220957	-0.9241112603220957	-0.9241112603220957	-0.9241112603220957	-0.924111260320787	-0.924111260320787	-0.924111260320787	-0.9241112603214656	-0.9241112603276612	-0.9241112603273333	-0.9241112603270437	-0.924111260326415	-0.9241112603220947	-0.9241112603229178	-0.9241112603235946	-0.9241112603232685	-0.9241112603232685	-0.9241112603232685	-0.9241112603232685	-0.9241112603232685	-0.9241112603232685	-0.9241112603232685	-0.9241112603230677	-0.9241112603230677	-0.9241112603230677	-0.9241112603230677	-0.9241112603230677	-0.9241112603230677	-0.9241112603230677	-0.9241112603230677	-0.9241112603230889	-0.9241112603230889	-0.9241112603230889	-0.9241112603230889	-0.9241112603230889	-0.9241112603230889	-0.9241112603231325	Akkermansia_muciniphilaYL44	Mn2+-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe	-19.98243529507667	-19.98243529507062	-19.982435294991816	-19.98243529524022	-19.98243529447347	-19.982435295076748	-19.982435295076748	-19.982435295076748	-19.982435295076748	-19.982435295076748	-19.982435295076748	-19.982435295046333	-19.982435295046333	-19.982435295046333	-19.982435295046333	-19.982435295112317	-19.98243529515826	-19.98243529515826	-19.98243529515826	-19.98243529515826	-19.98243529515826	-19.98243529515826	-19.98243529513144	-19.98243529513144	-19.98243529513144	-19.982435295148488	-19.9824352951564	-19.98243529515412	-19.982435295154488	-19.982435295154488	-19.982435295154488	-19.982435295154488	5475.938985262971	-18.98243529504361	-18.982435295075895	-18.982435295076012	-18.982435295075344	-18.98243529505493	-18.98243529505385	-18.98243529505385	-18.98243529505385	-18.98243529505385	-18.98243529505385	-18.98243529505385	-18.98243529505385	-18.98243529505385	-18.982435295021343	-18.982435295021343	-18.982435295021343	-18.982435295035007	-18.98243529518661	-4367.818233061457	-19.982435295220426	-19.982435295216163	-19.98243529512634	-19.98243529512173	-19.982435295131836	-19.982435295123132	-19.982435295123132	-19.982435295123132	-19.982435295123132	-19.982435295123132	-19.982435295123132	-19.982435295123132	-19.982435295150196	-19.982435295150196	-19.982435295150196	-19.982435295150196	-19.982435295150196	-19.982435295150196	-19.982435295150196	-19.982435295150196	-19.982435295151866	-19.982435295151866	-19.982435295151866	-19.982435295151866	-19.982435295151866	-19.982435295151866	-19.52467653993358	Akkermansia_muciniphilaYL44	L-Methionine-e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe	-0.9241112603178396	-0.9241112603174798	-0.9241112603152649	-0.9241112603298824	-0.9241112602905383	-0.9241112603205579	-0.9241112603205579	-0.9241112603205579	-0.9241112603205579	-0.9241112603205579	-0.9241112603205579	-0.924111260318089	-0.924111260318089	-0.924111260318089	-0.924111260318089	-0.9241112603227314	-0.9241112603249466	-0.9241112603249466	-0.9241112603249466	-0.9241112603249466	-0.9241112603249466	-0.9241112603249466	-0.9241112603235053	-0.9241112603235053	-0.9241112603235053	-0.9241112603244522	-0.9241112603243342	-0.9241112603238198	-0.9241112603237227	-0.9241112603237227	-0.9241112603237227	-0.9241112603237227	-0.9241112603315463	-0.9241112603245414	-0.9241112603223363	-0.9241112603239195	-0.9241112603239401	-0.9241112603242647	-0.9241112603228896	-0.9241112603228896	-0.9241112603228896	-0.9241112603228896	-0.9241112603228896	-0.9241112603228896	-0.9241112603228896	-0.9241112603228896	-0.9241112603215981	-0.9241112603215981	-0.9241112603215981	-0.9241112603217323	-0.9241112603295627	-0.9241112603245354	-0.9241112603299176	-0.9241112603292685	-0.9241112603230693	-0.9241112603232494	-0.9241112603235707	-0.9241112603233896	-0.9241112603233896	-0.9241112603233896	-0.9241112603233896	-0.9241112603233896	-0.9241112603233896	-0.9241112603233896	-0.9241112603233128	-0.9241112603233128	-0.9241112603233128	-0.9241112603233128	-0.9241112603233128	-0.9241112603233128	-0.9241112603233128	-0.9241112603233128	-0.924111260323346	-0.924111260323346	-0.924111260323346	-0.924111260323346	-0.924111260323346	-0.924111260323346	-0.9241112603234349	Akkermansia_muciniphilaYL44	K+-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe	-37.09933646741832	-37.09933646743481	-37.09933646766471	-37.09933646766471	-37.09933646766471	-37.09933646766471	-37.099336467681745	-37.09933646768464	-37.09933646772537	-37.099336467492755	-37.09933646757844	-37.09933646757844	-37.09933646713184	-37.09933646751713	-37.09933646752139	-37.09933646752139	-37.09933646750877	-1155.3581399213497	-105.64878841120093	-105.64878841072662	-105.64878841073052	-29.3264500069774	-29.3264500069774	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000009	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999998	-1.0	-0.9999999999999992	-0.9999999999999999	-1.0000000000000002	-1.0000000000000009	-1.0	-0.9999999999999992	-1.0000000000000007	-0.9999999999999996	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-0.9999999999999989	-1.0000000000000002	-1.0	-1.0	-0.9999999999999993	-0.9999999999999993	-1.0000000000000013	-1.0000000000000009	-0.9999999999999996	-1.0000000000000002	-0.9999999999999988	-0.9999999999999998	-1.0000000000000002	-1.0000000000000002	-0.9999999999999999	-1.0000000000000009	-1.0000000000000004	-1.0	-0.9999999999999992	-0.9999999999999992	Flavonifractor_plautii_YL31	L-Threonine-e0
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe	-0.9241112603193281	-0.9241112603196632	-0.9241112603232976	-0.9241112603232976	-0.9241112603232976	-0.9241112603232976	-0.9241112603235142	-0.9241112603236052	-0.9241112603246194	-0.9241112603159662	-0.9241112603226921	-0.9241112603226921	-0.9241112603071922	-0.9241112603182273	-0.9241112603184016	-0.9241112603184016	-0.924111260323448	-0.924111260323344	-0.9241112603332525	-0.9241112603274579	-0.9241112603275061	-0.9241112603276078	-0.9241112603276078	-0.9241112603265342	-0.9241112603276544	-0.9241112603276544	-0.9241112603276544	-0.9241112603276544	-0.9241112603276544	-0.924111260329188	-0.9241112603245473	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.9241112603265977	-0.9241112603215492	-0.924111260329128	-0.9241112603289965	-0.9241112603292324	-0.924111260326643	-0.9241112603291223	-0.9241112603263294	-0.9241112603282289	-0.9241112603273982	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603208882	-0.9241112603254289	-0.9241112603278782	-0.9241112603246809	-0.9241112603240546	-0.9241112603242294	-0.9241112603242294	-0.9241112603207609	-0.9241112603216365	-0.924111260318971	-0.9241112603112973	-0.9241112603189648	-0.9241112603226236	-0.924111260319668	-0.924111260319668	-0.9241112603202286	-0.9241112603204911	-0.9241112603272285	-0.9241112603217722	-0.9241112603218095	-0.9241112603218095	Flavonifractor_plautii_YL31	Sulfate-e0
