	0.0000-0.0000	0.0000-0.0020	0.0067-0.0071	0.0078-0.0078	0.0078-0.0083	0.0083-0.0084	0.0084-0.0085	0.0085-0.0252	0.0253-0.0410	0.0410-0.0410	0.0410-0.0645	0.0672-0.0737	0.0737-0.0738	0.0846-0.0870	0.0870-0.1291	0.1291-0.1309	0.1411-0.1441	0.1441-0.1447	0.1447-0.1448	0.1448-0.1540	0.1540-0.1542	0.1542-0.2029	0.2029-0.2314	0.2328-0.2328	0.2328-0.3177	0.3177-0.3426	0.3426-0.3427	0.3458-0.3459	0.3459-0.3834	0.3834-0.4375	0.4375-0.4418	0.4421-0.5090	0.5090-0.5090	0.5090-0.5557	0.5557-0.5557	0.5557-0.5563	0.5563-0.5570	0.6530-0.6545	0.6545-0.6673	0.6673-0.7092	0.7092-0.7502	0.7502-0.7508	0.7508-0.7552	0.7552-0.7552	0.7552-0.7553	0.7553-0.7820	0.7911-0.7912	0.7912-0.7913	0.7913-0.7913	0.7996-0.7998	0.8126-0.8385	0.8385-0.8385	0.8385-0.8391	0.8391-0.8431	0.8431-0.8431	0.8431-0.8437	0.8443-0.8444	0.8444-0.8725	0.8725-0.8725	0.8728-0.8738	0.8739-0.8739	0.8739-0.8748	0.8748-0.9003	0.9003-0.9741	0.9741-1.0534	1.0534-1.0589	1.0840-1.0840	1.0840-1.0842	1.0842-1.2900	1.2900-1.3024	1.3024-1.3024	1.3024-2.4061	2.4061-3.5306	3.5308-3.6619	3.6619-6.9190	6.9192-6.9193	6.9196-9.0336	9.0336-9.5366	9.5366-20.0000	Source	Target
Riboflavin##Flavonifractor_plautii_YL31##Metabolite##None	126.68907411728401	126.68907411732982	126.6890741181254	126.6890741181254	126.6890741181254	126.6890741181254	126.68907411819491	126.68907411820473	126.68907411834135	126.68907411739218	126.689074117743	126.689074117743	126.68907411608618	126.68907411753482	126.6890741175589	126.6890741175589	126.68907411780016	126.68907411821475	126.68907411918109	126.68907411860597	126.68907411860505	126.68907411861858	126.68907411861858	126.68907411847795	126.68907411863013	126.68907411863013	126.68907411863013	126.68907411863013	126.68907411863013	126.68907411879911	126.6890741182561	126.68907411860741	126.68907411860741	126.68907411860741	126.68907411860741	126.68907411860741	126.68907411860741	126.68907411860741	126.68907411860741	126.68907411850395	126.68907411790846	126.68907411879752	126.68907411879619	126.68907411881551	126.68907411849602	126.68907411880595	126.68907411846213	126.6890741186904	126.68907411859551	126.68907411872505	126.68907411872505	126.68907411872505	126.68907411872505	126.68907411872505	126.68907411872505	126.68907411872505	126.68907411872505	126.68907411872505	126.68907411795159	126.6890741184893	126.68907411845198	126.68907411853034	126.68907411812981	126.68907411809715	126.68907411809715	126.68907411759947	126.6890741177688	126.68907411755379	126.68907411652353	126.68907411752464	126.68907411799592	126.68907411769518	126.68907411769518	126.68907411779499	126.68907411781107	126.6890741185169	126.68907411801885	126.68907411802114	126.68907411802114	Riboflavin	Flavonifractor_plautii_YL31
Flavonifractor_plautii_YL31##Phosphate-e0##Microbe##Riboflavin	-127.45775495897358	-127.4577549590193	-127.45775495976677	-127.45775495976677	-127.45775495976677	-127.45775495976677	-127.4577549598265	-127.45775495983848	-127.4577549599792	-127.45775495909665	-127.4577549593699	-127.4577549593699	-127.45775495785958	-127.45775495914293	-127.45775495916978	-127.45775495916978	-127.45775495942505	-127.457754959842	-127.45775496076183	-127.45775496024947	-127.45775496025104	-127.45775496026934	-127.45775496026934	-127.45775496011551	-127.45775496026276	-127.45775496026276	-127.45775496026276	-127.45775496026276	-127.45775496026276	-127.45775496045776	-127.45775495987883	-127.45775496024235	-127.45775496024235	-127.45775496024235	-127.45775496024235	-127.45775496024235	-127.45775496024235	-127.45775496024235	-127.45775496024235	-127.4577549601309	-127.45775495948762	-127.45775496046339	-127.45775496045387	-127.45775496047645	-127.45775496011532	-127.45775496046568	-127.45775496009647	-127.45775496032785	-127.45775496024102	-127.4577549603712	-127.4577549603712	-127.4577549603712	-127.4577549603712	-127.4577549603712	-127.4577549603712	-127.4577549603712	-127.4577549603712	-127.4577549603712	-127.45775495959045	-127.45775496012021	-127.45775496003897	-127.45775496013053	-127.45775495976923	-127.4577549597336	-127.4577549597336	-127.45775495912237	-127.4577549593095	-127.45775495912369	-127.45775495808536	-127.45775495897196	-127.45775495959742	-127.45775495925017	-127.45775495925017	-127.45775495934791	-127.45775495938052	-127.45775496014775	-127.45775495964314	-127.45775495965823	-127.45775495965823	Flavonifractor_plautii_YL31	Phosphate-e0
Flavonifractor_plautii_YL31##L-Glutamate-e0##Microbe##Riboflavin	-68.22864673320628	-68.22864673323255	-68.22864673384383	-68.22864673384383	-68.22864673384383	-68.22864673384383	-244.80497259626847	-151.51005207105092	-174.16126354835674	-1444.4951656596147	-175.16126354728436	-175.16126354728436	-4040.347046557738	-1162.934543927588	-1162.9345439278036	-1162.9345439278036	1075.6641856989127	-53.594617751307595	1006.1147337672918	-47.08325108991824	-47.08325108990875	-83.57775362512663	-83.57775362512663	-172.85582444030757	-115.23753696550881	-115.23753696550881	-115.23753696550881	-115.23753696550881	-115.23753696550881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Glutamate-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe##Riboflavin	-8.740871282624706	-8.74087128262404	-8.740871282650623	-8.740871282650623	-8.740871282650623	-8.740871282650623	-8.740871282649426	-8.740871282647026	-8.740871282658043	-8.740871282611394	-8.740871282617183	-8.740871282617183	-8.740871282479043	-8.740871282614687	-8.740871282607852	-8.740871282607852	-8.740871282620589	-8.740871282645696	-8.740871282724104	-8.740871282673561	-8.740871282677276	-8.740871282682155	-8.740871282682155	-8.7408712826752	-8.740871282684795	-8.740871282684795	-8.740871282684795	-8.740871282684795	-8.740871282684795	-8.74087128268529	-8.7408712826597	-8.74087128268128	-8.74087128268128	-8.74087128268128	-8.74087128268128	-8.74087128268128	-8.74087128268128	-8.74087128268128	-8.74087128268128	-8.740871282684534	-8.74087128265036	-8.740871282690835	-8.740871282688715	-8.740871282694275	-8.74087128268208	-8.740871282695649	-8.740871282675425	-8.740871282692465	-8.740871282683488	-8.740871282690202	-8.740871282690202	-8.740871282690202	-8.740871282690202	-8.740871282690202	-8.740871282690202	-8.740871282690202	-8.740871282690202	-8.740871282690202	-8.740871282647143	-8.740871282682988	-8.740871282669959	-8.740871282665562	-8.740871282652641	-385.39975095410836	-385.39975095410836	-385.3997509526018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	D-Glucose-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe##Riboflavin	-0.9241112603168967	-0.924111260317073	-0.9241112603238157	-0.9241112603238157	-0.9241112603238157	-0.9241112603238157	-0.9241112603244273	-0.9241112603257942	-0.9241112603256624	-0.924111260319557	-0.9241112603214579	-0.9241112603214579	-0.9241112603088861	-0.9241112603199511	-0.9241112603194839	-0.9241112603194839	-0.9241112603235689	-0.9241112603268843	-0.9241112603346333	-0.9241112603285784	-0.924111260328255	-0.9241112603299633	-0.9241112603299633	-0.9241112603281754	-0.9241112603275723	-0.9241112603275723	-0.9241112603275723	-0.9241112603275723	-0.9241112603275723	-0.9241112603287079	-0.9241112603263232	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603283758	-0.9241112603289071	-0.924111260323624	-0.9241112603305471	-0.9241112603284284	-0.9241112603315221	-0.9241112603288292	-0.9241112603307365	-0.9241112603252499	-0.9241112603266518	-0.9241112603259823	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.924111260327052	-0.9241112603251465	-0.9241112603280379	-0.9241112603256414	-0.9241112603292919	-0.9241112603257512	-0.9241112603241478	-0.9241112603241478	-0.9241112603195502	-0.924111260321872	-0.9241112603204512	-0.9241112603132653	-0.9241112603206707	-0.9241112603250401	-0.9241112603238084	-0.9241112603238084	-0.924111260322545	-0.9241112603247472	-0.9241112603285997	-0.9241112603238425	-0.924111260325565	-0.924111260325565	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##Zn2+-e0##Microbe##Riboflavin	-0.9241112603181124	-0.9241112603183469	-0.9241112603239323	-0.9241112603239323	-0.9241112603239323	-0.9241112603239323	-0.9241112603242755	-0.9241112603236566	-0.9241112603250428	-0.9241112603178032	-0.9241112603209856	-0.9241112603209856	-0.9241112603094338	-0.9241112603193089	-0.924111260319282	-0.924111260319282	-0.9241112603238448	-0.9241112603256205	-0.9241112603348167	-0.9241112603277887	-0.9241112603266973	-0.9241112603276431	-0.9241112603276431	-0.9241112603260412	-0.9241112603270806	-0.9241112603270806	-0.9241112603270806	-0.9241112603270806	-0.9241112603270806	-0.9241112603291801	-0.9241112603242484	-0.9241112603268237	-0.9241112603268237	-0.9241112603268237	-0.9241112603268237	-0.9241112603268237	-0.9241112603268237	-0.9241112603268237	-0.9241112603268237	-0.9241112603260504	-0.9241112603220267	-0.9241112603282278	-0.9241112603287314	-0.9241112603287521	-0.9241112603254833	-0.9241112603272406	-0.9241112603260505	-0.9241112603278678	-0.9241112603271506	-0.9241112603280849	-0.9241112603280849	-0.9241112603280849	-0.9241112603280849	-0.9241112603280849	-0.9241112603280849	-0.9241112603280849	-0.9241112603280849	-0.9241112603280849	-0.9241112603215217	-0.9241112603270432	-0.9241112603260759	-0.9241112603266233	-0.9241112603238691	-0.9241112603230841	-0.9241112603230841	-0.9241112603188341	-0.9241112603202896	-0.9241112603183119	-0.9241112603114965	-0.9241112603185838	-0.9241112603225062	-0.9241112603196493	-0.9241112603196493	-0.9241112603201417	-0.924111260320022	-0.9241112603281744	-0.9241112603214042	-0.9241112603213026	-0.9241112603213026	Flavonifractor_plautii_YL31	Zn2+-e0
Flavonifractor_plautii_YL31##L-Lysine-e0##Microbe##Riboflavin	-41.26899935741257	-41.26899935742725	-41.268999357683086	-41.268999357683086	-41.268999357683086	-41.268999357683086	-41.26899935770414	-41.2689993577076	-41.26899935775068	-41.268999357441906	-41.26899935755683	-41.26899935755683	-41.268999357020775	-41.2689993574882	-41.268999357494394	-41.268999357494394	-41.26899935757673	-41.26899935771138	-41.268999358027315	-41.26899935783932	-41.2689993578383	-41.26899935784165	-41.26899935784165	-41.26899935779834	-41.26899935784664	-41.26899935784664	-41.26899935784664	-41.26899935784664	-41.26899935784664	-41.268999357902416	-41.26899935772193	-41.268999357840315	-41.268999357840315	-41.268999357840315	-41.268999357840315	-41.268999357840315	-41.268999357840315	-41.268999357840315	-41.268999357840315	-41.26899935780425	-41.26899935761258	-41.26899935790243	-41.26899935790251	-41.26899935790851	-41.268999357803345	-41.268999357902196	-41.26899935779194	-41.26899935786657	-41.268999357835135	-41.26899935787714	-41.26899935787714	-41.26899935787714	-41.26899935787714	-41.26899935787714	-41.26899935787714	-41.26899935787714	-41.26899935787714	-41.26899935787714	-41.268999357624146	-41.2689993577976	-41.26899935778325	-41.26899935781196	-41.26899935768352	-41.268999357672655	-41.268999357672655	-41.26899935750976	-41.26899935756372	-41.26899935749539	-41.268999357160375	-41.26899935748287	-41.268999357641455	-41.2689993575396	-41.2689993575396	-41.26899935757454	-41.26899935758152	-41.268999357809854	-41.26899935764784	-41.26899935765252	-41.26899935765252	Flavonifractor_plautii_YL31	L-Lysine-e0
Flavonifractor_plautii_YL31##L-Aspartate-e0##Microbe##Riboflavin	-57.82883678991681	-57.828836789936254	-57.82883679023742	-57.82883679023742	-57.82883679023742	-57.82883679023742	-57.8288367902696	-57.82883679027236	-57.82883679033504	-57.828836789919514	-57.82883679010224	-57.82883679010224	-3923.014619802034	-86.81840995828982	-86.81840995830137	-86.81840995830137	-86.81840995848431	-86.81840995872805	-86.8184099593919	-86.81840995902348	-86.81840995902616	-86.81840995904315	-86.81840995904315	-86.81840995894414	-86.8184099590529	-86.8184099590529	-86.8184099590529	-86.8184099590529	-86.8184099590529	-317.29348389036306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Aspartate-e0
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe##Riboflavin	-0.9241112603193281	-0.9241112603196632	-0.9241112603232976	-0.9241112603232976	-0.9241112603232976	-0.9241112603232976	-0.9241112603235142	-0.9241112603236052	-0.9241112603246194	-0.9241112603159662	-0.9241112603226921	-0.9241112603226921	-0.9241112603071922	-0.9241112603182273	-0.9241112603184016	-0.9241112603184016	-0.924111260323448	-0.924111260323344	-0.9241112603332525	-0.9241112603274579	-0.9241112603275061	-0.9241112603276078	-0.9241112603276078	-0.9241112603265342	-0.9241112603276544	-0.9241112603276544	-0.9241112603276544	-0.9241112603276544	-0.9241112603276544	-0.924111260329188	-0.9241112603245473	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.924111260327504	-0.9241112603265977	-0.9241112603215492	-0.924111260329128	-0.9241112603289965	-0.9241112603292324	-0.924111260326643	-0.9241112603291223	-0.9241112603263294	-0.9241112603282289	-0.9241112603273982	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603285002	-0.9241112603208882	-0.9241112603254289	-0.9241112603278782	-0.9241112603246809	-0.9241112603240546	-0.9241112603242294	-0.9241112603242294	-0.9241112603207609	-0.9241112603216365	-0.924111260318971	-0.9241112603112973	-0.9241112603189648	-0.9241112603226236	-0.924111260319668	-0.924111260319668	-0.9241112603202286	-0.9241112603204911	-0.9241112603272285	-0.9241112603217722	-0.9241112603218095	-0.9241112603218095	Flavonifractor_plautii_YL31	Sulfate-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe##Putrescine-e0	0.9999999999999843	0.9999999999999769	0.9999999999999691	0.9999999999999691	0.9999999999999691	0.9999999999999691	0.9999999999999729	0.9999999999999744	0.9999999999999667	1.0000000000001839	1.0000000000001081	1.0000000000001081	1.0000000000004854	1.0000000000000149	1.000000000000019	1.000000000000019	0.0	0.0	0.0	0.0	1.0000000000000029	0.9999999999999747	0.9999999999999747	1.000000000000062	0.9999999999997821	0.9999999999997821	0.9999999999997821	0.9999999999997821	0.9999999999997821	1.000000000000046	0.9999999999995978	0.9999999999998976	0.9999999999998976	0.9999999999998976	0.9999999999998976	0.9999999999998976	0.9999999999998976	0.9999999999998976	0.9999999999998976	0.999999999999823	1.0000000000000464	1.0000000000000475	1.0000000000000528	1.0000000000000555	1.0000000000000528	1.0000000000000502	0.9999999999996698	0.9999999999999426	0.9999999999997958	0.99999999999997	0.99999999999997	0.99999999999997	0.99999999999997	0.99999999999997	0.99999999999997	0.99999999999997	0.99999999999997	0.99999999999997	0.9999999999999697	0.9999999999999696	0.9999999999999667	0.9999999999999706	0.9999999999999699	0.9999999999999756	0.9999999999999756	1.0000000000000586	1.0000000000000138	1.0000000000000124	1.0000000000000124	1.0000000000000142	1.0000000000000173	1.0000000000000122	1.0000000000000122	1.0000000000000142	1.0000000000000147	0.9999999999998309	0.9999999999999716	0.9999999999999707	0.9999999999999707	Flavonifractor_plautii_YL31	L-Arginine-e0
