	0.0000-0.0000	0.0000-0.0012	0.0012-0.0728	0.0746-0.0751	0.0751-0.0805	0.0805-0.0835	0.0835-0.0843	0.0843-0.0877	0.0877-0.0883	0.0883-0.0995	0.0995-0.0997	0.0997-0.1039	0.1212-0.1215	0.1888-0.1898	0.1898-0.2206	0.2206-0.2206	0.2272-0.2293	0.4678-0.4680	0.4680-0.4680	0.4680-0.4721	0.4797-0.5282	0.5282-0.5296	0.5296-0.7420	0.9845-0.9845	0.9845-1.0084	1.0102-1.0102	1.0102-1.0103	1.0103-1.0104	1.0104-1.0276	1.0276-1.1022	1.3480-1.3487	1.3487-1.6281	1.6281-3.9999	4.0004-4.0603	4.0603-9.3849	9.3849-18.8345	18.8345-20.0000	Source	Target
Muribaculum_intestinale_YL27##Bacteroides_caecimuris_I48##PAN	-126.68907411727227	-126.68907411731456	-126.68907411734895	-126.68907411564692	-126.6890741155383	-126.68907411547947	-126.6890741155558	-126.68907411558723	-126.68907411558205	-126.68907411553064	-126.68907411866809	-126.68907411665177	-126.6890741161947	-126.68907411618967	-126.6890741162227	-126.68907411600709	-126.68907411620067	-126.68907411617461	-126.68907411617408	-126.68907411618241	-126.68907411618284	-126.68907411618063	-126.68907411616745	-126.68907411617931	-126.68907411617451	-126.68907411618694	-126.68907411617721	-126.68907411617805	-126.6890741162036	-126.68907411617319	-126.68907411617931	-126.68907411617349	-126.68907411617094	-126.68907411616759	-126.68907411617452	-126.68907411618436	0	Muribaculum_intestinale_YL27	Bacteroides_caecimuris_I48
Bacteroides_caecimuris_I48##Muribaculum_intestinale_YL27##PAN	-126.68907411839125	-126.68907411849527	-126.68907411846052	-126.68907411845963	-126.68907411846003	-126.68907411817122	-126.68907411816247	-126.68907411770269	-126.68907411773282	-126.68907411771174	-126.68907411769544	-126.68907411771526	-126.68907411736362	-126.68907411660446	-126.68907411643802	-126.68907411746463	-126.68907411803384	-126.68907411710636	-126.68907411723292	-126.68907411711884	-126.68907411713181	-126.68907411717767	-126.68907411716576	-126.68907411700215	-126.68907411696908	-126.68907411693475	-126.68907411704173	-126.68907411708415	-126.68907411724301	-126.68907411699821	-126.68907411706724	-126.68907411709424	-126.68907411667239	-126.68907411671694	-126.68907411690054	-126.68907411691802	0	Bacteroides_caecimuris_I48	Muribaculum_intestinale_YL27
