	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.4102	1.0	0.5331010452961672	0.0	1.131024347141445
0.8204	1.0	0.5331010452961672	0.0	0.2529240469939321
0.8206	1.0	0.5365853658536586	3.0	0.2918761993384728
1.17675	1.0	0.5331010452961672	0.0	0.17420643794748014
1.76635	0.013071895424836602	0.5	2.0	3.5882419517826873
Average	1.0	0.5363321799307958	0.0	0.7407045693956994
