	0.0000	Source	Target
Riboflavin-e0##5-Methylthio-D-ribose-e0##Enterococcus_faecalis_KB1	0.5000000000237055	Riboflavin-e0	5-Methylthio-D-ribose-e0
Putrescine-e0##H2-e0##Enterococcus_faecalis_KB1	0.6249999991224189	Putrescine-e0	H2-e0
Spermidine-e0##H2-e0##Enterococcus_faecalis_KB1	-0.5000000012755491	Spermidine-e0	H2-e0
Thiamin-e0##H2-e0##Enterococcus_faecalis_KB1	-4.6250000021708955	Thiamin-e0	H2-e0
Riboflavin-e0##H2-e0##Enterococcus_faecalis_KB1	2336.8394367257197	Riboflavin-e0	H2-e0
N-Acetyl-D-glucosamine-e0##H2-e0##Enterococcus_faecalis_KB1	-0.6250000003482417	N-Acetyl-D-glucosamine-e0	H2-e0
Folate-e0##H2-e0##Enterococcus_faecalis_KB1	-5.874999999843488	Folate-e0	H2-e0
Riboflavin-e0##Propanal-e0##Enterococcus_faecalis_KB1	1.0000000000455629	Riboflavin-e0	Propanal-e0
Thiamin-e0##5'-Deoxyadenosine-e0##Enterococcus_faecalis_KB1	-1.0000000000013995	Thiamin-e0	5'-Deoxyadenosine-e0
Riboflavin-e0##5'-Deoxyadenosine-e0##Enterococcus_faecalis_KB1	1.50000000008616	Riboflavin-e0	5'-Deoxyadenosine-e0
Thiamin-e0##Formate-e0-e0##Enterococcus_faecalis_KB1	-2.0000000000029	Thiamin-e0	Formate-e0-e0
Riboflavin-e0##Formate-e0-e0##Enterococcus_faecalis_KB1	3.5000000001703535	Riboflavin-e0	Formate-e0-e0
Folate-e0##Formate-e0-e0##Enterococcus_faecalis_KB1	-0.9999999999997313	Folate-e0	Formate-e0-e0
