	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.3299	1.0	0.527681660899654	0.0	2.985237067990757
0.66035	1.0	0.527681660899654	0.0	0.2715704052212522
0.6611	1.0	0.5294117647058824	3.0	0.2567575177237865
0.6613	1.0	0.5294117647058824	3.0	0.25675751772582744
1.00225	1.0	0.527681660899654	0.0	0.1523041626699041
1.6716	0.09508196721311475	0.6444444444444445	29.0	1.4262795724076218
Average	1.0	0.5185185185185185	0.0	1.335681887345119
