	Source	Target	Metabolites	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	bc1002	bc1010	O2	-0.06814817122776604	0.005750430665288418	0.06814817122776604	-1.0	0.26105204697103224	-0.26105204697103224
1	bc1011	bc1010	O2	-0.06814817122776565	0.005750430665288353	0.06814817122776565	-1.0	0.2610520469710315	-0.2610520469710315
2	bc1015	bc1010	O2	-0.06814817122776587	0.005750430665288391	0.06814817122776587	-1.0	0.26105204697103196	-0.26105204697103196
3	bc1002	bc1015	O2	-0.06862902898030766	0.005825480074257461	0.06862902898030766	-1.0	0.2619714277937723	-0.2619714277937723
4	bc1010	bc1015	O2	-0.06863357137017481	0.0058267494421469215	0.06863357137017481	-1.0	0.2619800972787338	-0.2619800972787338
5	bc1011	bc1015	O2	-0.06863357053853608	0.005826749105596071	0.06863357053853608	-1.0	0.26198009569151637	-0.26198009569151637
6	bc1010	bc1002	O2	-0.06832503746715489	0.005779924339961717	0.06832503746715489	-1.0	0.26139058412107136	-0.26139058412107136
7	bc1011	bc1002	O2	-0.06832503741094005	0.005779924317247058	0.06832503741094005	-1.0	0.26139058401354104	-0.26139058401354104
8	bc1015	bc1002	O2	-0.06832021742661104	0.0057785428386280015	0.06832021742661104	-1.0	0.26138136396195316	-0.26138136396195316
9	bc1002	bc1011	O2	-0.0682625975626032	0.005769757761270919	0.0682625975626032	-1.0	0.26127111888343724	-0.26127111888343724
10	bc1010	bc1011	O2	-0.06826259756260318	0.005769757761270917	0.06826259756260318	-1.0	0.26127111888343724	-0.26127111888343724
11	bc1015	bc1011	O2	-0.06826259756260303	0.005769757761270892	0.06826259756260303	-1.0	0.2612711188834369	-0.2612711188834369
12	bc1002	bc1010	D-Glucose	-0.14919939086625286	0.01797860176015629	0.14919939086625286	-1.0	0.38626336982200743	-0.38626336982200743
13	bc1011	bc1010	D-Glucose	-0.14920421099464012	0.017979197255650083	0.14920421099464012	-1.0	0.38626960920403786	-0.38626960920403786
14	bc1015	bc1010	D-Glucose	-0.14913066954533832	0.017970397336751445	0.14913066954533832	-1.0	0.3861744030167436	-0.3861744030167436
15	bc1002	bc1011	D-Glucose	-0.14944915155375194	0.01803884471885297	0.14944915155375194	-1.0	0.3865865382469389	-0.3865865382469389
16	bc1010	bc1011	D-Glucose	-0.14945397975106395	0.018039442209741807	0.14945397975106395	-1.0	0.386592782849168	-0.386592782849168
17	bc1015	bc1011	D-Glucose	-0.14938031519292835	0.018030612803947566	0.14938031519292835	-1.0	0.3864974970073265	-0.3864974970073265
18	bc1010	bc1002	D-Glucose	-0.14983816420205495	0.01813531591273873	0.14983816420205495	-1.0	0.38708934911988335	-0.38708934911988335
19	bc1011	bc1002	D-Glucose	-0.14983816420205442	0.01813531591273861	0.14983816420205442	-1.0	0.3870893491198827	-0.3870893491198827
20	bc1015	bc1002	D-Glucose	-0.14976930868241786	0.01812703990146241	0.14976930868241786	-1.0	0.3870003988142879	-0.3870003988142879
21	bc1002	bc1015	O2.D-Glucose	-7.494843275014769e-05	2.6327809261237426e-05	7.494843275014769e-05	-1.0	0.008657276289350346	-0.008657276289350346
22	bc1010	bc1015	D-Glucose.O2	-7.604267454606854e-05	2.710218953371984e-05	7.604267454606854e-05	-1.0	0.008720245096674092	-0.008720245096674092
23	bc1011	bc1015	O2.D-Glucose	-7.604561389499363e-05	2.7104284786991495e-05	7.604561389499363e-05	-1.0	0.008720413630957744	-0.008720413630957744
24	bc1002	bc1015	D-Glucose	-0.13826546875600493	0.015490820368984734	0.13826546875600493	-1.0	0.3718406496820983	-0.3718406496820983
25	bc1010	bc1015	D-Glucose	-0.13826546875600448	0.01549082036898463	0.13826546875600448	-1.0	0.3718406496820977	-0.3718406496820977
26	bc1011	bc1015	D-Glucose	-0.13826546875600398	0.015490820368984519	0.13826546875600398	-1.0	0.371840649682097	-0.371840649682097
