	0.0000-0.2694	0.2694-0.2764	0.2764-0.3908	0.3908-0.3908	0.3908-0.3926	0.3933-0.3936	0.3936-0.3946	0.3946-1.2358	1.2358-2.0000	Source	Target
Fumarate##bc1012##Metabolite##None	0.03399847222152429	-0.7829132233211915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	bc1012
O2##bc1012##Metabolite##None	0.152993124996932	-1.5658264466422347	0.0434562741119513	0.0434562741119513	0.0434562741119513	-1.5658264466136538	0.0	0.0	0.0	O2	bc1012
bc1012##L-Proline##Microbe##Fumarate_e0	-0.0062677769684706805	0.14433370527564707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	L-Proline
bc1012##L-Proline##Microbe##O2_e0	-0.028204996358131198	0.28866741055126727	-0.008011366870831987	-0.008011366870831987	-0.008011366870831987	0.2886674105458877	0.0	0.0	0.0	bc1012	L-Proline
bc1012##ddca##Microbe##Fumarate_e0	-0.0008503221115188308	0.019581127671021884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	ddca
bc1012##ddca##Microbe##O2_e0	-0.003826449501833117	0.03916225534204011	-0.001086867389828124	-0.001086867389828124	-0.001086867389828124	0.039162255341199076	0.0	0.0	0.0	bc1012	ddca
bc1012##Fumarate##Microbe##Fumarate_e0	-0.9999999999999988	-0.9999999999999718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	Fumarate
bc1012##Mg##Microbe##Fumarate_e0	-9.540512423652745e-05	0.0021969791127833655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	Mg
bc1012##Mg##Microbe##O2_e0	-0.0004293230590644204	0.0043939582255654395	-0.00012194522164097421	-0.00012194522164097421	-0.00012194522164097421	0.004393958225463493	0.0	0.0	0.0	bc1012	Mg
bc1012##L-Glutamate##Microbe##Fumarate_e0	-0.008680605092736644	0.1998960561890245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	L-Glutamate
bc1012##L-Glutamate##Microbe##O2_e0	-0.039062722917332635	0.399792112378018	-0.011095403108396741	-0.011095403108396741	-0.011095403108396741	0.39979211237083984	0.0	0.0	0.0	bc1012	L-Glutamate
bc1012##CoA##Microbe##Fumarate_e0	-0.00019081024847205676	0.004393958225582805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	CoA
bc1012##CoA##Microbe##O2_e0	-0.0008586461181240802	0.008787916451168547	-0.0002438904432785464	-0.0002438904432785464	-0.0002438904432785464	0.008787916450873031	0.0	0.0	0.0	bc1012	CoA
bc1012##O2##Microbe##O2_e0	-0.999999999999991	-1.0000000000000475	-0.9999999999999959	-0.9999999999999959	-0.9999999999999959	-0.999999999999887	0.0	0.0	0.0	bc1012	O2
bc1012##Spermidine##Microbe##Fumarate_e0	-9.540512423628146e-05	0.002196979112789095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	Spermidine
bc1012##Spermidine##Microbe##O2_e0	-0.0004293230590618204	0.004393958225580172	-0.00012194522163855695	-0.00012194522163855695	-0.00012194522163855695	0.004393958225239277	0.0	0.0	0.0	bc1012	Spermidine
bc1012##L-Leucine##Microbe##Fumarate_e0	-0.012762647305363105	0.29389689262646407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	L-Leucine
bc1012##L-Leucine##Microbe##O2_e0	-0.05743191287416118	0.5877937852528723	-0.016313000657273345	-0.016313000657273345	-0.016313000657273345	0.5877937852419555	0.0	0.0	0.0	bc1012	L-Leucine
bc1012##TRHL##Microbe##Fumarate_e0	-0.0020137866733023774	0.04637326657518094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	TRHL
bc1012##TRHL##Microbe##O2_e0	-0.009062040029862242	0.09274653315035954	-0.002573988181223828	-0.002573988181223828	-0.002573988181223828	0.09274653314705032	0.0	0.0	0.0	bc1012	TRHL
bc1012##dATP##Microbe##Fumarate_e0	-0.00040527426892556195	0.009332613011125812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	dATP
bc1012##dATP##Microbe##O2_e0	-0.0018237342101642998	0.018665226022249445	-0.0005180147391969409	-0.0005180147391969409	-0.0005180147391969409	0.01866522602217436	0.0	0.0	0.0	bc1012	dATP
bc1012##Formate##Microbe##Fumarate_e0	-9.540512423574562e-05	0.0021969791127730374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	Formate
