	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
1	bc1002	O2	Microbe	-1.5338550553504655	0.12461805329786105	1.5338550553504655	-1.0	1.2384890210859625	-1.2384890210859625
6	bc1012	Fumarate	Microbe	-0.33161938896779847	0.27971984546329953	0.33161938896779847	-1.0	0.5758640368765864	-0.5758640368765864
20	bc1002	D-Glucose	Microbe	-0.8658266077639697	0.03970764903755052	0.8658266077639697	-1.0	0.9304980428587529	-0.9304980428587529
27	Fumarate	bc1012	Metabolite	0.005305777160416545	0.0028756392499118787	0.005305777160416545	1.0	0.07284076578686241	0.07284076578686241
30	O2	bc1002	Metabolite	0.04572950587323765	0.004892684954659797	0.04572950587323765	1.0	0.2138445834554564	0.2138445834554564
58	bc1012	O2	Microbe	-1.6167436223897278	0.1659984472684752	1.6167436223897278	-1.0	1.2715123367037096	-1.2715123367037096
77	O2	bc1012	Metabolite	0.033316796519199623	0.015304503417777168	0.033316796519199623	1.0	0.18252889228612446	0.18252889228612446
111	bc1012	D-Glucose	Microbe	-0.9477263205708845	0.006868032829810505	0.9477263205708845	-1.0	0.9735123628238547	-0.9735123628238547
152	D-Glucose	bc1012	Metabolite	0.13815817406721778	0.04378559262408397	0.13815817406721778	1.0	0.3716963465884724	0.3716963465884724
153	D-Glucose	bc1002	Metabolite	0.18879770033563173	0.015355597183445766	0.18879770033563173	1.0	0.4345085733741415	0.4345085733741415
