	0.0000-0.0000	0.0000-2.9215	2.9215-3.2445	3.2445-3.5547	3.8134-3.8196	3.8196-4.1049	4.1049-4.4903	4.4903-5.2638	5.2638-5.5277	5.5277-5.8845	5.8845-6.2952	6.2952-6.3713	6.3713-20.0000	Source	Target
Spermidine-e0##NH3-e0##Turicimonas_muris_YL45	3.9999999999755227	3.999999999975754	2.9999999999921827	8.999999999969752	0.9999999999899759	2.5000000000152314	6.999999999954314	12.99999999996331	2.9999999999597318	0.9999999999840522	3.666666666670342	3.666666666670342	3.666666666670342	Spermidine-e0	NH3-e0
Pyruvate-e0##NH3-e0##Turicimonas_muris_YL45	-0.9999999999902703	-0.9999999999898317	-0.9999999999906984	-0.9999999999922914	-0.9999999999882336	-0.9999999999879484	-0.9999999999906719	-0.9999999999927581	-0.9999999999895743	-0.9999999999890363	-0.9999999999881557	-0.9999999999881557	-0.9999999999881557	Pyruvate-e0	NH3-e0
Folate##NH3-e0##Turicimonas_muris_YL45	-24.499999999969052	-24.49999999994721	-24.00000000000169	-29.999999999945732	-34.999999999907075	-34.99999999992338	-34.99999999993353	-30.99999999995793	-35.99999999990778	-36.99999999987538	-34.99999999987377	-34.99999999987377	-34.99999999987377	Folate	NH3-e0
Riboflavin##NH3-e0##Turicimonas_muris_YL45	7880.786923852945	7865.453590515599	8172.171396013574	6779.893966524075	9414.848102566863	8987.24952111801	7580.646778721359	5470.837313044802	8734.472596030631	9432.68410529203	8416.312601217545	8416.312601217545	8416.312601217545	Riboflavin	NH3-e0
Pyruvate-e0##Pyruvate-e0##Turicimonas_muris_YL45	-0.9999999999999996	-0.9999999999999987	-0.9999999999999989	-0.9999999999999991	-0.9999999999999994	-1.000000000000001	-1.0	-1.0000000000000002	-1.0	-1.0	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	Pyruvate-e0	Pyruvate-e0
Riboflavin##L-Asparagine-e0##Turicimonas_muris_YL45	-28.989573168283062	-28.989573168264712	-28.989573168288487	-28.989573168272056	-28.9895731682437	-28.989573168234312	-28.989573168293713	-28.98957316830715	-28.98957316828209	-28.989573168236127	-28.989573168221643	-28.989573168221643	-28.989573168221643	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Turicimonas_muris_YL45	-0.9241112603172312	-0.9241112603167166	-0.9241112603171934	-0.9241112603176175	-0.9241112603156577	-0.9241112603162005	-0.9241112603178914	-0.9241112603184627	-0.9241112603173783	-0.9241112603161088	-0.9241112603157252	-0.9241112603157252	-0.9241112603157252	Riboflavin	Ca2+-e0
Riboflavin##Cu2+-e0##Turicimonas_muris_YL45	-0.9241112603203808	-0.9241112603204952	-0.924111260322	-0.9241112603204434	-0.9241112603200917	-0.9241112603187173	-0.9241112603214044	-0.9241112603213428	-0.924111260320631	-0.9241112603197431	-0.92411126031882	-0.92411126031882	-0.92411126031882	Riboflavin	Cu2+-e0
Riboflavin##Fe2+-e0##Turicimonas_muris_YL45	-1.924111260296761	-1.9241112602922692	-1.924111260297883	-1.924111260311759	-1.9241112602981059	-1.9241112602909498	-1.9241112603057615	-1.9241112603133284	-1.92411126029801	-1.924111260292797	-1.9241112602944523	-1.9241112602944523	-1.9241112602944523	Riboflavin	Fe2+-e0
Folate##Glycine-e0##Turicimonas_muris_YL45	-0.9999999999992734	-0.9999999999994701	-0.9999999999993953	-0.9999999999991579	-0.999999999999256	-0.9999999999992306	-0.9999999999934057	0.999999999999767	0.9999999999995989	2.9999999999823705	0.0	0.0	0.0	Folate	Glycine-e0
Riboflavin##Glycine-e0##Turicimonas_muris_YL45	-9.964666328553927	-10.964666328512159	-10.964666328518533	-10.964666328490363	-10.964666328518474	-10.964666328491939	926.7704952831048	-128.1342375566242	-128.1342375565386	-1524.557256100909	0.0	0.0	0.0	Riboflavin	Glycine-e0
Riboflavin##K+-e0##Turicimonas_muris_YL45	-0.9241112603189646	-0.924111260318707	-0.9241112603190078	-0.9241112603188025	-0.9241112603175403	-0.9241112603176449	-0.9241112603197323	-0.9241112603195039	-0.9241112603190524	-0.9241112603178923	-0.924111260316783	-0.924111260316783	-0.924111260316783	Riboflavin	K+-e0
Riboflavin##Cl--e0##Turicimonas_muris_YL45	-0.9241112603202493	-0.9241112603197293	-0.9241112603204672	-0.9241112603200387	-0.924111260319383	-0.9241112603190391	-0.9241112603211467	-0.924111260320716	-0.9241112603204854	-0.9241112603193958	-0.9241112603183085	-0.9241112603183085	-0.9241112603183085	Riboflavin	Cl--e0
Riboflavin##L-Phenylalanine##Turicimonas_muris_YL45	-22.280195972166755	-22.280195972153205	-22.280195972174166	-22.280195972157763	-22.280195972136756	-22.28019597212818	-22.28019597217983	-22.280195972179783	-22.280195972166982	-22.280195972146625	-22.280195972118573	-22.280195972118573	-22.280195972118573	Riboflavin	L-Phenylalanine
Riboflavin##L-Tryptophan##Turicimonas_muris_YL45	-6.835969218721264	-6.83596921871799	-6.835969218721713	-6.8359692187189145	-6.8359692187131555	-6.8359692187120675	-6.8359692187274925	-6.835969218728146	-6.835969218722506	-6.8359692187120205	-6.835969218706539	-6.835969218706539	-6.835969218706539	Riboflavin	L-Tryptophan
Riboflavin##L-Tyrosine##Turicimonas_muris_YL45	-17.083554956514547	-17.083554956504777	-17.08355495651891	-17.08355495651526	-17.083554956483006	-17.083554956484907	-17.083554956523585	-17.08355495655386	-17.083554956514558	-17.083554956479574	-17.083554956478512	-17.083554956478512	-17.083554956478512	Riboflavin	L-Tyrosine
Riboflavin##Mg##Turicimonas_muris_YL45	-0.9241112603190506	-0.9241112603186636	-0.9241112603191759	-0.9241112603189182	-0.9241112603176574	-0.9241112603177359	-0.9241112603198172	-0.9241112603200126	-0.9241112603192703	-0.9241112603180612	-0.9241112603171823	-0.9241112603171823	-0.9241112603171823	Riboflavin	Mg
Riboflavin##Mn2+##Turicimonas_muris_YL45	-0.9241112603206303	-0.9241112603200797	-0.9241112603206479	-0.9241112603204253	-0.9241112603194114	-0.9241112603188517	-0.9241112603211936	-0.9241112603214254	-0.9241112603204613	-0.9241112603196591	-0.9241112603181809	-0.9241112603181809	-0.9241112603181809	Riboflavin	Mn2+
Folate##Folate##Turicimonas_muris_YL45	-1.0000000000000018	-0.9999999999999979	-0.9999999999999997	-1.0000000000000002	-0.9999999999999988	-1.0000000000000004	-0.9999999999999972	-0.9999999999999994	-1.0	-1.0000000000000018	-1.000000000000003	-1.000000000000003	-1.000000000000003	Folate	Folate
Riboflavin##Riboflavin##Turicimonas_muris_YL45	-1.0000000000002573	-0.9999999999997401	-1.0000000000007898	-0.9999999999992237	-0.9999999999994108	-0.9999999999998219	-1.0000000000002742	-1.0000000000003217	-0.9999999999997147	-0.9999999999995249	-0.9999999999996738	-0.9999999999996738	-0.9999999999996738	Riboflavin	Riboflavin
Riboflavin##Niacin##Turicimonas_muris_YL45	-1.0000000000028388	-1.000000000002314	-1.0000000000013354	-1.00000000000272	-1.0000000000031324	-1.000000000002806	-1.0000000000013571	-1.0000000000001703	-1.000000000004181	-1.0000000000079157	-1.0000000000010771	-1.0000000000010771	-1.0000000000010771	Riboflavin	Niacin
Riboflavin##PAN##Turicimonas_muris_YL45	-1.0000000000479596	-1.000000000048264	-1.000000000047763	-1.0000000000419706	-1.0000000000472853	-1.0000000000467657	-1.0000000000481422	-1.0000000000412586	-1.0000000000436224	-1.0000000000519866	-1.0000000000441598	-1.0000000000441598	-1.0000000000441598	Riboflavin	PAN
Riboflavin##Pyridoxal##Turicimonas_muris_YL45	-0.49999999999681094	-0.4999999999965898	-0.4999999999975527	-0.49999999999796607	-0.49999999999663747	-0.49999999999758965	-0.49999999999790806	-0.49999999999876116	-0.49999999999813416	-0.49999999999534217	-0.4999999999977529	-0.4999999999977529	-0.4999999999977529	Riboflavin	Pyridoxal
Riboflavin##carbonate##Turicimonas_muris_YL45	-272.08718788730926	-272.0871878871709	-272.08718788734654	-272.08718788717016	-272.0871878869654	-272.0871878868477	-272.08718788744045	-272.08718788756426	-272.0871878872706	-272.0871878868991	-272.0871878866413	-272.0871878866413	-272.0871878866413	Riboflavin	carbonate
Putrescine-e0##H2O-e0##Bifidobacterium_animalis_YL2	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685959	-0.6666666666685587	-0.66666666666846	Putrescine-e0	H2O-e0
Spermidine-e0##H2O-e0##Bifidobacterium_animalis_YL2	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666716687	-1.6666666666691392	-1.6666666666693302	Spermidine-e0	H2O-e0
Thiamin-e0##H2O-e0##Bifidobacterium_animalis_YL2	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.333333333359112	-14.33333333334536	-11.502732455544495	Thiamin-e0	H2O-e0
Melitose-e0##H2O-e0##Bifidobacterium_animalis_YL2	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000005605	-2.000000000003024	-2.0000000000027987	Melitose-e0	H2O-e0
Sucrose-e0##H2O-e0##Bifidobacterium_animalis_YL2	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.000000000005458	-1.0000000000028513	-1.000000000002783	Sucrose-e0	H2O-e0
Folate##H2O-e0##Bifidobacterium_animalis_YL2	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000025551	-12.000000000014019	-12.000000000014252	Folate	H2O-e0
Riboflavin##H2O-e0##Bifidobacterium_animalis_YL2	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499710884	1139.663499708453	1138.2481992696128	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Bifidobacterium_animalis_YL2	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.8641856197794	-129.86418561957638	-130.48683229901152	Riboflavin	Phosphate-e0
Putrescine-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002425	2.0000000000002265	2.000000000000226	Putrescine-e0	L-Glutamate-e0
Spermidine-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000005373	2.0000000000003615	2.000000000000367	Spermidine-e0	L-Glutamate-e0
Thiamin-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000003091	4.000000000002126	4.8802961297034955	Thiamin-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Bifidobacterium_animalis_YL2	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.000000000003118	4.0000000000022675	4.000000000002292	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Bifidobacterium_animalis_YL2	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.09682062189182	-142.096820621726	-142.53696868657886	Riboflavin	L-Glutamate-e0
Putrescine-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	-0.13333333332970115	0.0	0.0	Putrescine-e0	D-Glucose-e0
Spermidine-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	2.2666666666766764	0.0	0.0	Spermidine-e0	D-Glucose-e0
Thiamin-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	12.133333333382096	0.0	2.1613570551735686	Thiamin-e0	D-Glucose-e0
Melitose-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	2.5333333333442734	0.0	0.0	Melitose-e0	D-Glucose-e0
Sucrose-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	2.400000000010666	0.0	0.0	Sucrose-e0	D-Glucose-e0
Folate##D-Glucose-e0##Bifidobacterium_animalis_YL2	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	9.800000000048685	0.0	0.0	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Bifidobacterium_animalis_YL2	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	-2223.0345089724487	0.0	-1.0806785275807798	Riboflavin	D-Glucose-e0
Riboflavin##Mn2+-e0##Bifidobacterium_animalis_YL2	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359775873	-0.7060625359737445	-0.7060625359737669	Riboflavin	Mn2+-e0
Riboflavin##Zn2+-e0##Bifidobacterium_animalis_YL2	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359789006	-0.7060625359835719	-0.7060625359836624	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Bifidobacterium_animalis_YL2	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.35966193479562	-36.359661934697144	-37.67971787455598	Riboflavin	L-Lysine-e0
Thiamin-e0##L-Aspartate-e0##Bifidobacterium_animalis_YL2	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.0000000000010902	2.00000000000069	1.7929034627658735	Thiamin-e0	L-Aspartate-e0
Folate##L-Aspartate-e0##Bifidobacterium_animalis_YL2	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.0000000000010838	1.000000000000735	1.000000000000758	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Bifidobacterium_animalis_YL2	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.356509203790864	-49.35650920371876	-49.252960935105484	Riboflavin	L-Aspartate-e0
Riboflavin##L-Arginine-e0##Bifidobacterium_animalis_YL2	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383818466	-21.723747383765666	-21.814604362446875	Riboflavin	L-Arginine-e0
Riboflavin##L-Leucine-e0##Bifidobacterium_animalis_YL2	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.223287155421744	-47.22328715531917	-47.2232871553217	Riboflavin	L-Leucine-e0
Melitose-e0##Galactose-e0##Bifidobacterium_animalis_YL2	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	0.9999999999999959	1.0000000000000238	1.0000000000000173	Melitose-e0	Galactose-e0
