	0.0000-0.0000	0.0000-2.9215	2.9215-3.2445	3.2445-3.5547	3.8134-3.8196	3.8196-4.1049	4.1049-4.4903	4.4903-5.2638	5.2638-5.5277	5.5277-5.8845	5.8845-6.2952	6.2952-6.3713	6.3713-20.0000	Source	Target
Spermidine-e0##H2O-e0##Turicimonas_muris_YL45	-0.9999999999835597	-0.999999999983662	-1.9999999999950087	-1.999999999978222	0.0	-1.5000000000087967	-2.999999999969768	-5.999999999973963	-3.999999999977914	-1.9999999999906657	-2.0000000000020024	-2.0000000000020024	-2.0000000000020024	Spermidine-e0	H2O-e0
Folate##H2O-e0##Turicimonas_muris_YL45	10.499999999976037	10.499999999960982	10.999999999996184	10.999999999957737	15.999999999937154	15.999999999948749	15.999999999952342	13.999999999966445	14.999999999946173	15.999999999925631	15.999999999917222	15.999999999917222	15.999999999917222	Folate	H2O-e0
Riboflavin##H2O-e0##Turicimonas_muris_YL45	-5254.119353030627	-5247.119353027898	-4940.401547540584	-4940.401547538384	-5868.457706306748	-5440.859124858556	-4971.991544065354	-3917.0868112275757	-4569.813867821066	-5268.025377087682	-5268.025377083177	-5268.025377083177	-5268.025377083177	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Turicimonas_muris_YL45	-127.4577549596863	-127.45775495961031	-127.45775495970904	-127.45775495964826	-127.4577549595048	-127.4577549594611	-127.45775495976794	-127.45775495979237	-127.457754959641	-127.45775495954494	-127.4577549593898	-127.4577549593898	-127.4577549593898	Riboflavin	Phosphate-e0
Spermidine-e0##L-Glutamate-e0##Turicimonas_muris_YL45	3.0000000000011875	3.000000000001205	4.000000000000652	1.0000000000003266	4.000000000001029	0.9999999999999234	1.0000000000004723	1.0000000000004443	1.0000000000003832	1.0000000000000593	1.0000000000000004	1.0000000000000004	1.0000000000000004	Spermidine-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Turicimonas_muris_YL45	-1.500000000001101	-1.5000000000027072	-1.9999999999991245	0.9999999999990753	0.9999999999927972	0.9999999999990568	0.9999999999990183	0.9999999999991064	0.9999999999988095	0.9999999999986033	0.99999999999857	0.99999999999857	0.99999999999857	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Turicimonas_muris_YL45	-466.2132690490574	-467.21326904877236	-773.9310745407247	-77.79235979742428	-931.241348435854	-76.04418554079942	-76.04418554095666	-76.0441855409746	-76.04418554087597	-76.04418554076126	-76.04418554073797	-76.04418554073797	-76.04418554073797	Riboflavin	L-Glutamate-e0
Riboflavin##Zn2+-e0##Turicimonas_muris_YL45	-0.924111260317226	-0.9241112603178004	-0.9241112603188534	-0.9241112603174201	-0.9241112603164522	-0.9241112603169811	-0.9241112603185817	-0.9241112603181181	-0.9241112603188207	-0.9241112603163952	-0.9241112603164745	-0.9241112603164745	-0.9241112603164745	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Turicimonas_muris_YL45	-41.26899935745356	-41.26899935743845	-41.26899935745954	-41.268999357432406	-41.26899935739957	-468.86758080477705	0.0	0.0	0.0	0.0	-508.1857520331922	-508.1857520331922	-508.1857520331922	Riboflavin	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Turicimonas_muris_YL45	-2.999999999997592	-2.9999999999976934	-3.9999999999997344	-0.9999999999951942	-4.0000000000000036	-1.0000000000018066	-0.999999999993403	-0.9999999999929565	-0.9999999999951608	-0.9999999999979287	-1.0000000000004867	-1.0000000000004867	-1.0000000000004867	Spermidine-e0	L-Aspartate-e0
Folate##L-Aspartate-e0##Turicimonas_muris_YL45	10.499999999998717	10.499999999997527	11.000000000001975	7.999999999994386	7.9999999999976925	7.999999999993351	7.999999999993361	7.9999999999953895	7.999999999991213	7.999999999988448	7.999999999986386	7.999999999986386	7.999999999986386	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Turicimonas_muris_YL45	-688.1171616421949	-682.1171616419338	-375.3993561508924	-1071.5380708937182	-218.0890822538012	-1073.2862451488043	-1073.286245151328	-1073.2862451518833	-1073.286245150359	-1073.2862451491403	-1073.2862451480844	-1073.2862451480844	-1073.2862451480844	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Turicimonas_muris_YL45	-0.924111260302505	-0.9241112603010994	-0.9241112603020966	-0.9241112603084786	-0.9241112602904693	-0.924111260314583	-0.9241112603372509	-0.9241112603385533	-0.9241112603047371	-0.9241112603186987	-0.924111260290545	-0.924111260290545	-0.924111260290545	Riboflavin	Sulfate-e0
Riboflavin##L-Arginine-e0##Turicimonas_muris_YL45	-35.57235834184439	-35.57235834182855	-35.572358341849906	-35.572358341835	-35.572358341789986	-35.57235834178895	-35.57235834186625	-35.57235834189017	-35.572358341844776	-35.57235834179052	-35.572358341767746	-35.572358341767746	-35.572358341767746	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Turicimonas_muris_YL45	-11.393282031194184	-11.39328203118882	-11.393282031196483	-11.393282031190395	-11.393282031176483	-11.393282031175513	-11.393282031203192	-11.393282031207619	-11.393282031193676	-11.393282031179004	-11.393282031168743	-11.393282031168743	-11.393282031168743	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Turicimonas_muris_YL45	-26.584324739475758	-26.584324739460385	-26.584324739480284	-26.58432473946747	-26.584324739434223	-26.58432473943154	-26.584324739492224	-26.584324739504886	-26.584324739472944	-26.584324739438426	-26.584324739416687	-26.584324739416687	-26.584324739416687	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Turicimonas_muris_YL45	-0.9241112603170898	-0.9241112603166438	-0.9241112603170064	-0.9241112603166843	-0.9241112603157107	-0.924111260314926	-0.9241112603184434	-0.92411126031762	-0.9241112603163363	-0.924111260314989	-0.9241112603148767	-0.9241112603148767	-0.9241112603148767	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Turicimonas_muris_YL45	-75.99313011326558	-75.99313011324075	-75.99313011330375	-75.99313011329792	-75.99313011315327	-75.99313011318092	-75.99313011336686	-75.99313011348386	-728.7201867119392	1365.9143411058196	-158.6429149949957	-158.6429149949957	-158.6429149949957	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Turicimonas_muris_YL45	-0.999999999999999	-0.9999999999999993	-1.000000000000001	-0.9999999999999994	-1.0000000000000002	-0.9999999999999983	-1.0000000000000009	-1.000000000000001	-0.9999999999999997	-1.0000000000000013	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	Spermidine-e0	Spermidine-e0
Riboflavin##fe3-e0##Turicimonas_muris_YL45	-0.9241112603272413	-0.924111260329255	-0.9241112603257945	-0.9241112603114534	-0.9241112603204223	-0.9241112603267203	-0.9241112603187009	-0.9241112603153261	-0.924111260324608	-0.9241112603234671	-0.9241112603227646	-0.9241112603227646	-0.9241112603227646	Riboflavin	fe3-e0
Spermidine-e0##H+-e0##Turicimonas_muris_YL45	4.9999999999821165	4.999999999982321	3.999999999993724	9.999999999979043	1.9999999999922022	2.0000000000113016	4.999999999962713	13.999999999977613	3.9999999999699067	1.9999999999880054	3.3333333333352417	3.3333333333352417	3.3333333333352417	Spermidine-e0	H+-e0
Folate##H+-e0##Turicimonas_muris_YL45	-20.499999999971585	-20.499999999956934	-19.999999999995396	-25.999999999957147	-30.999999999924086	-30.99999999993384	-30.99999999994087	-24.999999999968395	-29.999999999926814	-30.999999999901256	-29.999999999897263	-29.999999999897263	-29.999999999897263	Folate	H+-e0
Riboflavin##H+-e0##Turicimonas_muris_YL45	5574.150782366629	5559.150782363957	5865.868587860054	4473.591158371569	7108.545294417123	7108.54529441609	6170.810132820739	3006.0959343035183	6269.731217292441	6967.942726556714	6459.756974517813	6459.756974517813	6459.756974517813	Riboflavin	H+-e0
Riboflavin##Uracil-e0##Turicimonas_muris_YL45	-39.64223087760225	-39.6422308775807	-39.6422308776101	-39.642230877590016	-39.64223087755123	-39.642230877540804	-39.64223087763269	-39.6422308776358	-39.64223087759446	-39.6422308775567	-39.642230877513065	-39.642230877513065	-39.642230877513065	Riboflavin	Uracil-e0
Riboflavin##L-Methionine-e0##Turicimonas_muris_YL45	-18.98243529510348	-18.98243529509042	-18.982435295097424	-18.982435295085217	-18.982435295078083	-18.982435295067106	-18.98243529510568	-18.982435295101272	-18.982435295097186	-18.982435295077824	-18.982435295058128	-18.982435295058128	-18.982435295058128	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Turicimonas_muris_YL45	-13.013505963505642	-13.013505963497881	-13.013505963517725	-13.013505963512456	-13.013505963477686	-13.013505963485501	-13.01350596352276	-13.013505963550688	-13.013505963500975	-13.013505963485729	-13.013505963476879	-13.013505963476879	-13.013505963476879	Riboflavin	L-Cysteine-e0
Spermidine-e0##L-Serine-e0##Turicimonas_muris_YL45	-0.9999999999768111	-0.9999999999770622	0.0	-5.999999999971663	2.000000000009688	-2.500000000012667	-0.9999999999516148	-9.999999999966203	-1.9999999999645588	2.0000000000150124	-3.3333333333360335	-3.3333333333360335	-3.3333333333360335	Spermidine-e0	L-Serine-e0
Pyruvate-e0##L-Serine-e0##Turicimonas_muris_YL45	0.9999999999908331	0.99999999999042	0.9999999999912091	0.9999999999928028	0.999999999988789	0.9999999999897087	0.9999999999899557	0.9999999999933947	0.9999999999909285	0.9999999999895465	0.9999999999901884	0.9999999999901884	0.9999999999901884	Pyruvate-e0	L-Serine-e0
Folate##L-Serine-e0##Turicimonas_muris_YL45	23.499999999967986	23.499999999947477	22.99999999999871	28.99999999994658	33.99999999990883	33.99999999992958	33.999999999927795	27.999999999958128	31.99999999991579	33.9999999998781	29.99999999989093	29.99999999989093	29.99999999989093	Folate	L-Serine-e0
Riboflavin##L-Serine-e0##Turicimonas_muris_YL45	-7444.948477066352	-7428.615143729257	-7735.332949226888	-6343.055519737585	-8978.009655780908	-7695.2139114372985	-8164.081492260959	-4999.367293744462	-7610.275520132281	-9006.698538667288	-6973.955530526909	-6973.955530526909	-6973.955530526909	Riboflavin	L-Serine-e0
