	0.0000-0.0000	0.0000-1.8350	1.8350-6.3781	6.3781-20.0000	Source	Target
Spermidine-e0##H2O-e0##Turicimonas_muris_YL45	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.9999999999839021	Spermidine-e0	H2O-e0
Folate##H2O-e0##Turicimonas_muris_YL45	10.499999999961402	10.499999999961402	10.499999999961402	0.0	Folate	H2O-e0
Riboflavin##H2O-e0##Turicimonas_muris_YL45	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5231.3693530349365	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Turicimonas_muris_YL45	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495978006	Riboflavin	Phosphate-e0
Spermidine-e0##L-Glutamate-e0##Turicimonas_muris_YL45	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.000000000001239	Spermidine-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Turicimonas_muris_YL45	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	0.0	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Turicimonas_muris_YL45	-467.2132690487409	-467.2132690487409	-467.2132690487409	-469.4632690493655	Riboflavin	L-Glutamate-e0
Riboflavin##Zn2+-e0##Turicimonas_muris_YL45	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603194885	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Turicimonas_muris_YL45	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935748139	Riboflavin	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Turicimonas_muris_YL45	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.9999999999978875	Spermidine-e0	L-Aspartate-e0
Folate##L-Aspartate-e0##Turicimonas_muris_YL45	10.499999999997545	10.499999999997545	10.499999999997545	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Turicimonas_muris_YL45	-682.1171616418994	-682.1171616418994	-682.1171616418994	-666.3671616429455	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Turicimonas_muris_YL45	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112603124316	Riboflavin	Sulfate-e0
Riboflavin##L-Arginine-e0##Turicimonas_muris_YL45	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.5723583418688	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Turicimonas_muris_YL45	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031203336	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Turicimonas_muris_YL45	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.58432473949286	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Turicimonas_muris_YL45	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603178996	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Turicimonas_muris_YL45	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011336619	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Turicimonas_muris_YL45	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999991	Spermidine-e0	Spermidine-e0
Riboflavin##fe3-e0##Turicimonas_muris_YL45	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.924111260320164	Riboflavin	fe3-e0
Spermidine-e0##H+-e0##Turicimonas_muris_YL45	4.999999999981624	4.999999999981624	4.999999999981624	4.9999999999826406	Spermidine-e0	H+-e0
Folate##H+-e0##Turicimonas_muris_YL45	-20.499999999957076	-20.499999999957076	-20.499999999957076	0.0	Folate	H+-e0
Riboflavin##H+-e0##Turicimonas_muris_YL45	5559.150782363717	5559.150782363717	5559.150782363717	5528.400782371309	Riboflavin	H+-e0
Riboflavin##Uracil-e0##Turicimonas_muris_YL45	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.64223087763171	Riboflavin	Uracil-e0
Riboflavin##L-Methionine-e0##Turicimonas_muris_YL45	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295114463	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Turicimonas_muris_YL45	-13.013505963498087	-13.013505963498087	-13.013505963498087	-13.013505963516751	Riboflavin	L-Cysteine-e0
Spermidine-e0##L-Serine-e0##Turicimonas_muris_YL45	-0.9999999999761446	-0.9999999999761446	-0.9999999999761446	-0.9999999999774453	Spermidine-e0	L-Serine-e0
Pyruvate-e0##L-Serine-e0##Turicimonas_muris_YL45	0.9999999999907866	0.9999999999907866	0.9999999999907866	0.99999999999117	Pyruvate-e0	L-Serine-e0
Folate##L-Serine-e0##Turicimonas_muris_YL45	23.4999999999479	23.4999999999479	23.4999999999479	0.0	Folate	L-Serine-e0
Riboflavin##L-Serine-e0##Turicimonas_muris_YL45	-7428.615143728969	-7428.615143728969	-7428.615143728969	-7393.365143739191	Riboflavin	L-Serine-e0
Spermidine-e0##NH3-e0##Turicimonas_muris_YL45	3.9999999999747793	3.9999999999747793	3.9999999999747793	3.999999999976224	Spermidine-e0	NH3-e0
Pyruvate-e0##NH3-e0##Turicimonas_muris_YL45	-0.999999999990221	-0.999999999990221	-0.999999999990221	-0.9999999999906495	Pyruvate-e0	NH3-e0
Folate##NH3-e0##Turicimonas_muris_YL45	-24.499999999947555	-24.499999999947555	-24.499999999947555	0.0	Folate	NH3-e0
Riboflavin##NH3-e0##Turicimonas_muris_YL45	7865.453590515264	7865.453590515264	7865.453590515264	7828.7035905261155	Riboflavin	NH3-e0
Pyruvate-e0##Pyruvate-e0##Turicimonas_muris_YL45	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.999999999999999	Pyruvate-e0	Pyruvate-e0
Spermidine-e0##Acetate-e0##Turicimonas_muris_YL45	0.9999999999787841	0.9999999999787841	0.9999999999787841	0.9999999999799543	Spermidine-e0	Acetate-e0
Folate##Acetate-e0##Turicimonas_muris_YL45	-22.499999999953268	-22.499999999953268	-22.499999999953268	0.0	Folate	Acetate-e0
Riboflavin##Acetate-e0##Turicimonas_muris_YL45	6552.351790883807	6552.351790883807	6552.351790883807	6518.601790892825	Riboflavin	Acetate-e0
Riboflavin##L-Asparagine-e0##Turicimonas_muris_YL45	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.989573168298442	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Turicimonas_muris_YL45	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603178148	Riboflavin	Ca2+-e0
Riboflavin##Cu2+-e0##Turicimonas_muris_YL45	-0.9241112603206404	-0.9241112603206404	-0.9241112603206404	-0.9241112603223599	Riboflavin	Cu2+-e0
Riboflavin##Fe2+-e0##Turicimonas_muris_YL45	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.9241112603050394	Riboflavin	Fe2+-e0
Folate##Glycine-e0##Turicimonas_muris_YL45	-0.9999999999994825	-0.9999999999994825	-0.9999999999994825	0.0	Folate	Glycine-e0
Riboflavin##Glycine-e0##Turicimonas_muris_YL45	-10.964666328502028	-10.964666328502028	-10.964666328502028	-12.464666328499872	Riboflavin	Glycine-e0
Riboflavin##K+-e0##Turicimonas_muris_YL45	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603196349	Riboflavin	K+-e0
Spermidine-e0##Succinate-e0##Turicimonas_muris_YL45	-2.0000000000010676	-2.0000000000010676	-2.0000000000010676	-2.0000000000010387	Spermidine-e0	Succinate-e0
Folate##Succinate-e0##Turicimonas_muris_YL45	2.5000000000019065	2.5000000000019065	2.5000000000019065	0.0	Folate	Succinate-e0
Riboflavin##Succinate-e0##Turicimonas_muris_YL45	392.66908350793796	392.66908350793796	392.66908350793796	396.41908350846836	Riboflavin	Succinate-e0
Riboflavin##Cl--e0##Turicimonas_muris_YL45	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603210395	Riboflavin	Cl--e0
Spermidine-e0##CO2-e0##Turicimonas_muris_YL45	-4.000000000003403	-4.000000000003403	-4.000000000003403	-4.000000000003218	Spermidine-e0	CO2-e0
Folate##CO2-e0##Turicimonas_muris_YL45	-1.4999999999937077	-1.4999999999937077	-1.4999999999937077	0.0	Folate	CO2-e0
