	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.398	1.0	0.5300353356890459	0.0	1.512089618579328
1.1632	1.0	0.5300353356890459	0.0	0.17681770336570568
1.7647	0.09333333333333334	0.875	0.0	1.6694857651393655
Average	1.0	0.5371024734982333	0.0	1.16027324549154
