	Source	Target	SourceType	Weight	Cofactor	Match	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Riboflavin	Clostridium_innocuum_I46	Metabolite	126.6890741135473	None	-1	126.6890741135473	1.0	11.255624110352446	11.255624110352446
4	Clostridium_innocuum_I46	Phosphate-e0	Microbe	-1.000000000000093	Spermidine-e0	0	1.000000000000093	-1.0	1.0000000000000464	-1.0000000000000464
5	Clostridium_innocuum_I46	Phosphate-e0	Microbe	-2.0000000000004152	Thiamin-e0	0	2.0000000000004152	-1.0	1.414213562373242	-1.414213562373242
13	Clostridium_innocuum_I46	Phosphate-e0	Microbe	-28.978912723207163	Riboflavin	0	28.978912723207163	-1.0	5.383206546586074	-5.383206546586074
14	Clostridium_innocuum_I46	Phosphate-e0	Microbe	-0.9999999999995537	Inosine	0	0.9999999999995537	-1.0	0.9999999999997768	-0.9999999999997768
16	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	0.9999999999789478	L-Aspartate-e0	0	0.9999999999789478	1.0	0.9999999999894739	0.9999999999894739
17	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	2.9999999999581295	L-Glutamine-e0	0	2.9999999999581295	1.0	1.7320508075567904	1.7320508075567904
18	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	2.9999999999446523	Putrescine-e0	0	2.9999999999446523	1.0	1.7320508075528998	1.7320508075528998
19	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	-1.9999999999543099	L-Threonine-e0	0	1.9999999999543099	-1.0	1.4142135623569412	-1.4142135623569412
21	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	0.9999999999108763	Thiamin-e0	0	0.9999999999108763	1.0	0.9999999999554381	0.9999999999554381
24	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	2.9999999999632077	L-Asparagine-e0	0	2.9999999999632077	1.0	1.7320508075582564	1.7320508075582564
30	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	17.999999999574737	Folate-e0	0	17.999999999574737	1.0	4.2426406870691675	4.2426406870691675
31	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	1.9999999999411022	N-Acetyl-D-chondrosamine-e0	0	1.9999999999411022	1.0	1.4142135623522716	1.4142135623522716
37	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	-5510.023081867346	Riboflavin	0	5510.023081867346	-1.0	74.2295297160594	-74.2295297160594
38	Clostridium_innocuum_I46	L-Glutamate-e0	Microbe	-4.999999999934665	Inosine	0	4.999999999934665	-1.0	2.23606797748518	-2.23606797748518
40	Clostridium_innocuum_I46	D-Glucose-e0	Microbe	-1.0000000000000004	D-Glucose-e0	1	1.0000000000000004	-1.0	1.0000000000000002	-1.0000000000000002
41	Clostridium_innocuum_I46	Mn2+-e0	Microbe	-0.9241112602887118	Riboflavin	0	0.9241112602887118	-1.0	0.9613070582746762	-0.9613070582746762
42	Clostridium_innocuum_I46	Zn2+-e0	Microbe	-0.924111260290386	Riboflavin	0	0.924111260290386	-1.0	0.9613070582755471	-0.9613070582755471
49	Clostridium_innocuum_I46	L-Lysine-e0	Microbe	-41.268999356186875	Riboflavin	0	41.268999356186875	-1.0	6.424095216930309	-6.424095216930309
50	Clostridium_innocuum_I46	L-Aspartate-e0	Microbe	-1.0000000000000018	L-Aspartate-e0	1	1.0000000000000018	-1.0	1.0000000000000009	-1.0000000000000009
51	Clostridium_innocuum_I46	Sulfate-e0	Microbe	-0.9241112602830126	Riboflavin	0	0.9241112602830126	-1.0	0.9613070582717119	-0.9613070582717119
58	Clostridium_innocuum_I46	L-Arginine-e0	Microbe	-35.572358340779864	Riboflavin	0	35.572358340779864	-1.0	5.964256729952179	-5.964256729952179
59	Clostridium_innocuum_I46	L-Glutamine-e0	Microbe	-0.9999999999999998	L-Glutamine-e0	1	0.9999999999999998	-1.0	0.9999999999999999	-0.9999999999999999
61	Clostridium_innocuum_I46	L-Leucine-e0	Microbe	-64.72644010291286	Riboflavin	0	64.72644010291286	-1.0	8.045274395750145	-8.045274395750145
62	Clostridium_innocuum_I46	Putrescine-e0	Microbe	-0.9999999999999993	Putrescine-e0	1	0.9999999999999993	-1.0	0.9999999999999997	-0.9999999999999997
63	Clostridium_innocuum_I46	L-Histidine-e0	Microbe	-11.393282030846175	Riboflavin	0	11.393282030846175	-1.0	3.375393611246868	-3.375393611246868
64	Clostridium_innocuum_I46	L-Proline-e0	Microbe	-26.584324738648647	Riboflavin	0	26.584324738648647	-1.0	5.155998907937108	-5.155998907937108
65	Clostridium_innocuum_I46	Co2+-e0	Microbe	-0.9241112602898817	Riboflavin	0	0.9241112602898817	-1.0	0.9613070582752847	-0.9613070582752847
66	Clostridium_innocuum_I46	L-Threonine-e0	Microbe	-0.9999999999999993	L-Threonine-e0	1	0.9999999999999993	-1.0	0.9999999999999997	-0.9999999999999997
68	Clostridium_innocuum_I46	Spermidine-e0	Microbe	-0.9999999999999998	Spermidine-e0	1	0.9999999999999998	-1.0	0.9999999999999999	-0.9999999999999999
69	Clostridium_innocuum_I46	Thiamin-e0	Microbe	-0.9999999999999994	Thiamin-e0	1	0.9999999999999994	-1.0	0.9999999999999997	-0.9999999999999997
77	Clostridium_innocuum_I46	L-Isoleucine-e0	Microbe	-44.4844526731076	Riboflavin	0	44.4844526731076	-1.0	6.669666608842424	-6.669666608842424
79	Clostridium_innocuum_I46	fe3-e0	Microbe	-0.9241112602899639	Riboflavin	0	0.9241112602899639	-1.0	0.9613070582753275	-0.9613070582753275
