	Avg_bc1003	Var_bc1003	Avg_bc1016	Var_bc1016	Avg_bc1010	Var_bc1010	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
1,2-Diacyl-sn-glycerol dioctadecanoyl	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
2-Oxoglutarate	0.0	0.0	0.0	0.0	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	bc1010.bc1016	1		1	bc1010.bc1016	1
4-Hydroxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
5-Aminolevulinate	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
AMP	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
ARSENOBETAINE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Acetate	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Adenine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Adenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	bc1010	1		1	bc1010	1
Ala-Ala	0.0	0.0	0.0	0.0	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	bc1003.bc1010	1		1	bc1003.bc1010	1
Arsenate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Arsenite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
BET	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
BIOT	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
CMP	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	bc1016	1		1	bc1016	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	bc1016	1		1	bc1016	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	bc1016	1		1	bc1016	1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	bc1016	1		1	bc1016	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.16258951773336525	0.018861316448364775	0.05745328770557775	1.1567616728475618e-30	0.08045512254120614	0.012967128819943724	2.999999999999943	3.2311742677852037e-27	2.1680044827989247	0.9709795477494505	5.168004482798869	0.9709795477494505	bc1003.bc1010.bc1016	1	bc1016.bc1010.bc1016.bc1003.bc1010.bc1016	3	bc1016bc1003.bc1010.bc1016.bc1010.bc1016bc1003.bc1010.bc1016.bc1003.bc1010.bc1016bc1003.bc1010.bc1016	3
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	bc1003.bc1010	1		1	bc1003.bc1010	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	0.0	0.0	1.9999999999999625	1.4081660196260558e-27	bc1003.bc1016	1		1	bc1003.bc1016	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	0.0	0.0	0.9999999999999812	3.5204150490651396e-28	bc1016	1		1	bc1016	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.999999999999943	3.2311742677852037e-27	0.0	0.0	2.999999999999943	3.2311742677852037e-27	bc1003.bc1010.bc1016	1		1	bc1003.bc1010.bc1016	1
