	Avg_bc1010	Var_bc1010	Avg_bc1015	Var_bc1015	Avg_bc1002	Var_bc1002	Avg_bc1011	Var_bc1011	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999779114977	4.87901879702703e-14	0.0	0.0	1.999999779114977	4.87901879702703e-14	bc1011.bc1015	1		1	bc1011.bc1015	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999998895574885	1.2197546992567574e-14	0.0	0.0	0.9999998895574885	1.2197546992567574e-14	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
K+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999998895574885	1.2197546992567574e-14	0.0	0.0	0.9999998895574885	1.2197546992567574e-14	bc1015	1		1	bc1015	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999779114977	4.87901879702703e-14	0.0	0.0	1.999999779114977	4.87901879702703e-14	bc1010.bc1015	1		1	bc1010.bc1015	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9999996686724653	1.0977792315381664e-13	0.0	0.0	2.9999996686724653	1.0977792315381664e-13	bc1002.bc1010.bc1011	1		1	bc1002.bc1010.bc1011	1
O2	0.06814817122776587	0.005750430665288391	0.06823418998912868	0.00635573518141509	0.06832021742661104	0.0057785428386280015	0.06826259756260303	0.005769757761270892	3.999999558229954	1.951607518810812e-13	1.788007709741603	3.9525608377971237	5.788007267971556	3.9525608377974937	bc1002.bc1010.bc1011.bc1015	1	bc1002.bc1010.bc1011.bc1015.bc1002.bc1015.bc1015.	4	bc1002.bc1010.bc1011.bc1015bc1002.bc1010.bc1011.bc1015.bc1002.bc1015bc1002.bc1010.bc1011.bc1015.bc1015bc1002.bc1010.bc1011.bc1015.bc1002.bc1010.bc1011.bc1015	4
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999779114977	4.87901879702703e-14	0.0	0.0	1.999999779114977	4.87901879702703e-14	bc1002.bc1015	1		1	bc1002.bc1015	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999998895574885	1.2197546992567574e-14	0.0	0.0	0.9999998895574885	1.2197546992567574e-14	bc1010	1		1	bc1010	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
gamma-butyrobetaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999558229954	1.951607518810812e-13	0.0	0.0	3.999999558229954	1.951607518810812e-13	bc1002.bc1010.bc1011.bc1015	1		1	bc1002.bc1010.bc1011.bc1015	1
