	0.6418999999999999	0.98735	Source	Target
bc1003##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	0.59855086	0.08036622	bc1003	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1003##Metabolite	-0.59855086	-0.08036622	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1003
bc1003##4-Hydroxybenzoate##Microbe	0.01348219	0.00181022	bc1003	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1003##Metabolite	-0.01348219	-0.00181022	4-Hydroxybenzoate	bc1003
bc1003##5-Aminolevulinate##Microbe	0.10785747000000001	0.0144818	bc1003	5-Aminolevulinate
5-Aminolevulinate##bc1003##Metabolite	-0.10785747000000001	-0.0144818	5-Aminolevulinate	bc1003
bc1003##AMP##Microbe	0.5158568099999999	0.06926304999999999	bc1003	AMP
AMP##bc1003##Metabolite	-0.5158568099999999	-0.06926304999999999	AMP	bc1003
bc1003##Acetate##Microbe	-27.940845959999997	-3.75156072	bc1003	Acetate
bc1003##Ala-Ala##Microbe	0.12016334000000001	0.016134089999999997	bc1003	Ala-Ala
Ala-Ala##bc1003##Metabolite	-0.12016334000000001	-0.016134089999999997	Ala-Ala	bc1003
bc1003##BET##Microbe	0.02696436	0.00362045	bc1003	BET
BET##bc1003##Metabolite	-0.02696436	-0.00362045	BET	bc1003
bc1003##BIOT##Microbe	0.01348219	0.00181022	bc1003	BIOT
BIOT##bc1003##Metabolite	-0.01348219	-0.00181022	BIOT	bc1003
bc1003##CMP##Microbe	0.40407557	0.054254399999999994	bc1003	CMP
CMP##bc1003##Metabolite	-0.40407557	-0.054254399999999994	CMP	bc1003
bc1003##CO2##Microbe	-34.570949500000005	-4.64177129	bc1003	CO2
bc1003##Ca2+##Microbe	0.01348219	0.00181022	bc1003	Ca2+
Ca2+##bc1003##Metabolite	-0.01348219	-0.00181022	Ca2+	bc1003
bc1003##Chorismate##Microbe	0.02696436	0.00362045	bc1003	Chorismate
Chorismate##bc1003##Metabolite	-0.02696436	-0.00362045	Chorismate	bc1003
bc1003##Cl-##Microbe	0.01348219	0.00181022	bc1003	Cl-
Cl-##bc1003##Metabolite	-0.01348219	-0.00181022	Cl-	bc1003
bc1003##Co2+##Microbe	0.01348219	0.00181022	bc1003	Co2+
Co2+##bc1003##Metabolite	-0.01348219	-0.00181022	Co2+	bc1003
bc1003##CoA##Microbe	0.02696436	0.00362045	bc1003	CoA
CoA##bc1003##Metabolite	-0.02696436	-0.00362045	CoA	bc1003
bc1003##Cu2+##Microbe	0.01348219	0.00181022	bc1003	Cu2+
Cu2+##bc1003##Metabolite	-0.01348219	-0.00181022	Cu2+	bc1003
bc1003##D-Arabinose##Microbe	0.36049003	0.04840226	bc1003	D-Arabinose
D-Arabinose##bc1003##Metabolite	-0.36049003	-0.04840226	D-Arabinose	bc1003
bc1003##D-Glucose##Microbe	17.24543743	2.3155099100000003	bc1003	D-Glucose
D-Glucose##bc1003##Metabolite	-17.24543743	-2.3155099100000003	D-Glucose	bc1003
bc1003##Deoxycytidine##Microbe	0.09952417	0.013362899999999999	bc1003	Deoxycytidine
Deoxycytidine##bc1003##Metabolite	-0.09952417	-0.013362899999999999	Deoxycytidine	bc1003
bc1003##Deoxyguanosine##Microbe	0.01348219	0.00181022	bc1003	Deoxyguanosine
Deoxyguanosine##bc1003##Metabolite	-0.01348219	-0.00181022	Deoxyguanosine	bc1003
