	0.0000-0.5377	0.5377-0.5390	0.5390-0.5395	0.5395-1.2636	1.2636-2.0000	Source	Target
O2##bc1015##Metabolite##None	0.15324853629752633	0.15324853629752633	-1.5379899521223486	0.0	0.0	O2	bc1015
bc1015##O2##Microbe##O2_e0	-1.0	-1.0	-0.9999999999998326	0.0	0.0	bc1015	O2
bc1015##Mg##Microbe##O2_e0	-0.0004300397838237578	-0.0004300397838237578	0.004315844591581179	0.0	0.0	bc1015	Mg
bc1015##NH3##Microbe##O2_e0	0.0021501989191229083	0.0021501989191229083	-0.021579222957600147	0.0	0.0	bc1015	NH3
bc1015##AMP##Microbe##O2_e0	-0.016454230572098705	-0.016454230572098705	0.16513333112874018	0.0	0.0	bc1015	AMP
bc1015##L-Asparagine##Microbe##O2_e0	-0.03077702720522029	-0.03077702720522029	0.30887576313245746	0.0	0.0	bc1015	L-Asparagine
bc1015##4-Hydroxybenzoate##Microbe##O2_e0	-0.0004300397838117923	-0.0004300397838117923	0.004315844590588679	0.0	0.0	bc1015	4-Hydroxybenzoate
bc1015##N-Acetyl-D-glucosamine##Microbe##O2_e0	-0.01576138974831096	-0.01576138974831096	0.15818003649562162	0.0	0.0	bc1015	N-Acetyl-D-glucosamine
bc1015##ddca##Microbe##O2_e0	-0.010012133511630047	-0.010012133511630047	0.10048096453233524	0.0	0.0	bc1015	ddca
bc1015##L-Isoleucine##Microbe##O2_e0	-0.03705526778810123	-0.03705526778810123	0.37188367933686167	0.0	0.0	bc1015	L-Isoleucine
bc1015##CoA##Microbe##O2_e0	-0.0008600795676485535	-0.0008600795676485535	0.008631689182688586	0.0	0.0	bc1015	CoA
bc1015##L-Glutamine##Microbe##O2_e0	-0.03271485920168494	-0.03271485920168494	0.3283236887796623	0.0	0.0	bc1015	L-Glutamine
bc1015##BET##Microbe##O2_e0	-0.0008600795676383293	-0.0008600795676383293	0.008631689182202978	0.0	0.0	bc1015	BET
bc1015##Glycine##Microbe##O2_e0	-0.07684667920723608	-0.07684667920723608	0.7712270755091554	0.0	0.0	bc1015	Glycine
bc1015##dGTP##Microbe##O2_e0	-0.0018104299737457083	-0.0018104299737457083	0.018169329221125387	0.0	0.0	bc1015	dGTP
bc1015##fe3##Microbe##O2_e0	-0.0012901193514718255	-0.0012901193514718255	0.012947533774278602	0.0	0.0	bc1015	fe3
bc1015##Arsenate##Microbe##O2_e0	0.00021501989191357153	0.00021501989191357153	-0.0021579222958096893	0.0	0.0	bc1015	Arsenate
bc1015##meso-2,6-Diaminopimelate##Microbe##O2_e0	-0.0038328374911225167	-0.0038328374911225167	0.03846604797594522	0.0	0.0	bc1015	meso-2,6-Diaminopimelate
bc1015##Deoxycytidine##Microbe##O2_e0	-0.0022404697575750814	-0.0022404697575750814	0.02248517381270255	0.0	0.0	bc1015	Deoxycytidine
bc1015##D-Glucose##Microbe##O2_e0	-0.5498210459980584	-0.5498210459980584	0.0	0.0	0.0	bc1015	D-Glucose
bc1015##Heme##Microbe##O2_e0	-0.00043003978382413283	-0.00043003978382413283	0.004315844591568256	0.0	0.0	bc1015	Heme
bc1015##Nicotinamide ribonucleotide##Microbe##O2_e0	-0.0004300397838242411	-0.0004300397838242411	0.004315844591486934	0.0	0.0	bc1015	Nicotinamide ribonucleotide
bc1015##Mn2+##Microbe##O2_e0	-0.00043003978382575604	-0.00043003978382575604	0.0043158445914850685	0.0	0.0	bc1015	Mn2+
bc1015##Co2+##Microbe##O2_e0	-0.0004300397838240047	-0.0004300397838240047	0.004315844591569481	0.0	0.0	bc1015	Co2+
bc1015##L-Glutamate##Microbe##O2_e0	-0.03912793539575096	-0.03912793539575096	0.39268480430443486	0.0	0.0	bc1015	L-Glutamate
bc1015##L-Serine##Microbe##O2_e0	-0.032704441731679995	-0.032704441731679995	0.3282191398908472	0.0	0.0	bc1015	L-Serine
bc1015##Ala-Ala##Microbe##O2_e0	-0.003832837491122543	-0.003832837491122543	0.038466047975937265	0.0	0.0	bc1015	Ala-Ala
bc1015##Thiamin##Microbe##O2_e0	-0.0004300397838266751	-0.0004300397838266751	0.004315844591411506	0.0	0.0	bc1015	Thiamin
bc1015##Spermidine##Microbe##O2_e0	-0.00043003978382583514	-0.00043003978382583514	0.004315844591530022	0.0	0.0	bc1015	Spermidine
bc1015##L-Proline##Microbe##O2_e0	-0.028252082622971516	-0.028252082622971516	0.28353562291981727	0.0	0.0	bc1015	L-Proline
bc1015##PPi##Microbe##O2_e0	0.004231566005145316	0.004231566005145316	-0.04246765518961	0.0	0.0	bc1015	PPi
bc1015##Zn2+##Microbe##O2_e0	-0.00043003978382584744	-0.00043003978382584744	0.004315844591590549	0.0	0.0	bc1015	Zn2+
bc1015##dATP##Microbe##O2_e0	-0.002670041261522829	-0.002670041261522829	0.02679631878506468	0.0	0.0	bc1015	dATP
bc1015##K+##Microbe##O2_e0	-0.00043003978382567646	-0.00043003978382567646	0.004315844591525876	0.0	0.0	bc1015	K+
bc1015##Chorismate##Microbe##O2_e0	-0.0008600795676508609	-0.0008600795676508609	0.008631689182968312	0.0	0.0	bc1015	Chorismate
bc1015##L-Cysteine##Microbe##O2_e0	-0.011669338474704164	-0.011669338474704164	0.11711253990161903	0.0	0.0	bc1015	L-Cysteine
bc1015##L-Leucine##Microbe##O2_e0	-0.05752779142793817	-0.05752779142793817	0.5773442756555244	0.0	0.0	bc1015	L-Leucine
bc1015##CMP##Microbe##O2_e0	-0.012888755996375095	-0.012888755996375095	0.12935051581361143	0.0	0.0	bc1015	CMP
bc1015##Putrescine##Microbe##O2_e0	-0.00043003978382564123	-0.00043003978382564123	0.00431584459158178	0.0	0.0	bc1015	Putrescine
bc1015##L-Valine##Microbe##O2_e0	-0.05397922066369908	-0.05397922066369908	0.5417311056268302	0.0	0.0	bc1015	L-Valine
bc1015##Cu2+##Microbe##O2_e0	-0.0004300397838239506	-0.0004300397838239506	0.004315844591494324	0.0	0.0	bc1015	Cu2+
bc1015##L-Methionine##Microbe##O2_e0	-0.018725301381137982	-0.018725301381137982	0.18792561462931553	0.0	0.0	bc1015	L-Methionine
bc1015##Niacin##Microbe##O2_e0	0.00043003978382496425	0.00043003978382496425	-0.00431584459156405	0.0	0.0	bc1015	Niacin
bc1015##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe##O2_e0	-0.019091914100024986	-0.019091914100024986	0.1916049103112156	0.0	0.0	bc1015	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1015##5-Aminolevulinate##Microbe##O2_e0	-0.0034403182705973084	-0.0034403182705973084	0.034526756732184374	0.0	0.0	bc1015	5-Aminolevulinate
bc1015##Glycerol##Microbe##O2_e0	-0.009545957050011893	-0.009545957050011893	0.09580245515555953	0.0	0.0	bc1015	Glycerol
bc1015##L-Aspartate##Microbe##O2_e0	-0.030777027205217453	-0.030777027205217453	0.3088757631324724	0.0	0.0	bc1015	L-Aspartate
bc1015##H+##Microbe##O2_e0	0.7807994454782075	0.7807994454782075	3.199879088547145	0.0	0.0	bc1015	H+
bc1015##Ca2+##Microbe##O2_e0	-0.0004300397838245362	-0.0004300397838245362	0.004315844591577632	0.0	0.0	bc1015	Ca2+
bc1015##BIOT##Microbe##O2_e0	-0.00043003978382483913	-0.00043003978382483913	0.004315844591533264	0.0	0.0	bc1015	BIOT
bc1015##Formate##Microbe##O2_e0	-0.0004300397838248277	-0.0004300397838248277	0.004315844591515923	0.0	0.0	bc1015	Formate
bc1015##CO2##Microbe##O2_e0	1.1067833153116753	1.1067833153116753	-0.07166874130974568	0.0	0.0	bc1015	CO2
bc1015##L-Tryptophan##Microbe##O2_e0	-0.007233625019410791	-0.007233625019410791	0.07259607736594494	0.0	0.0	bc1015	L-Tryptophan
bc1015##TTP##Microbe##O2_e0	-0.0026700412615186827	-0.0026700412615186827	0.026796318785024465	0.0	0.0	bc1015	TTP
bc1015##Arsenite##Microbe##O2_e0	-0.00021501989191276998	-0.00021501989191276998	0.002157922295735792	0.0	0.0	bc1015	Arsenite
bc1015##Sulfate##Microbe##O2_e0	-0.0004300397838266395	-0.0004300397838266395	0.004315844591436684	0.0	0.0	bc1015	Sulfate
bc1015##Oxidized glutathione##Microbe##O2_e0	-0.00021501989191231738	-0.00021501989191231738	0.002157922295732528	0.0	0.0	bc1015	Oxidized glutathione
bc1015##L-Threonine##Microbe##O2_e0	-0.03234658735093933	-0.03234658735093933	0.3246277421834686	0.0	0.0	bc1015	L-Threonine
bc1015##L-Histidine##Microbe##O2_e0	-0.012147030692968859	-0.012147030692968859	0.12190662048246888	0.0	0.0	bc1015	L-Histidine
bc1015##Cl-##Microbe##O2_e0	-0.0004300397838256223	-0.0004300397838256223	0.004315844591535791	0.0	0.0	bc1015	Cl-
bc1015##Pyridoxal##Microbe##O2_e0	-0.00043003978382489866	-0.00043003978382489866	0.004315844591561663	0.0	0.0	bc1015	Pyridoxal
bc1015##S-Adenosyl-L-methionine##Microbe##O2_e0	-0.0012901193514664798	-0.0012901193514664798	0.01294753377384693	0.0	0.0	bc1015	S-Adenosyl-L-methionine
bc1015##Folate##Microbe##O2_e0	-0.0012901193514675555	-0.0012901193514675555	0.0129475337744876	0.0	0.0	bc1015	Folate
bc1015##L-Phenylalanine##Microbe##O2_e0	-0.023679885676742753	-0.023679885676742753	0.23764942307525952	0.0	0.0	bc1015	L-Phenylalanine
bc1015##Deoxyguanosine##Microbe##O2_e0	-0.00043003978382804203	-0.00043003978382804203	0.004315844591494225	0.0	0.0	bc1015	Deoxyguanosine
bc1015##Myristic acid##Microbe##O2_e0	-0.0129848914350911	-0.0129848914350911	0.13031532332467885	0.0	0.0	bc1015	Myristic acid
bc1015##TRHL##Microbe##O2_e0	-0.009077168470639434	-0.009077168470639434	0.09109773077703635	0.0	0.0	bc1015	TRHL
bc1015##D-Arabinose##Microbe##O2_e0	-0.011498512473358454	-0.011498512473358454	0.11539814392825358	0.0	0.0	bc1015	D-Arabinose
bc1015##UMP##Microbe##O2_e0	-0.01434989625991365	-0.01434989625991365	0.1440144016702939	0.0	0.0	bc1015	UMP
bc1015##NADP##Microbe##O2_e0	-0.000860079567645548	-0.000860079567645548	0.008631689183009094	0.0	0.0	bc1015	NADP
