,Community_Size,MetConSIN_Time,Direct_Time,MetConSIN_EndTIme,Direct_EndTIme,Average_Microbe_Difference,Average_Metabolite_Difference,Max_Microbe_Diff,Max_Metabolite_Diff
0,3,65.78287386894226,795.8083188533783,2.0,1.83,0.04654721094308042,0.0029705066034899142,0.07599477323946668,447.8627996253598
1,3,34.4441180229187,799.5744121074677,2.0,1.99,3.633506420661046e-05,-8.967334090010264e-05,0.0005095463300271527,493.48646484184883
2,2,40.11964011192322,451.4358730316162,2.0,1.99,0.023505817881449155,-0.006925702109197245,0.027779516301918026,2004.8153032591747
3,3,43.69562125205994,886.8631846904755,2.0,1.99,0.0006381650269010705,0.0006965900537332584,0.0012516370564672453,102.03891358454833
4,3,42.845921993255615,814.1510820388794,2.0,1.99,0.0027979355674259236,0.0007190466396593682,0.006252818607086088,1.4500559647016065
5,3,67.52504396438599,764.5183010101318,2.0,1.99,0.05250706898325188,0.006004327781740282,0.08379920370924028,135.15172832579765
6,3,42.73649191856384,744.7272999286652,2.0,1.49,0.0002554031572099124,-0.00013830658324647153,0.0010305974153701956,41.85119324711308
7,3,38.09433174133301,822.590460062027,2.0,1.99,5.001899662531076e-05,-2.1011971621419205e-05,0.000797928952791035,143.65476532669737
8,2,19.558767080307007,537.4940559864044,2.0,1.99,4.549409096245285e-05,0.0039721513345865244,0.0006912366451400238,5150.098550617584
9,2,21.027856826782227,494.5219190120697,1.5541324502989784,1.5,0.00038334092243079887,-9.425329893153573e-05,0.0010370005978145884,19.736611953917492
10,2,28.42399311065674,500.0318007469177,1.5430565966421592,1.49,0.0003716173189264809,-0.0003043015872292793,0.0010348027135900968,6.298718743144207
11,4,58.6935179233551,1095.2453031539917,1.524605618495382,1.99,0.002576299170280609,0.000410968589358036,0.00615997514049656,14.012180072838753
12,4,60.729089975357056,1101.9171268939972,2.0,1.99,0.000641594053094789,0.0004301339277695,0.0015744108830600871,1.236166207442301
13,3,35.50274205207825,757.2264108657837,2.0,1.99,3.8114285560594405e-05,0.00033650234307711167,0.0005194782864658593,11.878966512725395
14,3,59.18014621734619,768.4290208816528,2.0,1.99,0.05684704888724831,0.004944764190116564,0.08394013708907525,29.290525476799512
15,2,34.815934896469116,452.6392090320587,2.0,1.23,0.009627872214956954,0.006245489298066941,0.021774574383344514,3754.2629264228326
16,4,95.1232099533081,1017.9890921115875,2.0,1.5,0.017492165881311396,0.0013818626378935888,0.04601333017013754,1180.7376421073275
17,4,49.74967670440674,1072.4132471084595,1.3390935804857516,1.94,2.6865484241573348e-05,0.0002995027164425234,0.0005817389219091013,1.223277498645204
18,4,44.890466928482056,1073.431167125702,1.3336732503597484,1.99,0.00023130135418418637,0.0003014205339613302,0.0012536691427961998,1.2355087401892835
19,4,43.64574098587036,1043.1892008781433,1.27211421953931,1.49,0.0003184238060010868,0.00036060426858372925,0.001493962896039256,3.029375193319524
20,2,28.786041975021362,527.3863952159882,1.5327125300665057,1.99,0.00039280656074156374,0.0003078022970552237,0.0010345908138104927,17.45296815135715
21,4,60.563302755355835,1115.588368177414,1.4077460004018805,1.99,0.0021928404383149574,9.638770558154341e-05,0.006148659445265315,36.74940434967255
22,2,20.163635969161987,490.99321031570435,1.5156836962840197,1.99,4.781404720988895e-05,-0.00027094141945702274,0.0006962382101087857,23.105073837107952
