	0.0000-0.0000	0.0000-0.0006	0.0006-0.0057	0.0058-0.0058	0.0058-0.0060	0.0060-0.0097	0.0097-0.0103	0.0110-0.0123	0.0123-0.0124	0.0124-0.0126	0.0126-0.0128	0.0128-0.0128	0.0128-0.0131	0.0131-0.0132	0.0132-0.0163	0.0164-0.0173	0.0175-0.0177	0.0177-0.0178	0.0178-0.0180	0.0181-0.0181	0.0181-0.0318	0.0333-0.0333	0.0404-0.0432	0.0457-0.0459	0.0459-0.0470	0.0528-0.1927	0.1927-0.2431	0.2555-0.2772	0.2772-1.5905	1.5905-1.6150	1.6150-1.6153	1.6153-6.0477	6.0477-6.0526	6.0526-6.0530	6.0530-6.0804	6.0804-6.1199	6.1199-6.1255	6.1255-20.0000	Source	Target
Turicimonas_muris_YL45##Limosilactobacillus_reuteri_I49##PAN	-96.7961465218235	-96.79614652185298	-96.79614652177905	-96.79614651717739	-96.79614652575864	-96.7961465220253	-96.79614652157719	-96.7961465215118	-96.79614652116379	-96.79614652110784	-96.79614652105198	-96.79614652048336	-96.79614651929596	-96.79614652291333	-96.7961465236609	-96.79614652124032	-96.79614652166407	-96.79614652166987	-96.79614652132112	-96.79614652190996	-96.7961465211268	-96.79614651738359	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	Turicimonas_muris_YL45	Limosilactobacillus_reuteri_I49
Limosilactobacillus_reuteri_I49##Turicimonas_muris_YL45##Riboflavin	-126.68907411746517	-126.68907411739663	-126.6890741173966	-126.68907411739733	-126.6890741173959	-126.68907411739652	-126.68907411739646	-126.68907411739654	-126.68907411739619	-126.68907411739619	-126.68907411739622	-126.68907411739652	-126.68907411739626	-126.68907411739643	-126.68907411739637	-126.68907411739634	-126.68907411739575	-126.6890741173968	-126.68907411739627	-19183.0520958221	179.9793249558087	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	Limosilactobacillus_reuteri_I49	Turicimonas_muris_YL45
Turicimonas_muris_YL45##Limosilactobacillus_reuteri_I49##L-Asparagine-e0.O2-e0.Spermidine-e0.D-Glyceraldehyde-e0.Pyruvate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	-1.4620013834475	0	0	0	0	0	0	0	0	0	0	0	0.0	0	Turicimonas_muris_YL45	Limosilactobacillus_reuteri_I49
Turicimonas_muris_YL45##Limosilactobacillus_reuteri_I49##Spermidine-e0.Putrescine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	1231.3273908078393	0	Turicimonas_muris_YL45	Limosilactobacillus_reuteri_I49
