	Avg_bc1015	Var_bc1015	Avg_bc1008	Var_bc1008	Avg_bc1003	Var_bc1003	Avg_bc1016	Var_bc1016	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.12695610313552333	0.014407682552840842	0.05169188704250981	2.986508234209438e-05	0.14116306498600178	0.01740207322719647	0.05169188667103855	2.9865081912857993e-05	3.598881020416812	0.14476178224701045	2.812874186862425	0.9737404274630204	6.411755207279237	1.3447929251945092	bc1003.bc1008.bc1015.bc1016	1	bc1008.bc1016.bc1008.bc1015.bc1016.bc1003.bc1008.bc1015.bc1016	3	bc1008.bc1016bc1003.bc1008.bc1015.bc1016.bc1008.bc1015.bc1016bc1003.bc1008.bc1015.bc1016.bc1003.bc1008.bc1015.bc1016bc1003.bc1008.bc1015.bc1016	3
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1003.bc1015	1		1	bc1003.bc1015	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1003.bc1015	1		1	bc1003.bc1015	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.699160765312609	0.08142850251394337	0.0	0.0	2.699160765312609	0.08142850251394337	bc1008.bc1015.bc1016	1		1	bc1008.bc1015.bc1016	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1003.bc1015	1		1	bc1003.bc1015	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.899720255104203	0.009047611390438153	0.0	0.0	0.899720255104203	0.009047611390438153	bc1003	1		1	bc1003	1
O2	0.06015950088955331	0.005346320072265257	0.0	0.0	0.06012342755298723	0.005220140898114406	0.0	0.0	3.598881020416812	0.14476178224701045	0.7860487615212214	0.8922647552828666	4.384929781938034	1.1002627595696306	bc1003.bc1008.bc1015.bc1016	1	bc1003.bc1015.	2	bc1003.bc1015bc1003.bc1008.bc1015.bc1016.bc1003.bc1008.bc1015.bc1016	2
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1003.bc1015	1		1	bc1003.bc1015	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1003.bc1015	1		1	bc1003.bc1015	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.799440510208406	0.03619044556175261	0.0	0.0	1.799440510208406	0.03619044556175261	bc1008.bc1016	1		1	bc1008.bc1016	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.598881020416812	0.14476178224701045	0.0	0.0	3.598881020416812	0.14476178224701045	bc1003.bc1008.bc1015.bc1016	1		1	bc1003.bc1008.bc1015.bc1016	1
