	0.0000-0.0020	0.0084-0.0084	0.0084-0.0085	0.0085-0.0086	0.0086-0.0087	0.0087-0.0254	0.0329-0.0337	0.0337-0.0348	0.0463-0.0464	0.0464-0.0495	0.0495-0.0497	0.0497-0.0498	0.0498-0.0499	0.0499-0.0499	0.0499-0.0522	0.0622-0.0750	0.0750-0.0750	0.0750-0.0751	0.0751-0.0752	0.0752-0.1059	0.1059-0.1133	0.1133-0.1195	0.1195-0.1205	0.1205-0.1453	0.1453-0.1453	0.1453-0.1454	0.1454-0.1879	0.1879-0.2089	0.2091-0.2162	0.2164-0.2410	0.2410-0.2700	0.2700-0.3483	0.3483-0.3483	0.3483-0.4735	0.4735-0.5060	0.5060-0.5077	0.5077-0.5130	0.5130-0.5600	0.5600-0.5814	0.5814-0.5818	0.5818-0.8009	0.8011-0.8014	0.8014-0.8091	0.8091-0.8091	0.8091-0.9883	1.0265-1.0833	1.0833-1.0838	1.0838-18.3854	18.3854-20.0000	Source	Target
Puryvate##H2O-e0##Flavonifractor_plautii_YL31	0.5882352941167435	0.0	1.2000000000034505	-1.5000000000067906	0.0	0.0	-0.5000000000001801	-0.9999999999981048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000006672	3.0000000000066205	0.0	0.0	Puryvate	H2O-e0
Putrescine-e0##CO2-e0##Flavonifractor_plautii_YL31	-0.9411764705875835	-1.0000000000000733	-1.0000000000000635	-1.0000000000000449	-1.0000000000000269	-1.0000000000000235	-1.0000000000000167	-1.0000000000000293	0.0	-0.999999999999996	-1.0000000000000535	-0.9999999999999893	-0.9999999999999889	-0.9999999999999892	-0.9999999999999932	-0.999999999999994	-0.9999999999999887	-0.9999999999999821	-0.9999999999999912	-1.000000000000072	0.0	0.9999999999875331	-0.9999999999977289	-0.9999999999997955	-1.0000000000003806	-0.9999999999997247	-1.0000000000000655	-1.0000000000002505	-3.0000000000599925	-2.0000000000189253	-4.000000000174249	-1.0000000000009281	-1.0000000000001372	-1.000000000000634	-1.0000000000007219	-0.9999999999996211	-1.0000000000007845	-1.0000000000001585	-1.000000000000155	-1.000000000000161	-1.0000000000001694	-1.0000000000001619	-1.0000000000001643	-1.000000000000167	-1.0000000000006	-1.0000000000008484	-1.0000000000016838	-0.9999999999998482	0.0	Putrescine-e0	CO2-e0
Spermidine-e0##CO2-e0##Flavonifractor_plautii_YL31	-2.823529411764693	-1.3333333333327924	-0.9999999999998076	-0.5000000000001354	-1.0000000000002023	-1.0000000000001654	-1.0000000000000941	-1.000000000000087	-2.000000000018727	-1.0000000000003648	-2.0000000000041522	-1.0000000000003841	-1.0000000000003662	-1.000000000000392	-1.0000000000003806	-1.0000000000005815	-1.0000000000006912	-1.0000000000005755	-1.0000000000004465	-2.000000000002931	-2.0000000000089586	-3.000000000030909	-0.9999999999892362	-0.9999999999872952	-3.000000000027599	-0.9999999999882788	-2.000000000004218	-3.0000000000083773	-11.000000000296744	-8.00000000013149	-14.000000000682451	-3.0000000000081157	-2.000000000000222	-3.0000000000037548	-3.0000000000106026	-0.9999999999969874	-3.000000000008266	-2.0000000000016946	-2.0000000000017075	-2.000000000002116	-2.0000000000021148	-2.0000000000014517	-2.0000000000015836	-2.0000000000021387	-2.3333333333407964	-3.0000000000138884	-5.0000000000369225	-0.9999999999994699	0.0	Spermidine-e0	CO2-e0
Folate-e0##CO2-e0##Flavonifractor_plautii_YL31	-4.4117647058832175	-3.3333333333318396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49999999999922673	-0.33333333333524506	-29.000000000848722	-15.500000000277984	-41.50000000233053	0.0	1.0000000000022513	0.0	0.0	2.000000000003032	0.0	1.0000000000000997	0.9999999999991174	0.9999999999948199	0.999999999995073	1.000000000001279	0.999999999999822	0.9999999999949877	-2.333333333353119	-2.0000000000196163	-8.000000000060915	3.9999999999973133	3.9999999999974505	Folate-e0	CO2-e0
Riboflavin##CO2-e0##Flavonifractor_plautii_YL31	1573.3040459814863	-119.93137178519626	-83.72380797480874	-29.412462259217296	-19.431893829243656	-19.431893829238454	-19.431893829300616	-19.431893829306656	1848.2898055915143	9.5576793392238	374.946168013108	28.789520362829304	28.789520362820568	28.789520362827155	28.789520362829638	28.789520362807675	28.789520362836484	28.78952036278764	28.789520362743502	372.97995934284626	1333.7270366901357	3565.981686329761	-1142.5604869242504	-1142.5604869283743	1880.9297465972827	-1132.015432481242	372.95715705255856	835.5847422150829	6652.835440604814	4221.790556570626	9192.192664589988	876.896733197104	243.24736256040833	875.8967331944111	875.8967331988255	-389.4020080735079	871.9423377803797	241.2701648528884	241.27016485310787	241.27016485387574	241.27016485384684	241.2701648527255	241.27016485297148	239.29296714528985	838.6412946496794	977.8330075108923	2467.9265942070783	-224.10376954517494	-224.10376954517537	Riboflavin	CO2-e0
Puryvate##CO2-e0##Flavonifractor_plautii_YL31	0.7058823529419295	0.0	0.9999999999998995	2.4999999999998703	0.9999999999998572	0.9999999999999448	0.999999999999957	0.9999999999999775	0.0	0.9999999999999789	0.49999999999997824	1.0000000000000502	1.0000000000000686	1.000000000000061	1.00000000000006	0.9999999999998521	0.9999999999997886	0.999999999999859	0.9999999999999171	0.49999999999929606	-0.9999999999918865	-1.9999999999847125	0.9999999999971861	1.000000000000307	0.0	0.9999999999997188	0.5000000000000091	0.0	-2.0000000000532316	-1.5000000000243647	-2.500000000119403	0.0	0.5000000000013636	0.0	0.0	0.9999999999990292	0.0	0.5000000000006231	0.5000000000005331	0.5000000000003226	0.5000000000003069	0.5000000000006368	0.5000000000005713	0.5000000000003217	0.33333333333435883	0.0	-1.0000000000051914	0.9999999999991359	0.9999999999991365	Puryvate	CO2-e0
O2-e0##O2-e0##Flavonifractor_plautii_YL31	-1.0	-1.0000000000000002	-1.0000000000000016	-1.0000000000000007	-1.0000000000000007	-1.0000000000000018	-0.9999999999999996	-1.0000000000000004	-1.0000000000000007	-0.999999999999999	-1.0000000000000013	-1.0000000000000009	-1.0000000000000004	-0.9999999999999988	-1.0000000000000007	-1.0000000000000004	-1.0000000000000002	-1.0000000000000002	-0.9999999999999984	-0.9999999999999994	-0.9999999999999998	-0.999999999999999	-1.0000000000000016	-0.9999999999999982	-1.0000000000000004	-1.0000000000000009	-0.9999999999999992	-0.9999999999999991	-0.9999999999999998	-1.0000000000000002	-1.0000000000000002	-1.000000000000001	-1.0000000000000004	-1.0000000000000002	-0.9999999999999992	-1.0000000000000002	-0.9999999999999993	-0.9999999999999994	-1.000000000000003	-1.0000000000000004	-1.0000000000000007	-1.0000000000000022	-1.0000000000000013	-0.9999999999999987	-1.0	-1.0000000000000002	-1.000000000000001	0.0	0.0	O2-e0	O2-e0
Putrescine-e0##Urea-e0##Flavonifractor_plautii_YL31	-1.0000000000000033	-1.0000000000000029	-1.0000000000000044	-1.000000000000004	-1.0000000000000033	-1.0000000000000042	-1.0000000000000044	-1.0000000000000033	-1.000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999875808	1.9999999999836127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	Urea-e0
Spermidine-e0##Urea-e0##Flavonifractor_plautii_YL31	-1.0000000000000016	-1.0000000000000084	-1.0000000000000078	-1.0000000000000056	-1.0000000000000044	-1.000000000000007	-1.0000000000000098	-1.000000000000005	-1.0000000000000002	-2.000000000012544	-1.0000000000148896	0.0	0.0	0.0	0.0	0.0	1.9999999999951121	-2.0000000000149374	0.0	-1.0000000000098643	-1.0000000000156974	-2.00000000003987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Urea-e0
Riboflavin##Urea-e0##Flavonifractor_plautii_YL31	0.9999999999967697	1.0000000000002425	1.0000000000005964	1.0000000000002833	1.0000000000003029	1.0000000000007168	1.0000000000007845	0.9999999999989699	0.9999999999914214	1839.7321262412745	1474.3436375695846	1128.1869899182736	1128.1869899189774	1128.1869899190826	1128.186989918301	1128.1869899174862	363.24149291381275	1854.0642869474298	1135.7776489426535	1479.9680879228808	2440.7151652646176	4672.969814908546	-35.5723583419884	-35.572358342127465	-35.572358342319504	-35.572358342072555	-35.572358342065016	-35.57235834204762	-35.572358342953805	-35.57235834258535	-35.572358343867926	-35.57235834207416	-35.57235834192862	-35.572358341971054	-35.57235834215205	-35.572358342027414	-35.572358342085955	-35.57235834204744	-35.57235834208499	-35.572358342166574	-35.57235834216129	-35.57235834197074	-35.57235834201439	-35.57235834217934	-35.57235834217784	-35.57235834221982	-35.57235834224761	-35.572358341941516	-35.572358341941296	Riboflavin	Urea-e0
Putrescine-e0##H2-e0##Flavonifractor_plautii_YL31	0.11764705882473896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000000000009341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	H2-e0
Spermidine-e0##H2-e0##Flavonifractor_plautii_YL31	-2.6470588235289823	1.666666666668812	1.3000000000018312	2.000000000002093	1.5000000000012215	1.0000000000016045	1.0000000000048392	2.0000000000059344	0.0	2.000000000004894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000000000005818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0000000000084666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H2-e0
Folate-e0##H2-e0##Flavonifractor_plautii_YL31	-7.8235294117654055	3.666666666672226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000000000005138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	H2-e0
O2-e0##H2-e0##Flavonifractor_plautii_YL31	-1.9999999999988072	0.6666666666675858	-0.8000000000014753	2.000000000001282	0.0	-1.9999999999998666	0.0	-1.9999999999993017	2.0000000000123883	-1.9999999999983344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9999999999989977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.000000000002829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H2-e0
Riboflavin##H2-e0##Flavonifractor_plautii_YL31	2813.380817430725	-337.65491695473537	-377.4832371462347	-301.4473531443342	-291.46678471434655	-261.9521162997519	-487.3452818672553	-761.6313646717161	2973.8120341665335	-703.6522183337339	27.124759013186633	27.124759013171314	27.124759013212632	27.12475901321631	27.124759013172962	27.12475901315567	27.12475901317736	-718.2866380041277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1265.2987412691689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H2-e0
Puryvate##H2-e0##Flavonifractor_plautii_YL31	-0.5882352941162367	2.000000000000863	0.8999999999991323	3.000000000001151	1.4999999999988733	0.0	0.5000000000000537	0.9999999999993314	-1.0000000000041154	0.9999999999987845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000001681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999962014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Puryvate	H2-e0
Riboflavin##L-Phenylalanine##Flavonifractor_plautii_YL31	-22.280195972103506	-22.280195972234335	-22.280195972238904	-22.280195972232946	-22.280195972231613	-22.280195972233855	-22.280195972284332	-22.28019597226951	-22.280195972375953	-22.280195972241465	-22.2801959722676	-22.280195972245256	-22.28019597226156	-22.280195972263666	-22.280195972245792	-22.280195972229517	-22.280195972233837	-22.280195972178188	-22.280195972161682	-22.280195972167874	-22.280195972060866	-22.280195972164677	-22.280195972203515	-22.28019597228748	-22.280195972383638	-22.28019597225885	-22.28019597225305	-22.28019597224388	-22.280195972787347	-22.280195972571224	-22.28019597335225	-22.280195972253374	-22.28019597216194	-22.280195972188324	-22.28019597230157	-22.280195972224444	-22.280195972258873	-22.280195972237458	-22.280195972259268	-22.28019597230956	-22.280195972306412	-22.280195972193503	-22.28019597221747	-22.28019597231432	-22.280195972318698	-22.280195972344245	-22.280195972365345	-22.2801959721718	-22.28019597217173	Riboflavin	L-Phenylalanine
Riboflavin##L-Tryptophan##Flavonifractor_plautii_YL31	-6.835969218712972	-6.835969218754676	-6.83596921875604	-6.8359692187542285	-6.835969218753789	-6.835969218754431	-6.835969218769678	-6.835969218764765	-6.835969218802124	-6.835969218757628	-6.835969218765958	-6.835969218760266	-6.83596921876637	-6.83596921876701	-6.835969218760462	-6.835969218755398	-6.835969218754635	-6.835969218738952	-6.835969218733692	-6.835969218735351	-6.835969218704351	-6.835969218741509	-6.835969218742837	-6.835969218769754	-6.835969218806656	-6.835969218760836	-6.835969218758746	-6.835969218755632	-6.835969218926639	-6.835969218857612	-6.8359692191025845	-6.835969218759437	-6.835969218730726	-6.835969218739562	-6.835969218775058	-6.835969218749571	-6.835969218762644	-6.835969218754119	-6.8359692187610195	-6.835969218777707	-6.835969218777186	-6.8359692187421945	-6.835969218750946	-6.8359692187803835	-6.8359692187794305	-6.835969218787089	-6.8359692187945145	-6.83596921873466	-6.835969218734658	Riboflavin	L-Tryptophan
Riboflavin##Riboflavin##Flavonifractor_plautii_YL31	-1.0000000000000149	-0.9999999999999689	-0.9999999999999661	-1.0000000000000127	-1.000000000000007	-1.0000000000000089	-0.999999999999989	-0.9999999999999948	-0.9999999999999464	-0.9999999999999504	-0.999999999999943	-0.9999999999999126	-0.9999999999999578	-1.0000000000000147	-0.9999999999999075	-0.9999999999999403	-0.9999999999999808	-0.9999999999999502	-0.9999999999999218	-1.0000000000000198	-0.9999999999998902	-0.9999999999993663	-1.000000000000079	-1.0000000000001388	-1.0000000000004288	-0.9999999999999427	-0.9999999999999896	-0.9999999999999973	-1.0000000000000273	-0.9999999999996783	-0.9999999999994972	-1.0000000000004658	-0.9999999999991939	-0.9999999999996424	-0.9999999999999726	-1.0000000000004958	-1.000000000000059	-1.0000000000000284	-1.0000000000000575	-1.0000000000000406	-0.9999999999999378	-0.9999999999999926	-0.9999999999999313	-0.9999999999999684	-1.0000000000000544	-1.000000000000007	-0.9999999999999258	-0.9999999999999317	-0.9999999999999359	Riboflavin	Riboflavin
Riboflavin##Niacin##Flavonifractor_plautii_YL31	-0.9999999999982634	-0.9999999999872652	-0.9999999999871636	-0.9999999999870274	-0.999999999986882	-0.999999999987228	-0.999999999987838	-0.9999999999874196	-0.9999999999585961	-0.9999999999856494	-0.9999999999814996	-0.9999999999887672	-0.9999999999942434	-0.9999999999943582	-0.9999999999890641	-0.9999999999892215	-0.9999999999842024	-0.999999999982252	-0.9999999999828072	-0.9999999999811929	-0.9999999999875705	-0.9999999999972919	-0.9999999999751861	-0.9999999999689655	-0.9999999999415067	-0.999999999999923	-0.999999999986539	-0.9999999999919681	-1.0000000000621645	-1.0000000000010993	-1.0000000000717055	-0.9999999999934338	-0.9999999999886494	-0.999999999985109	-0.9999999999889544	-0.9999999999914775	-0.9999999999919679	-0.9999999999933277	-0.9999999999926774	-0.9999999999682684	-0.9999999999680629	-0.9999999999911015	-0.9999999999938378	-0.9999999999949608	-0.9999999999886573	-0.9999999999884503	-0.9999999999977393	-0.9999999999855108	-0.9999999999854945	Riboflavin	Niacin
Riboflavin##PAN##Flavonifractor_plautii_YL31	-1.000000000003412	-0.9999999999854512	-0.9999999999851985	-0.9999999999855463	-0.9999999999855164	-0.999999999985635	-0.9999999999889072	-0.9999999999865052	-1.00000000002247	-0.9999999999785292	-0.9999999999861764	-0.9999999999851047	-0.9999999999878507	-0.9999999999879979	-0.9999999999853582	-0.9999999999831239	-0.9999999999849892	-0.9999999999740208	-0.9999999999746034	-0.9999999999742597	-0.9999999999539775	-0.9999999999513612	-0.9999999999903718	-0.9999999999964932	-0.9999999999716334	-0.9999999999871413	-0.9999999999949499	-0.9999999999946324	-1.0000000000044555	-1.0000000000206968	-1.0000000000490759	-0.9999999999912879	-0.9999999999944954	-0.9999999999910777	-0.9999999999978857	-0.9999999999933207	-0.9999999999895782	-0.999999999996999	-0.999999999991258	-0.9999999999956508	-0.9999999999955834	-0.9999999999813463	-0.9999999999896088	-0.9999999999977536	-0.9999999999942075	-0.9999999999959419	-0.9999999999981743	-0.999999999981098	-0.9999999999810717	Riboflavin	PAN
Puryvate##Puryvate##Flavonifractor_plautii_YL31	-1.0	-1.0000000000000013	-0.9999999999999993	-1.0	-0.9999999999999996	-1.0000000000000002	-1.0	-1.0	-0.9999999999999996	-1.0000000000000004	-0.9999999999999991	-1.0000000000000004	-0.9999999999999996	-1.0000000000000007	-0.9999999999999982	-0.9999999999999996	-0.9999999999999991	-1.0	-0.9999999999999996	-0.9999999999999998	-0.9999999999999993	-0.9999999999999993	-1.0000000000000007	-1.0000000000000002	-0.9999999999999998	-1.0	-0.9999999999999996	-1.0000000000000009	-1.000000000000001	-0.9999999999999998	-0.9999999999999998	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-1.0000000000000004	-1.0000000000000002	-1.0	-1.0000000000000007	-1.0000000000000007	-1.0000000000000002	-0.9999999999999991	-1.0	-1.0000000000000004	-1.0	-0.9999999999999993	-0.9999999999999998	-1.0	-1.0000000000000004	-0.9999999999999993	Puryvate	Puryvate
Spermidine-e0##H2O-e0##Acutalibacter_muris_KB1	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.500000000002897	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	-2.16666666666676	0.0	Spermidine-e0	H2O-e0
L-Lactate-e0##H2O-e0##Acutalibacter_muris_KB1	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333340284	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	-0.3333333333322695	L-Lactate-e0	H2O-e0
Thiamine##H2O-e0##Acutalibacter_muris_KB1	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.9444444444440452	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	-1.944444444455527	Thiamine	H2O-e0
Pyridoxal##H2O-e0##Acutalibacter_muris_KB1	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4117.544257978498	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	-4118.210924635224	Pyridoxal	H2O-e0
Puryvate##H2O-e0##Acutalibacter_muris_KB1	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.33333333333579734	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	-0.3333333333347582	Puryvate	H2O-e0
Thiamine##Glycine-e0##Acutalibacter_muris_KB1	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333334194	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	1.3333333333331043	Thiamine	Glycine-e0
Pyridoxal##Glycine-e0##Acutalibacter_muris_KB1	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.2042819332184	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	-109.20428193296036	Pyridoxal	Glycine-e0
Pyridoxal##Phosphate-e0##Acutalibacter_muris_KB1	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	-259.7283712382796	Pyridoxal	Phosphate-e0
Spermidine-e0##D-Glucose-e0##Acutalibacter_muris_KB1	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.49999999999753886	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.16666666666670443	0.0	Spermidine-e0	D-Glucose-e0
