	0.0000	2.2106	9.7133	12.8797	15.5592	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	6.000000000441673	-682.1171616506398	0.0	23.999999989289563	0.0	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	3.2795988147427124e-13	-0.500000000003316	0.0	5.091482790930968e-13	0.0	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##Phosphate-e0##Microbe	9.951861557055963e-11	-127.4577549612392	0.0	4.2933834265568294e-10	0.0	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	2.162181544917985e-11	-26.584324739799516	0.0	6.686207143502543e-12	0.0	Turicimonas_muris_YL45	L-Proline-e0
Acutalibacter_muris_KB1##Ca2+-e0##Microbe	0.0	0.0	4.9611426078399745e-12	0.0	-4.28967972254668e-12	Acutalibacter_muris_KB1	Ca2+-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	-9.626432984077837e-11	-126.68907411739079	0.0	0.0	0.0	Riboflavin	Turicimonas_muris_YL45
Acutalibacter_muris_KB1##PAN##Microbe	0.0	0.0	4.973355061110851e-12	0.0	-1.1458389792551316e-11	Acutalibacter_muris_KB1	PAN
Acutalibacter_muris_KB1##Fe2+-e0##Microbe	0.0	0.0	1.5635492900401005e-11	0.0	-1.7474022229180264e-11	Acutalibacter_muris_KB1	Fe2+-e0
Turicimonas_muris_YL45##carbonate##Microbe	1.9605295165092684e-10	-272.08718789065415	0.0	2.040565050265286e-09	0.0	Turicimonas_muris_YL45	carbonate
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	2.347988470319251e-11	-28.989573168634653	0.0	2.5423929628232145e-10	0.0	Turicimonas_muris_YL45	L-Asparagine-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe	0.0	0.0	1.9231549686082872e-10	0.0	-1.1333156635373598e-10	Acutalibacter_muris_KB1	L-Lysine-e0
Acutalibacter_muris_KB1##Niacin##Microbe	0.0	0.0	5.133005132051949e-12	0.0	-6.492784088152348e-11	Acutalibacter_muris_KB1	Niacin
Turicimonas_muris_YL45##fe3-e0##Microbe	7.528866419193037e-12	-0.9241112603365329	0.0	1.6016077353242508e-12	0.0	Turicimonas_muris_YL45	fe3-e0
Acutalibacter_muris_KB1##Zn2+-e0##Microbe	0.0	0.0	-7.224665310445744e-12	0.0	-2.961519918187605e-11	Acutalibacter_muris_KB1	Zn2+-e0
Acutalibacter_muris_KB1##Riboflavin##Microbe	0.0	0.0	8.15880696336535e-12	0.0	3.872457909892546e-13	Acutalibacter_muris_KB1	Riboflavin
Turicimonas_muris_YL45##L-Threonine-e0##Microbe	3.0951241569709964e-11	-75.99313011423915	0.0	6.104130534367869e-10	0.0	Turicimonas_muris_YL45	L-Threonine-e0
Acutalibacter_muris_KB1##L-Tryptophan##Microbe	0.0	0.0	3.462119479991088e-11	0.0	-1.389821591146756e-11	Acutalibacter_muris_KB1	L-Tryptophan
Turicimonas_muris_YL45##Sulfate-e0##Microbe	5.570210959149335e-12	-0.9241112603124411	0.0	-8.593068479001431e-10	0.0	Turicimonas_muris_YL45	Sulfate-e0
Turicimonas_muris_YL45##Cl--e0##Microbe	7.175371408152387e-13	-0.9241112603314938	0.0	1.7208456881689926e-13	0.0	Turicimonas_muris_YL45	Cl--e0
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe	0.0	0.0	4.956746124662459e-11	0.0	-3.531752668095578e-11	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Cysteine-e0##Microbe	0.0	0.0	6.121148032889323e-11	0.0	-3.9115377603593515e-11	Acutalibacter_muris_KB1	L-Cysteine-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe	0.0	0.0	1.7763568394002505e-15	0.9999999999999996	0.0	Acutalibacter_muris_KB1	Spermidine-e0
Acutalibacter_muris_KB1##L-Phenylalanine##Microbe	0.0	0.0	1.0513190318306442e-10	0.0	-5.633182809106074e-11	Acutalibacter_muris_KB1	L-Phenylalanine
Acutalibacter_muris_KB1##H2O-e0##Microbe	-0.33333333333303017	0.0	1.1059455573558807e-08	2.5	5008.907605376111	Acutalibacter_muris_KB1	H2O-e0
Turicimonas_muris_YL45##Ca2+-e0##Microbe	7.277511926417901e-13	-0.9241112603285397	0.0	-1.4988010832439613e-13	0.0	Turicimonas_muris_YL45	Ca2+-e0
Turicimonas_muris_YL45##Mg##Microbe	5.840883332552949e-13	-0.9241112603303587	0.0	1.638689184346731e-13	0.0	Turicimonas_muris_YL45	Mg
Turicimonas_muris_YL45##PAN##Microbe	-3.1530333899354446e-14	-1.0000000000607467	0.0	1.2634338020234281e-12	0.0	Turicimonas_muris_YL45	PAN
Turicimonas_muris_YL45##Fe2+-e0##Microbe	-5.07172082109264e-12	-1.9241112603210069	0.0	9.947598300641403e-14	0.0	Turicimonas_muris_YL45	Fe2+-e0
Turicimonas_muris_YL45##L-Methionine-e0##Microbe	1.688604811533878e-11	-18.98243529534255	0.0	4.891234084425378e-10	0.0	Turicimonas_muris_YL45	L-Methionine-e0
