	0.0000-0.0012	0.0012-0.0727	0.0727-0.0728	0.0732-4.2025	4.3444-4.3555	4.3555-4.5647	4.5647-4.5652	4.5652-4.7458	4.9689-5.1608	5.1608-12.2919	12.2919-20.0000	Source	Target
PAN##Phosphate-e0##Bacteroides_caecimuris_I48	-127.45775495898921	-127.45775495902124	-127.45775495792736	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	PAN	Phosphate-e0
PAN##Mn2+-e0##Bacteroides_caecimuris_I48	-0.9241112603168885	-0.9241112603170236	-0.92411126030749	-0.9241112603064634	-0.9241112603064634	-0.9241112603064634	-0.9241112603064634	-0.9241112603064634	-0.9241112603064634	-0.9241112603064634	-0.9241112603064634	PAN	Mn2+-e0
PAN##Zn2+-e0##Bacteroides_caecimuris_I48	-0.9241112603162648	-0.9241112603161651	-0.9241112603065029	-0.9241112603053329	-0.9241112603053329	-0.9241112603053329	-0.9241112603053329	-0.9241112603053329	-0.9241112603053329	-0.9241112603053329	-0.9241112603053329	PAN	Zn2+-e0
PAN##Sulfate-e0##Bacteroides_caecimuris_I48	-0.9241112602938009	-0.9241112602420382	-0.9241112596091954	-0.9241112592142461	-0.9241112592142461	-0.9241112592142461	-0.9241112592142461	-0.9241112592142461	-0.9241112592142461	-0.9241112592142461	-0.9241112592142461	PAN	Sulfate-e0
PAN##Co2+-e0##Bacteroides_caecimuris_I48	-0.9241112603166932	-0.9241112603166803	-0.9241112603062759	-0.924111260305067	-0.924111260305067	-0.924111260305067	-0.924111260305067	-0.924111260305067	-0.924111260305067	-0.924111260305067	-0.924111260305067	PAN	Co2+-e0
Spermidine-e0##Spermidine-e0##Bacteroides_caecimuris_I48	-1.0000000000000018	-0.9999999999999996	-0.9999999999999998	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	0.0	Spermidine-e0	Spermidine-e0
PAN##fe3-e0##Bacteroides_caecimuris_I48	-0.9241112603162324	-0.9241112602937493	-0.9241112600415697	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	PAN	fe3-e0
Spermidine-e0##H+-e0##Bacteroides_caecimuris_I48	4.000000000006949	4.000000000003091	7.333333333312817	5.666666666664763	5.666666666664763	5.666666666664763	5.666666666664763	5.666666666664763	5.666666666664763	5.666666666664763	0.0	Spermidine-e0	H+-e0
Fumarate-e0##H+-e0##Bacteroides_caecimuris_I48	1.0000000000097033	1.0000000000082263	-1.000000000004948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate-e0	H+-e0
O2-e0##H+-e0##Bacteroides_caecimuris_I48	2.0000000000225486	2.000000000014975	-1.999999999995776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H+-e0
Folate##H+-e0##Bacteroides_caecimuris_I48	-3.9999999999888938	-3.999999999984756	0.6666666665981325	-1.6666666666841516	-1.6666666666841516	-1.6666666666841516	-1.6666666666841516	-1.6666666666841516	-1.6666666666841516	-1.6666666666841516	-1.6666666666841516	Folate	H+-e0
Riboflavin##H+-e0##Bacteroides_caecimuris_I48	-4.999999999997434	-4.999999999996257	3.666666666609908	-0.6666666666764316	-0.6666666666764316	-0.6666666666764316	-0.6666666666764316	-0.6666666666764316	-0.6666666666764316	-0.6666666666764316	-0.6666666666764316	Riboflavin	H+-e0
PAN##H+-e0##Bacteroides_caecimuris_I48	1241.4349110990406	1241.4349110991125	-2959.689803654198	-864.7545514781004	-864.7545514781004	-864.7545514781004	-864.7545514781004	-864.7545514781004	-864.7545514781004	-864.7545514781004	-864.7545514781004	PAN	H+-e0
