	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
2-Oxoglutarate	bc1008.bc1010.bc1016.bc1010	4		0	bc1008.bc1010.bc1016.bc1010	4	Metabolite
4-Hydroxybenzoate	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
5-Aminolevulinate	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
AMP	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
Acetate	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
Adenosine	bc1001.bc1010.bc1011.bc1011.bc1010.bc1001	6		0	bc1001.bc1010.bc1011.bc1011.bc1010.bc1001	6	Metabolite
Ala-Ala	bc1001.bc1002.bc1003.bc1009.bc1010.bc1012.bc1012.bc1015.bc1012.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	15		0	bc1001.bc1002.bc1003.bc1009.bc1010.bc1012.bc1012.bc1015.bc1012.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	15	Metabolite
Arsenate	bc1015.bc1015	2		0	bc1015.bc1015	2	Metabolite
Arsenite	bc1015.bc1015	2		0	bc1015.bc1015	2	Metabolite
BET	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
BIOT	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
CMP	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
CO2	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
Ca2+	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
Chitobiose	bc1008.bc1016	2		0	bc1008.bc1016	2	Metabolite
Chorismate	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
Citrate	bc1008.bc1016	2		0	bc1008.bc1016	2	Metabolite
Cl-	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
Co2+	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19		0	bc1001.bc1002.bc1003.bc1008.bc1009.bc1010.bc1011.bc1012.bc1012.bc1015.bc1016.bc1012.bc1011.bc1010.bc1002.bc1015.bc1003.bc1001.bc1009	19	Metabolite
