	MetConSIN	DirectDFBA	Difference	ABS_Difference	SameSign
bc1002##Niacin	0.000429063140993171	0.00739294	-0.006963876859006829	0.006963876859006829	1.0
bc1002##dATP	-0.0014671836539684835	-0.02528019	0.023813006346031517	0.023813006346031517	1.0
bc1002##D-Arabinose	-0.011472398750355313	-0.19767423	0.1862018312496447	0.1862018312496447	1.0
bc1002##GTP	-0.020703770781834212	-0.35673463	0.3360308592181658	0.3360308592181658	1.0
bc1012##GTP	-0.10601179084792217	-0.44768192	0.34167012915207784	0.34167012915207784	1.0
bc1002##L-Valine	-0.05385663103142514	-0.92797227	0.8741156389685749	0.8741156389685749	1.0
bc1002##4-Hydroxybenzoate	-0.0004290631409932329	-0.00739294	0.006963876859006767	0.006963876859006767	1.0
bc1012##UMP	-0.07331047856350265	-0.30958609	0.23627561143649733	0.23627561143649733	1.0
bc1002##Oxidized glutathione	-0.00021453157049483178	-0.00369647	0.003481938429505168	0.003481938429505168	1.0
bc1002##Acetate	0.8726136095658146	15.03549733	-14.162883720434186	14.162883720434186	1.0
bc1002##L-Cysteine	-0.011642836796935181	-0.20061095	0.18896811320306484	0.18896811320306484	1.0
bc1002##Deoxyguanosine	-0.00042906314099171454	-0.00739294	0.006963876859008285	0.006963876859008285	1.0
bc1012##L-Glutamine	-0.16713305384058308	-0.70579363	0.5386605761594169	0.5386605761594169	1.0
bc1012##ddca	-0.01958112767098951	-0.08269002	0.06310889232901049	0.06310889232901049	1.0
bc1002##fe3	-0.0012871894229791593	-0.02217881	0.02089162057702084	0.02089162057702084	1.0
bc1012##Ala-Ala	-0.019581127670921857	-0.08269002	0.06310889232907815	0.06310889232907815	1.0
bc1002##S-Adenosyl-L-methionine	-0.001287189422979733	-0.02217881	0.020891620577020268	0.020891620577020268	1.0
bc1002##Glycerol	-0.00952427768247137	-0.16410729	0.1545830123175286	0.1545830123175286	1.0
bc1002##Spermidine	-0.0004290631409926403	-0.00739294	0.006963876859007359	0.006963876859007359	1.0
bc1012##L-Arginine	-0.1931422046435214	-0.81562884	0.6224866353564786	0.6224866353564786	1.0
bc1002##CO2	1.1046287383612063	19.033215	-17.92858626163879	17.92858626163879	1.0
bc1002##meso-2,6-Diaminopimelate	-0.003824132916790155	-0.06589141	0.062067277083209846	0.062067277083209846	1.0
Fumarate##bc1012	-0.7829132233184389	19.70864092	-20.49155414331844	20.49155414331844	-1.0
bc1012##L-Leucine	-0.2938968926254659	-1.2411103	0.9472134073745342	0.9472134073745342	1.0
bc1002##UMP	-0.014317306895260843	-0.24669318	0.23237587310473917	0.23237587310473917	1.0
bc1012##Oxidized glutathione	-0.0010984895563818254	-0.00463886	0.0035403704436181745	0.0035403704436181745	1.0
bc1002##CoA	-0.0008581262819863352	-0.01478587	0.013927743718013665	0.013927743718013665	1.0
bc1012##L-Proline	-0.1443337052751228	-0.60951325	0.4651795447248772	0.4651795447248772	1.0
bc1002##L-Alanine	-0.06925551398025788	-1.19330146	1.124045946019742	1.124045946019742	1.0
bc1002##5-Aminolevulinate	-0.0034325051279357893	-0.0591435	0.05571099487206421	0.05571099487206421	1.0
bc1002##Ala-Ala	-0.003824132916790244	-0.06589141	0.062067277083209756	0.062067277083209756	1.0
bc1012##Sulfate	-0.002196979112758778	-0.00927772	0.007080740887241222	0.007080740887241222	1.0
bc1002##CMP	-0.012859484957661094	-0.2215743	0.2087148150423389	0.2087148150423389	1.0
bc1012##Ca2+	-0.002196979112740318	-0.00927772	0.007080740887259682	0.007080740887259682	1.0
bc1012##L-Tyrosine	-0.09447930949167965	-0.39898089	0.3045015805083203	0.3045015805083203	1.0
bc1012##L-Valine	-0.27576802143148815	-1.16455308	0.8887850585685118	0.8887850585685118	1.0
bc1012##Pyridoxal	-0.0021969791127565766	-0.00927772	0.007080740887243423	0.007080740887243423	1.0
O2##bc1002	0.15290050085943943	17.23041809	-17.077517589140562	17.077517589140562	1.0
bc1012##L-Serine	-0.1670798332668294	-0.70556888	0.5384890467331706	0.5384890467331706	1.0
