	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.3933	1.0	0.5314685314685315	0.0	1.1361708390892127
0.78665	1.0	0.5314685314685315	0.0	0.2829981356994771
1.169	1.0	0.5314685314685315	0.0	0.17361760408892246
1.77515	0.09210526315789473	0.875	0.0	1.661928091322387
Average	1.0	0.5384615384615384	0.0	0.545540570241859
