	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0	Microbe	-0.9637481418637929	0.0012665551272058755	0.9637481418637929	-1.0	0.9817067494235704	-0.9817067494235704
3	Limosilactobacillus_reuteri_I49	Cytosine	Microbe	-0.9690488986287803	0.06043659416424966	0.9690488986287803	-1.0	0.9844028131962953	-0.9844028131962953
4	Limosilactobacillus_reuteri_I49	L-Aspartate-e0	Microbe	-2.494948983059383	3571.314848092922	2.494948983059383	-1.0	1.5795407506802042	-1.5795407506802042
7	Enterococcus_faecalis_KB1	D-Glucose-e0	Microbe	-30.1857081962073	1.2615918581953607	30.1857081962073	-1.0	5.49415218174809	-5.49415218174809
9	Limosilactobacillus_reuteri_I49	Urea-e0	Microbe	-0.001554059573576133	0.00789993585429174	0.001554059573576133	-1.0	0.03942156229243246	-0.03942156229243246
13	Limosilactobacillus_reuteri_I49	L-Asparagine-e0	Microbe	-1.0586119127293843	187.9166646091981	1.0586119127293843	-1.0	1.0288886784921798	-1.0288886784921798
20	Enterococcus_faecalis_KB1	PAN	Microbe	-0.9637302328908707	0.0012842567140883088	0.9637302328908707	-1.0	0.9816976280356751	-0.9816976280356751
21	PAN	Limosilactobacillus_reuteri_I49	Metabolite	2.1996413304561475	207.90298073644323	2.1996413304561475	1.0	1.483118785012228	1.483118785012228
26	Limosilactobacillus_reuteri_I49	Folate-e0	Microbe	-0.9637481418637922	0.001266555127205877	0.9637481418637922	-1.0	0.9817067494235701	-0.9817067494235701
29	Enterococcus_faecalis_KB1	Spermidine-e0	Microbe	-0.9637481418637924	0.001266555127205881	0.9637481418637924	-1.0	0.9817067494235702	-0.9817067494235702
31	Limosilactobacillus_reuteri_I49	D-Glucose-e0	Microbe	-3.3528119083911347	7904.011955887621	3.3528119083911347	-1.0	1.8310685154824586	-1.8310685154824586
34	Limosilactobacillus_reuteri_I49	Thiamine	Microbe	-0.9637481418637914	0.001266555127205868	0.9637481418637914	-1.0	0.9817067494235697	-0.9817067494235697
38	Limosilactobacillus_reuteri_I49	PAN	Microbe	-0.049330595661983806	0.10920786915300859	0.049330595661983806	-1.0	0.22210492039120566	-0.22210492039120566
46	Limosilactobacillus_reuteri_I49	L-Threonine-e0	Microbe	-4.301687415093511	3651.5455245939825	4.301687415093511	-1.0	2.0740509673326524	-2.0740509673326524
47	Enterococcus_faecalis_KB1	Putrescine-e0	Microbe	-0.9637481418637931	0.0012665551272058805	0.9637481418637931	-1.0	0.9817067494235705	-0.9817067494235705
48	Limosilactobacillus_reuteri_I49	Riboflavin	Microbe	-0.9637481418637863	0.0012665551272058667	0.9637481418637863	-1.0	0.9817067494235671	-0.9817067494235671
53	Limosilactobacillus_reuteri_I49	Spermidine-e0	Microbe	-0.9637481418637929	0.0012665551272058794	0.9637481418637929	-1.0	0.9817067494235704	-0.9817067494235704
56	Enterococcus_faecalis_KB1	L-Glutamate-e0	Microbe	-396.13449144931366	1355892.4233987702	396.13449144931366	-1.0	19.903127680073645	-19.903127680073645
58	Enterococcus_faecalis_KB1	Thiamin-e0	Microbe	-0.9637481418637918	0.0012665551272058695	0.9637481418637918	-1.0	0.9817067494235698	-0.9817067494235698
59	Limosilactobacillus_reuteri_I49	Sucrose	Microbe	-0.9637481418637925	0.0012665551272058762	0.9637481418637925	-1.0	0.9817067494235703	-0.9817067494235703
60	Riboflavin-e0	Enterococcus_faecalis_KB1	Metabolite	93.28535679309677	12.035920864165103	93.28535679309677	1.0	9.65843448976576	9.65843448976576
61	Enterococcus_faecalis_KB1	D-Mannose-e0	Microbe	-808.2953821875078	324487.7172052416	808.2953821875078	-1.0	28.430536086882142	-28.430536086882142
63	Enterococcus_faecalis_KB1	Riboflavin-e0	Microbe	-0.9637481418634901	0.0012665551272050789	0.9637481418634901	-1.0	0.9817067494234162	-0.9817067494234162
64	Limosilactobacillus_reuteri_I49	Pyruvate-e0	Microbe	-0.9637481418637932	0.0012665551272058775	0.9637481418637932	-1.0	0.9817067494235706	-0.9817067494235706
65	Enterococcus_faecalis_KB1	L-Glutamine-e0	Microbe	330.7754051641618	1355826.707597476	330.7754051641618	1.0	18.187231926936043	18.187231926936043
66	Limosilactobacillus_reuteri_I49	Melitose-e0	Microbe	-0.9637481418637909	0.0012665551272058658	0.9637481418637909	-1.0	0.9817067494235694	-0.9817067494235694
72	Enterococcus_faecalis_KB1	Cytosine	Microbe	-6.3416491887891455	0.055588766583797196	6.3416491887891455	-1.0	2.5182631293788873	-2.5182631293788873
