	0.337	0.33985	0.36765000000000003	0.39715	0.80035	1.6005	Source	Target
bc1012##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	1.7623679200000002	0.0	0.19194890999999997	0.11802901000000002	0.17282053	8.33e-06	bc1012	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012##Metabolite	-1.7623679200000002	0.0	-0.19194890999999997	-0.11802901000000002	-0.17282053	-8.33e-06	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012
bc1012##4-Hydroxybenzoate##Microbe	0.03969682	0.0	0.00432359	0.0026585700000000003	0.0038927299999999996	1.9e-07	bc1012	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1012##Metabolite	-0.03969682	0.0	-0.00432359	-0.0026585700000000003	-0.0038927299999999996	-1.9e-07	4-Hydroxybenzoate	bc1012
bc1012##5-Aminolevulinate##Microbe	0.31757458	0.0	0.03458874	0.02126855	0.031141859999999997	1.5e-06	bc1012	5-Aminolevulinate
5-Aminolevulinate##bc1012##Metabolite	-0.31757458	0.0	-0.03458874	-0.02126855	-0.031141859999999997	-1.5e-06	5-Aminolevulinate	bc1012
bc1012##AMP##Microbe	1.51888428	0.0	0.16542980000000002	0.10172246000000001	0.14894415	7.18e-06	bc1012	AMP
AMP##bc1012##Metabolite	-1.51888428	0.0	-0.16542980000000002	-0.10172246000000001	-0.14894415	-7.18e-06	AMP	bc1012
bc1012##Acetate##Microbe	-100.63135659	0.0	-12.59188186	-8.06200009	-8.48925729	-0.00038864	bc1012	Acetate
bc1012##Ala-Ala##Microbe	0.35380789	0.0	0.038535110000000004	0.02369516	0.034694949999999995	1.67e-06	bc1012	Ala-Ala
Ala-Ala##bc1012##Metabolite	-0.35380789	0.0	-0.038535110000000004	-0.02369516	-0.034694949999999995	-1.67e-06	Ala-Ala	bc1012
bc1012##BET##Microbe	0.07939365	0.0	0.00864718	0.005317140000000001	0.007785459999999999	3.8e-07	bc1012	BET
BET##bc1012##Metabolite	-0.07939365	0.0	-0.00864718	-0.005317140000000001	-0.007785459999999999	-3.8e-07	BET	bc1012
bc1012##BIOT##Microbe	0.03969682	0.0	0.00432359	0.0026585700000000003	0.0038927299999999996	1.9e-07	bc1012	BIOT
BIOT##bc1012##Metabolite	-0.03969682	0.0	-0.00432359	-0.0026585700000000003	-0.0038927299999999996	-1.9e-07	BIOT	bc1012
bc1012##CMP##Microbe	1.1897565700000001	0.0	0.12958275	0.07968017	0.11666938	5.62e-06	bc1012	CMP
CMP##bc1012##Metabolite	-1.1897565700000001	0.0	-0.12958275	-0.07968017	-0.11666938	-5.62e-06	CMP	bc1012
bc1012##CO2##Microbe	-120.13974313999998	0.0	-14.716644520000003	-9.368512439999998	-10.40227999	-0.0004808	bc1012	CO2
bc1012##Ca2+##Microbe	0.03969682	0.0	0.00432359	0.0026585700000000003	0.0038927299999999996	1.9e-07	bc1012	Ca2+
Ca2+##bc1012##Metabolite	-0.03969682	0.0	-0.00432359	-0.0026585700000000003	-0.0038927299999999996	-1.9e-07	Ca2+	bc1012
bc1012##Chorismate##Microbe	0.07939365	0.0	0.00864718	0.005317140000000001	0.007785459999999999	3.8e-07	bc1012	Chorismate
Chorismate##bc1012##Metabolite	-0.07939365	0.0	-0.00864718	-0.005317140000000001	-0.007785459999999999	-3.8e-07	Chorismate	bc1012
bc1012##Cl-##Microbe	0.03969682	0.0	0.00432359	0.0026585700000000003	0.0038927299999999996	1.9e-07	bc1012	Cl-
Cl-##bc1012##Metabolite	-0.03969682	0.0	-0.00432359	-0.0026585700000000003	-0.0038927299999999996	-1.9e-07	Cl-	bc1012
bc1012##Co2+##Microbe	0.03969682	0.0	0.00432359	0.0026585700000000003	0.0038927299999999996	1.9e-07	bc1012	Co2+
Co2+##bc1012##Metabolite	-0.03969682	0.0	-0.00432359	-0.0026585700000000003	-0.0038927299999999996	-1.9e-07	Co2+	bc1012
bc1012##CoA##Microbe	0.07939365	0.0	0.00864718	0.005317140000000001	0.007785459999999999	3.8e-07	bc1012	CoA
CoA##bc1012##Metabolite	-0.07939365	0.0	-0.00864718	-0.005317140000000001	-0.007785459999999999	-3.8e-07	CoA	bc1012
bc1012##Cu2+##Microbe	0.03969682	0.0	0.00432359	0.0026585700000000003	0.0038927299999999996	1.9e-07	bc1012	Cu2+
Cu2+##bc1012##Metabolite	-0.03969682	0.0	-0.00432359	-0.0026585700000000003	-0.0038927299999999996	-1.9e-07	Cu2+	bc1012
bc1012##D-Arabinose##Microbe	1.06142367	0.0	0.11560533	0.07108548	0.10408486	5.01e-06	bc1012	D-Arabinose
D-Arabinose##bc1012##Metabolite	-1.06142367	0.0	-0.11560533	-0.07108548	-0.10408486	-5.01e-06	D-Arabinose	bc1012
bc1012##D-Glucose##Microbe	59.93875376999999	0.0	7.344041519999999	4.67547502	5.1882823799999995	0.00023978	bc1012	D-Glucose
