	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.3841	1.0	0.53125	0.0	1.6947760789209696
0.7682	1.0	0.53125	0.0	0.27203080649020944
1.1524	1.0	0.53125	0.0	0.16391872751265904
1.76705	0.013071895424836602	0.5	2.0	3.194804795932554
Average	1.0	0.5344827586206896	0.0	0.7630515635911813
