	0.0000-0.0009	0.0015-0.0026	0.0026-0.0027	0.0039-0.0040	0.0040-0.0046	0.0046-0.0049	0.0049-0.0049	0.0575-0.1056	0.1056-0.2101	0.2101-0.2157	0.2157-0.2157	0.2158-0.2168	0.2168-0.2196	0.2196-0.2238	0.2238-0.2259	0.2259-0.2302	0.2302-0.2313	0.2313-0.2368	0.2368-0.2393	0.2524-0.2625	0.2625-0.2625	0.2625-0.2675	0.2675-0.3572	0.3572-0.3641	0.3641-0.3642	0.3642-0.3643	0.3643-0.3769	0.3770-0.3789	0.3789-0.3789	0.3789-0.3790	0.3790-0.3791	0.3791-0.3792	0.3809-0.4389	0.4389-0.4642	0.4740-0.4942	0.4942-0.5504	0.5504-0.6063	0.6065-0.6084	0.6297-13.2716	13.2716-13.3038	13.3038-13.8800	13.8800-14.3675	14.3675-14.4236	14.4236-15.0214	15.0214-15.9038	15.9038-17.0409	17.0409-20.0000	Source	Target
Bifidobacterium_animalis_YL2##Clostridium_innocuum_I46##PAN	-126.68907411719731	-126.68907411608059	-126.68907411807538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46
Clostridium_innocuum_I46##Bifidobacterium_animalis_YL2##Riboflavin	-96.79614651724036	-96.7961465172401	-96.7961465172402	-96.7961465172402	-96.79614651724022	-96.79614651724022	-96.79614651724019	-96.79614651724012	-96.79614651724005	-96.79614651724036	-96.79614651724036	-96.79614651724036	-96.79614651724026	-96.79614651723966	-96.79614651723924	-96.7961465172629	-96.79614651774547	-96.79614651720398	-96.79614651729469	-96.79614651733598	-96.79614651718056	-96.79614651737809	-96.79614651728613	-96.79614651724222	-96.79614651717918	-96.7961465172466	-96.79614651724775	-1.2597965195444116	-64.53076434168715	-64.53076434165516	-64.53076434190011	-64.53076434163908	-64.53076434183313	-64.53076434103718	-64.53076434234751	-64.53076434381185	-64.5307643438853	-64.53076434362424	-64.53076434210747	-64.53076434276326	-64.5307643402905	-64.53076434070654	-64.53076434119016	-64.53076434095372	-64.53076434070043	-96.79614651515334	-96.79614651510867	Clostridium_innocuum_I46	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Clostridium_innocuum_I46##Spermidine-e0.L-Aspartate-e0.D-Glucose-e0.Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1545.1382923977387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46
Bifidobacterium_animalis_YL2##Clostridium_innocuum_I46##Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907411810234	-126.68907411811088	-126.68907411813106	-126.68907404522585	-126.68907413994145	-126.6890740693022	-126.6890740951449	-126.68907419799365	-126.68907419804323	-126.68907411498168	-126.68907411838754	-126.68907414352813	-126.68907412155706	-126.68907412154987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46
Bifidobacterium_animalis_YL2##Clostridium_innocuum_I46##Spermidine-e0.L-Aspartate-e0.D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1047.917770515576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46
