	Avg_bc1016	Var_bc1016	Avg_bc1008	Var_bc1008	Avg_bc1009	Var_bc1009	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
CMP	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.05743065828855166	5.118888153080981e-10	0.0574306587012632	5.11888822665501e-10	0.15712521201494295	0.01467967579240325	2.998818374826008	1.3956881084680053e-06	2.6261740096299286	0.2337268961086672	5.624992384455936	0.23373073630616434	bc1008.bc1009.bc1016	1	bc1008.bc1016.bc1008.bc1009.bc1016	2	bc1008.bc1016bc1008.bc1009.bc1016.bc1008.bc1009.bc1016bc1008.bc1009.bc1016	2
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.9996061249420026	1.550764564964742e-07	0.0	0.0	0.9996061249420026	1.550764564964742e-07	bc1009	1		1	bc1009	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.9996061249420026	1.550764564964742e-07	0.0	0.0	0.9996061249420026	1.550764564964742e-07	bc1009	1		1	bc1009	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
O2	0.0	0.0	0.0	0.0	0.0570871710374838	0.005485227815992614	2.998818374826008	1.3956881084680053e-06	0.3726443651960795	0.23372584728738705	3.3714627400220873	0.2337275898423239	bc1008.bc1009.bc1016	1	bc1009.	2	bc1009bc1008.bc1009.bc1016.bc1008.bc1009.bc1016	2
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.9996061249420026	1.550764564964742e-07	0.0	0.0	0.9996061249420026	1.550764564964742e-07	bc1009	1		1	bc1009	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.9996061249420026	1.550764564964742e-07	0.0	0.0	0.9996061249420026	1.550764564964742e-07	bc1009	1		1	bc1009	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	1.9992122498840053	6.203058259858968e-07	0.0	0.0	1.9992122498840053	6.203058259858968e-07	bc1008.bc1016	1		1	bc1008.bc1016	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	2.998818374826008	1.3956881084680053e-06	0.0	0.0	2.998818374826008	1.3956881084680053e-06	bc1008.bc1009.bc1016	1		1	bc1008.bc1009.bc1016	1
