	0.0000-0.0009	0.0009-0.0010	0.0010-0.0017	0.0017-0.0019	0.0019-0.0025	0.0029-0.0030	0.0030-0.0031	0.0031-0.0031	0.0031-0.0043	0.0043-0.0044	0.0045-0.0321	0.0321-0.4541	0.4541-0.9787	0.9787-5.1447	5.1447-6.3270	6.3270-6.5371	6.5371-7.3519	7.3519-7.9983	7.9983-10.2915	10.2915-17.3043	17.3043-19.8381	19.8381-20.0000	Source	Target
PAN##Phosphate-e0##Clostridium_innocuum_I46	-127.4577549587282	-127.45775496091387	-127.4577549614425	-127.45775495458362	-127.45775496615948	-127.45775496441104	-127.45775496435296	-127.45775496463321	-127.45775496481137	-127.45775495873991	-127.4577549585378	-127.45775495942021	-127.45775495942021	-127.45775495942021	-127.45775495942021	-127.45775495942021	-127.45775495941518	-127.45775495941605	-127.45775495942488	-127.45775495942488	-127.45775495943113	0.0	PAN	Phosphate-e0
L-Aspartate-e0##D-Glucose-e0##Clostridium_innocuum_I46	0.05555555557285831	-0.49999999999710587	0.05555555558677245	-1.3333333333307964	-0.499999999997102	-0.4999999999982206	-0.49999999999821737	-0.4999999999986009	-0.49999999999858197	0.5000000000342715	-0.8125000000088268	-0.49999999999860145	-0.49999999999860145	-0.49999999999860145	-0.49999999999860145	-0.49999999999860145	-0.499999999998614	-0.4999999999985569	-0.4999999999985128	-0.4999999999985128	-0.4999999999985213	-0.4999999999985594	L-Aspartate-e0	D-Glucose-e0
Spermidine-e0##D-Glucose-e0##Clostridium_innocuum_I46	0.47222222222967813	0.750000000000314	0.4722222222226425	-0.08333333331684639	0.5000000000010629	-0.250000000002284	-0.250000000003627	-0.500000000002585	-0.5000000000020548	3.8999999999056016	-1.687499999973464	-0.500000000002425	-0.500000000002425	-0.500000000002425	-0.500000000002425	-0.500000000002425	-0.5000000000024394	-0.5000000000024841	0.0	0.0	0.0	0.0	Spermidine-e0	D-Glucose-e0
Thiamin-e0##D-Glucose-e0##Clostridium_innocuum_I46	4.972222222147834	-1.2499999999956064	4.972222222302131	-11.833333332923006	-1.4999999999920588	-1.0000000000032483	-1.0000000000021778	-0.5000000000024243	-0.5000000000044523	10.89999999979249	-4.99999999994164	-0.500000000004295	-0.500000000004295	-0.500000000004295	-0.500000000004295	-0.500000000004295	-0.5000000000043658	-0.5000000000042909	-0.5000000000045204	-0.5000000000045204	0.0	0.0	Thiamin-e0	D-Glucose-e0
N-Acetyl-D-glucosamine-e0##D-Glucose-e0##Clostridium_innocuum_I46	1.4999999999844575	-0.49999999999773015	1.5000000000339113	-0.999999999966637	0.0	0.5000000000012924	0.5000000000013008	0.5000000000010344	0.5000000000010427	1.500000000022693	0.18749999999413233	0.500000000001018	0.500000000001018	0.500000000001018	0.500000000001018	0.500000000001018	0.5000000000010004	1.5000000000012588	1.500000000001277	1.500000000001277	1.5000000000013143	1.5000000000012934	N-Acetyl-D-glucosamine-e0	D-Glucose-e0
D-Mannose-e0##D-Glucose-e0##Clostridium_innocuum_I46	1.0000000000048894	1.0000000000005638	1.0000000000053557	0.9999999999932918	1.0000000000005285	1.000000000000422	1.000000000000418	1.0000000000003364	1.0000000000003042	1.0000000000096274	0.9999999999975163	1.0000000000003468	1.0000000000003468	1.0000000000003468	1.0000000000003468	1.0000000000003468	1.0000000000003404	1.0000000000003608	1.0000000000003713	1.0000000000003713	1.0000000000003668	1.0000000000003773	D-Mannose-e0	D-Glucose-e0
Folate-e0##D-Glucose-e0##Clostridium_innocuum_I46	6.583333333296893	-0.24999999999068057	6.58333333346468	-6.7499999997630535	0.5000000000088193	0.7500000000038314	0.750000000004299	1.0000000000030727	1.0000000000025744	5.400000000049899	-0.37500000001163375	1.0000000000023503	1.0000000000023503	1.0000000000023503	1.0000000000023503	1.0000000000023503	1.0000000000023703	1.0000000000025695	1.000000000002542	1.000000000002542	1.0000000000025027	0.0	Folate-e0	D-Glucose-e0
N-Acetyl-D-chondrosamine-e0##D-Glucose-e0##Clostridium_innocuum_I46	1.0555555555422258	1.4999999999976492	1.0555555555314213	2.166666666663396	1.4999999999976619	1.4999999999985898	1.4999999999985698	1.499999999998867	1.4999999999988418	0.6999999999738772	1.7500000000067186	1.4999999999988824	1.4999999999988824	1.4999999999988824	1.4999999999988824	1.4999999999988824	1.499999999998893	1.4999999999988634	1.4999999999988456	1.4999999999988456	1.4999999999988598	1.4999999999988882	N-Acetyl-D-chondrosamine-e0	D-Glucose-e0
Riboflavin##D-Glucose-e0##Clostridium_innocuum_I46	2.5277777776851895	-3.7499999999975326	2.5277777778399417	-6.916666666455929	-2.4999999999995484	-1.2500000000011826	-1.2499999999988858	0.0	0.0	-2.600000000075927	-0.12499999997958512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Clostridium_innocuum_I46	-2774.4600733322172	-289.1821438771309	-2780.3028789442756	3541.3535169005836	-270.41123220401744	-223.39401728716808	-223.39401728706457	-176.87680237408736	-176.87680237417646	-5162.698097101449	1366.1948755147641	-176.87680237392948	-176.87680237392948	-176.87680237392948	-176.87680237392948	-176.87680237392948	-176.87680237392073	-183.86949940007736	-187.36949940006633	-187.36949940006633	-187.61949940010757	0.0	PAN	D-Glucose-e0
PAN##Mn2+-e0##Clostridium_innocuum_I46	-0.9241112603139331	-0.9241112603280061	-0.9241112603346658	-0.9241112602860033	-0.924111260334317	-0.9241112603225309	-0.9241112603221038	-0.9241112603224932	-0.9241112603230042	-0.9241112603136306	-0.9241112603156415	-0.9241112603199919	-0.9241112603199919	-0.9241112603199919	-0.9241112603199919	-0.9241112603199919	-0.9241112603199427	-0.9241112603199493	-0.9241112603199733	-0.9241112603199733	-0.9241112603200057	0.0	PAN	Mn2+-e0
PAN##Zn2+-e0##Clostridium_innocuum_I46	-0.9241112603129362	-0.9241112603271957	-0.9241112603337306	-0.92411126028527	-0.9241112603331426	-0.9241112603218629	-0.9241112603214173	-0.9241112603217645	-0.9241112603221773	-0.9241112603114422	-0.9241112603167992	-0.9241112603209874	-0.9241112603209874	-0.9241112603209874	-0.9241112603209874	-0.9241112603209874	-0.924111260320939	-0.924111260320946	-0.9241112603209446	-0.9241112603209446	-0.9241112603209687	0.0	PAN	Zn2+-e0
L-Aspartate-e0##L-Aspartate-e0##Clostridium_innocuum_I46	-1.0000000000000002	-1.0000000000000009	-0.999999999999999	-0.9999999999999993	-0.9999999999999988	-1.0000000000000009	-0.9999999999999996	-1.0000000000000002	-1.0000000000000018	-1.000000000000001	-0.9999999999999979	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999993	-0.9999999999999999	-0.9999999999999998	-0.9999999999999998	-0.9999999999999994	-1.0000000000000009	L-Aspartate-e0	L-Aspartate-e0
PAN##Sulfate-e0##Clostridium_innocuum_I46	-0.9241112603079106	-0.9241112603152479	-0.9241112603271826	-0.9241112603057009	-0.9241112603346225	-0.924111260321266	-0.9241112603207307	-0.9241112603211973	-0.924111260321694	-0.9241112603035411	-0.9241112603260262	-0.9241112603205938	-0.9241112603205938	-0.9241112603205938	-0.9241112603205938	-0.9241112603205938	-0.9241112603205385	-0.9241112603205359	-0.9241112603205512	-0.9241112603205512	-0.9241112603205812	0.0	PAN	Sulfate-e0
