	IntegralDiff	MaxDiff	MaxTime
1,2-Diacyl-sn-glycerol dioctadecanoyl_e0	9.057432427290734e-06	1.370238379656348e-05	1.203760484498123
2-Oxoglutarate_e0	6.079914036050325e-09	2.566777144999344e-07	0.6412942281957866
4-Hydroxybenzoate_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
5-Aminolevulinate_e0	1.5980092668240501e-06	2.4047417210989018e-06	1.0554411871283818
AMP_e0	7.744512660648012e-06	1.1719789970078163e-05	1.1544096391502774
ARSENOBETAINE_e0	0.0	0.0	0.0
Acetate_e0	4.13421721617468e-05	5.642027527071687e-05	1.1794852038135069
Adenine_e0	0.0	0.0	0.0
Adenosine_e0	5.822815836884629e-08	1.1938186983003983e-06	0.6414276088588889
Ala-Ala_e0	1.7789190401006212e-06	2.685793634373168e-06	1.1456065153855266
Arsenate_e0	9.885767470655709e-08	1.5103596432282284e-07	1.0138264202404688
Arsenite_e0	9.888104177256343e-08	1.510718320872529e-07	1.0138264202404688
BET_e0	4.0271191147298636e-07	7.732001357592565e-07	0.6412942281957866
BIOT_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
CMP_e0	6.052968023038779e-06	9.147734965395636e-06	1.1442727087545037
CO2_e0	6.977742262451425e-06	6.362737329303896e-05	0.18606602502768768
Ca2+_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
Carnitine_e0	0.0	0.0	0.0
Cbl_e0	0.0	0.0	0.0
Chitobiose_e0	2.6315186403557015e-09	3.160487213503469e-08	0.6414276088588889
Chorismate_e0	4.0271191147298636e-07	7.732001357592565e-07	0.6412942281957866
Citrate_e0	6.34000852693879e-09	7.660173727270521e-08	0.6414276088588889
Cl-_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
Co2+_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
CoA_e0	4.0271191147298636e-07	7.732001357592565e-07	0.6412942281957866
Cu2+_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
Cytidine_e0	3.0671683541624003e-09	3.7048768785066004e-08	0.6412942281957866
Cytosine_e0	0.0	0.0	0.0
D-Alanine_e0	5.3069563171448774e-08	1.8788185083820387e-06	0.6414276088588889
D-Arabinose_e0	5.401175465006097e-06	8.146210277331613e-06	1.0951886247328628
D-Galacturonate_e0	0.0	0.0	0.0
D-Glucose_e0	0.035205013321655626	1.2355087401892835	1.3170006674719628
D-Serine_e0	0.0	0.0	0.0
Deoxyadenosine_e0	0.0	0.0	0.0
Deoxycytidine_e0	1.0492034358844694e-06	1.5581734429757593e-06	1.1293340744870477
Deoxyguanosine_e0	2.011229326479543e-07	3.8433362882272705e-07	0.6412942281957866
Deoxyinosine_e0	0.0	0.0	0.0
Deoxyuridine_e0	0.0	0.0	0.0
Enterobactin_e0	0.0	0.0	0.0
Fe-enterochlin_e0	0.0	0.0	0.0
Folate_e0	6.205994025177994e-07	3.0287044719131736e-06	0.6414276088588889
Formate_e0	1.9944282737214152e-07	3.001951343373117e-07	1.0058235804543318
Fumarate_e0	1.3876529261343552e-05	1.2822218009032183e-05	0.9778136412028519
GTP_e0	9.885909013093487e-06	1.4936190842273547e-05	1.2537782331614797
Galactose_e0	0.0	0.0	0.0
Glucose-1-phosphate_e0	3.3082874720934875e-09	4.0289321935217975e-08	0.6412942281957866
Glucuronate_e0	0.0	0.0	0.0
Glycerol_e0	4.456210575377945e-06	6.740397863398369e-06	1.1254660352570816
Glycine_e0	4.0429242076492724e-05	6.12314439522991e-05	1.2305699977816822
H+_e0	6.202317198038113e-05	8.91354025640128e-05	1.1792184424873025
H2O_e0	0.00010225613458819774	0.00014314836097607163	1.1226650413319335
HYXN_e0	0.0	0.0	0.0
Heme_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
Inosine_e0	0.0	0.0	0.0
K+_e0	2.0118585582444715e-07	3.861890793912552e-07	0.6412942281957866
