	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.3233	1.0	0.5283018867924528	0.0	2.9541729840117594
0.64665	1.0	0.5283018867924528	0.0	0.2863636635803976
0.99085	1.0	0.5283018867924528	0.0	0.15034461077595007
1.66695	0.08441558441558442	0.896551724137931	0.0	1.5724052089951712
Average	1.0	0.5334476843910806	0.0	1.0355646206367548
