	0.7682	1.5341	Source	Target
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1011	0.0	0.0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##Folate##bc1011	0.0	0.0	O2	Folate
O2##L-Leucine##bc1011	0.0	0.0	O2	L-Leucine
O2##L-Lysine##bc1011	0.0	0.0	O2	L-Lysine
O2##L-Valine##bc1011	0.0	0.0	O2	L-Valine
O2##4-Hydroxybenzoate##bc1011	0.0	0.0	O2	4-Hydroxybenzoate
O2##5-Aminolevulinate##bc1011	0.0	0.0	O2	5-Aminolevulinate
O2##L-Threonine##bc1011	0.0	0.0	O2	L-Threonine
O2##L-Glutamine##bc1011	0.0	0.0	O2	L-Glutamine
O2##D-Arabinose##bc1011	0.0	0.0	O2	D-Arabinose
O2##Co2+##bc1011	0.0	0.0	O2	Co2+
O2##Ca2+##bc1011	0.0	0.0	O2	Ca2+
O2##Putrescine##bc1011	0.0	0.0	O2	Putrescine
O2##Riboflavin##bc1011	0.0	0.0	O2	Riboflavin
O2##Mg##bc1011	0.0	0.0	O2	Mg
O2##BET##bc1011	0.0	0.0	O2	BET
O2##L-Asparagine##bc1011	0.0	0.0	O2	L-Asparagine
O2##Sulfate##bc1011	0.0	0.0	O2	Sulfate
O2##AMP##bc1011	0.0	0.0	O2	AMP
O2##Myristic acid##bc1011	0.0	0.0	O2	Myristic acid
O2##dATP##bc1011	0.0	0.0	O2	dATP
O2##L-Phenylalanine##bc1011	0.0	0.0	O2	L-Phenylalanine
O2##Zn2+##bc1011	0.0	0.0	O2	Zn2+
O2##L-Proline##bc1011	0.0	0.0	O2	L-Proline
O2##TRHL##bc1011	0.0	0.0	O2	TRHL
O2##Nitrite##bc1011	0.0	0.0	O2	Nitrite
O2##D-Alanine##bc1011	0.0	0.0	O2	D-Alanine
O2##L-Alanine##bc1011	0.0	0.0	O2	L-Alanine
O2##CO2##bc1011	0.0	0.0	O2	CO2
O2##L-Glutamate##bc1011	0.0	0.0	O2	L-Glutamate
O2##L-Isoleucine##bc1011	0.0	0.0	O2	L-Isoleucine
O2##Glycerol##bc1011	0.0	0.0	O2	Glycerol
O2##Cl-##bc1011	0.0	0.0	O2	Cl-
O2##L-Tyrosine##bc1011	0.0	0.0	O2	L-Tyrosine
O2##L-Tryptophan##bc1011	0.0	0.0	O2	L-Tryptophan
O2##TTP##bc1011	0.0	0.0	O2	TTP
O2##Formate##bc1011	0.0	0.0	O2	Formate
O2##L-Serine##bc1011	0.0	0.0	O2	L-Serine
O2##Oxidized glutathione##bc1011	0.0	0.0	O2	Oxidized glutathione
O2##CoA##bc1011	0.0	0.0	O2	CoA
