	0.4016	0.80375	0.8043	1.1875	1.78515	Source	Target
bc1010##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.19405894	-0.07141965	-0.07141965	-2.02e-06	0	bc1010	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1010##Metabolite	0.19405894	0.07141965	0.07141965	2.02e-06	0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1010
bc1010##2-Oxoglutarate##Microbe	-0.00874224	-0.00321741	-0.00321741	-9e-08	0	bc1010	2-Oxoglutarate
2-Oxoglutarate##bc1010##Metabolite	0.00874224	0.00321741	0.00321741	9e-08	0	2-Oxoglutarate	bc1010
bc1010##4-Hydroxybenzoate##Microbe	-0.00437112	-0.00160871	-0.00160871	-5e-08	0	bc1010	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1010##Metabolite	0.00437112	0.00160871	0.00160871	5e-08	0	4-Hydroxybenzoate	bc1010
bc1010##5-Aminolevulinate##Microbe	-0.03496897	-0.01286965	-0.01286965	-3.6e-07	0	bc1010	5-Aminolevulinate
5-Aminolevulinate##bc1010##Metabolite	0.03496897	0.01286965	0.01286965	3.6e-07	0	5-Aminolevulinate	bc1010
bc1010##AMP##Microbe	-0.11180347	-0.04114711	-0.04114711	-1.17e-06	0	bc1010	AMP
AMP##bc1010##Metabolite	0.11180347	0.04114711	0.04114711	1.17e-06	0	AMP	bc1010
bc1010##Acetate##Microbe	8.92772746	3.2856782	3.2856782	9.305e-05	0	bc1010	Acetate
bc1010##Adenosine##Microbe	-0.05544485	-0.02040541	-0.02040541	-5.8e-07	0	bc1010	Adenosine
Adenosine##bc1010##Metabolite	0.05544485	0.02040541	0.02040541	5.8e-07	0	Adenosine	bc1010
bc1010##Ala-Ala##Microbe	-0.03895871	-0.014338	-0.014338	-4.1e-07	0	bc1010	Ala-Ala
Ala-Ala##bc1010##Metabolite	0.03895871	0.014338	0.014338	4.1e-07	0	Ala-Ala	bc1010
bc1010##BET##Microbe	-0.00874224	-0.00321741	-0.00321741	-9e-08	0	bc1010	BET
BET##bc1010##Metabolite	0.00874224	0.00321741	0.00321741	9e-08	0	BET	bc1010
bc1010##BIOT##Microbe	-0.00437112	-0.00160871	-0.00160871	-5e-08	0	bc1010	BIOT
BIOT##bc1010##Metabolite	0.00437112	0.00160871	0.00160871	5e-08	0	BIOT	bc1010
bc1010##CMP##Microbe	-0.1310072	-0.04821468	-0.04821468	-1.37e-06	0	bc1010	CMP
CMP##bc1010##Metabolite	0.1310072	0.04821468	0.04821468	1.37e-06	0	CMP	bc1010
bc1010##CO2##Microbe	11.30323313	4.15993732	4.15993732	0.00011781	0	bc1010	CO2
bc1010##Ca2+##Microbe	-0.00437112	-0.00160871	-0.00160871	-5e-08	0	bc1010	Ca2+
Ca2+##bc1010##Metabolite	0.00437112	0.00160871	0.00160871	5e-08	0	Ca2+	bc1010
bc1010##Chorismate##Microbe	-0.00874224	-0.00321741	-0.00321741	-9e-08	0	bc1010	Chorismate
Chorismate##bc1010##Metabolite	0.00874224	0.00321741	0.00321741	9e-08	0	Chorismate	bc1010
