	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0058-0.0090	0.0097-0.0097	0.0097-0.0112	0.0112-0.0116	0.0121-0.0124	0.0124-0.0126	0.0126-0.0129	0.0129-0.0129	0.0129-0.0130	0.0130-0.0130	0.0130-0.0133	0.0133-0.0188	0.0188-0.0427	0.0427-0.2022	0.3102-0.3623	0.3623-0.3625	0.3625-0.3639	0.3639-0.4059	0.4059-0.4085	0.4085-0.4274	0.4754-0.5844	0.5845-0.5879	0.5879-0.5995	0.5995-0.5995	0.5995-0.6627	0.6627-0.6627	0.6627-5.8404	5.8404-5.8404	5.8404-6.8241	6.8437-6.8437	6.8437-6.8719	6.8951-6.8953	6.8953-7.7294	7.7294-7.7302	7.7302-7.7302	7.8442-20.0000	Source	Target
Spermidine-e0##Spermidine-e0##Limosilactobacillus_reuteri_I49	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-0.9999999999999981	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	-1.000000000000001	-1.0000000000000007	-1.000000000000001	-1.0000000000000007	-0.9999999999999991	-0.9999999999999991	-0.9999999999999986	-0.9999999999999986	-1.0000000000000018	-1.000000000000001	-1.0000000000000007	-1.0000000000000002	-1.0000000000000009	-0.9999999999999997	-1.0000000000000007	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-0.9999999999999998	-0.9999999999999998	-0.9999999999999999	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999991	-0.9999999999999987	Spermidine-e0	Spermidine-e0
PAN##fe3-e0##Limosilactobacillus_reuteri_I49	-0.7060625359774549	-0.7060625359774549	-0.7060625359771023	-0.7060625359785032	-0.7060625359716838	-0.7060625359716838	0.0	0.0	0.0	0.0	-0.7060625359702862	-0.7060625359705558	-0.7060625359715612	-0.7060625359714385	-0.7060625359717784	-0.7060625359803698	-0.7060625359693115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	fe3-e0
Spermidine-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.9999999999245759	-1.9999999999245759	-1.9999999999279872	0.0	-1.999999999966966	-1.999999999966966	2.515620920393331	6.00000000010074	11.94749335012645	0.46990981459427617	2.0000000000491025	4.666666666696196	6.000000000001993	6.000000000004335	6.000000000002032	8.000000000011664	6.0000000000034595	5.34658716989873	-3.9999999975625387	-3.9999999972560216	5.999999999854547	7.298302606535229	6.0000000000015845	7.000000000004656	7.000000000004606	8.000000000006226	6.400000000003624	8.00000000000586	5.333333333335308	6.000000000002944	6.000000000002944	6.000000000002944	6.000000000002944	6.000000000002944	6.000000000002944	6.000000000002944	6.000000000002944	6.000000000002799	6.000000000002801	Spermidine-e0	H+-e0
Melitose-e0##H+-e0##Limosilactobacillus_reuteri_I49	0.9999999999483313	0.9999999999483313	0.9999999999495441	6.000000000029581	-1.9999999999871174	-1.9999999999871174	2.5156209203892343	6.0000000002463345	10.757994680106295	-7.650450927057786	0.0	4.000000000038347	5.999999999997064	6.000000000001012	5.9999999999991775	1.9999999999872888	5.999999999993018	4.562491773775455	-16.0000000002155	-16.000000000243563	6.000000000086211	3.4033947869295686	5.999999999999309	12.000000000002196	12.000000000002192	18.000000000002903	8.400000000000778	18.000000000000593	1.999999999999939	5.999999999999952	5.999999999999952	5.999999999999952	5.999999999999952	5.999999999999952	5.999999999999952	5.999999999999952	5.999999999999952	5.999999999999596	5.99999999999958	Melitose-e0	H+-e0
Folate-e0##H+-e0##Limosilactobacillus_reuteri_I49	-9.000000000144055	-9.000000000144055	-9.000000000139996	8.000000000096374	-9.999999999980345	-9.999999999980345	-5.484379079604166	-482.25962283448234	-5.56849601007804	-19.77081166870082	-5.999999999963387	-3.99999999998237	-2.000000000024927	-2.0000000000214397	-2.0000000000199285	-20.00000000007243	-3.0000000000344	-6.724453131582115	7825.529445113451	7825.529445024689	-554.271391168089	-12.386420852289113	-1.9999999999994937	0.0	-0.9999999999948946	0.0	-1.199999999996147	0.0	-1.9999999999983589	-1.4999999999970464	-1.4999999999970464	-1.4999999999970464	-1.4999999999970464	-1.4999999999970464	-1.4999999999970464	-1.4999999999970464	-1.4999999999970464	-1.4999999999971771	-1.4999999999971807	Folate-e0	H+-e0
Urea-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.0000000000298432	-1.0000000000298432	-1.0000000000288862	2.0000000000167297	1.9999999999900453	1.9999999999900453	-0.2578104601939957	-1.9999999999868858	-5.568496010076762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urea-e0	H+-e0
Thiamine##H+-e0##Limosilactobacillus_reuteri_I49	-10.00000000018186	-10.00000000018186	-9.000000000158645	10.000000000125606	-23.99999999992594	-23.99999999992594	-9.324232008723541	-958.5192456693219	3.784248005032957	-38.54162333740886	-10.999999999871868	-3.6666666665980787	0.9999999999690098	0.9999999999780049	0.9999999999767922	-23.00000000010001	0.999999999943811	-4.619350338877599	15686.058890228986	15686.058890050948	-1101.5427823364046	-11.281328671899283	3.0000000000026414	4.000000000010675	4.000000000010673	6.000000000014704	2.000000000008311	6.000000000013789	-0.6666666666624469	1.000000000006569	1.000000000006569	1.000000000006569	1.000000000006569	1.000000000006569	1.000000000006569	1.000000000006569	1.000000000006569	1.0000000000062474	1.000000000006197	Thiamine	H+-e0
Riboflavin##H+-e0##Limosilactobacillus_reuteri_I49	-8.000000000086041	-8.000000000086041	-8.000000000085905	7.0000000000750155	-6.999999999968476	-6.999999999968476	-1.355473849505298	-1437.7788685042926	3.5947493350110413	-12.710631297874414	-1.999999999944442	-0.6666666666262001	2.999999999964466	2.9999999999714633	2.999999999969823	-12.000000000049038	0.0	-3.3977467165305475	23604.588335341614	23604.58833507405	-1653.8141735047573	-2.842361729413065	3.000000000000845	3.5000000000071045	3.5000000000070615	4.000000000009906	3.2000000000055704	4.0000000000097975	2.6666666666693724	3.0000000000044538	3.0000000000044538	3.0000000000044538	3.0000000000044538	3.0000000000044538	3.0000000000044538	3.0000000000044538	3.0000000000044538	3.000000000004327	3.000000000004323	Riboflavin	H+-e0
PAN##H+-e0##Limosilactobacillus_reuteri_I49	3314.5857522663323	3314.5857522663323	3218.5222266925325	-1690.374847487609	888.817868916292	888.817868916292	0.0	0.0	0.0	0.0	-745.4326917578169	-704.7499706178777	-656.0842067990544	-656.0842067989418	-656.0842067992891	429.1126953029432	-787.2453023147602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H+-e0
Folate-e0##L-Alanine-e0##Limosilactobacillus_reuteri_I49	0.9999999999958433	0.9999999999958433	0.9999999999958249	0.999999999994037	0.0	0.0	-0.26181966390596045	-36.08717942728964	-0.2681402926212293	-0.9520256846041963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.24380914836683631	-36.08717941837665	-36.087179418028484	-36.08717941976789	-0.6786819647362101	0.0	0.0	1.000000000000321	1.0000000000002895	1.6000000000019698	1.0000000000003204	1.000000000000332	1.0000000000003375	1.0000000000003375	1.0000000000003375	1.0000000000003375	1.0000000000003375	1.0000000000003375	1.0000000000003375	1.0000000000003375	1.0000000000004121	1.0000000000004126	Folate-e0	L-Alanine-e0
Thiamine##L-Alanine-e0##Limosilactobacillus_reuteri_I49	0.999999999994828	0.999999999994828	0.9999999999953071	0.9999999999932518	-1.0000000000006395	-1.0000000000006395	-1.8509139076963808	-73.17435885460651	-0.8659298536889768	-2.904051369209032	-0.9999999999919744	-0.9999999999950346	-1.0000000000011848	-1.0000000000013003	-1.0000000000012967	-0.9999999999886278	-1.0000000000019533	-1.3678523992903175	-73.1743588367641	-73.17435883606527	-73.17435883955068	-1.9331877015124341	-1.0000000000001013	-0.9999999999992593	-0.9999999999992921	-0.9999999999993552	1.000000000003751	-0.9999999999992598	-0.999999999999217	-0.9999999999991971	-0.9999999999991971	-0.9999999999991971	-0.9999999999991971	-0.9999999999991971	-0.9999999999991971	-0.9999999999991971	-0.9999999999991971	-0.999999999999023	-0.999999999999023	Thiamine	L-Alanine-e0
PAN##L-Alanine-e0##Limosilactobacillus_reuteri_I49	84.27119748790685	84.27119748790685	84.27119748786487	84.27119748842989	-51.53444007310236	-51.53444007310236	0.0	0.0	0.0	0.0	-51.5344400730022	-51.53444007302136	-51.534440073081385	-51.53444007308167	-51.53444007307394	-51.534440073641804	-51.53444007296571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Alanine-e0
