	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0058-0.0090	0.0097-0.0097	0.0097-0.0112	0.0112-0.0116	0.0121-0.0124	0.0124-0.0126	0.0126-0.0129	0.0129-0.0129	0.0129-0.0130	0.0130-0.0130	0.0130-0.0133	0.0133-0.0188	0.0188-0.0427	0.0427-0.2022	0.3102-0.3623	0.3623-0.3625	0.3625-0.3639	0.3639-0.4059	0.4059-0.4085	0.4085-0.4274	0.4754-0.5844	0.5845-0.5879	0.5879-0.5995	0.5995-0.5995	0.5995-0.6627	0.6627-0.6627	0.6627-5.8404	5.8404-5.8404	5.8404-6.8241	6.8437-6.8437	6.8437-6.8719	6.8951-6.8953	6.8953-7.7294	7.7294-7.7302	7.7302-7.7302	7.8442-20.0000	Source	Target
Thiamine##Glycine-e0##Limosilactobacillus_reuteri_I49	-1.0000000000053935	-1.0000000000053935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-24.000000000249585	0.0	-0.9362267953568201	-183.6920699999112	-183.69206999774144	-183.69207000825836	-0.40092962080150035	2.0000000000000946	1.9999999999991305	1.9999999999991738	10.000000000016284	0.0	10.00000000001501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	Glycine-e0
PAN##Glycine-e0##Limosilactobacillus_reuteri_I49	96.06352557215071	96.06352557215071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1085.1969021099792	-131.16109551759462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Glycine-e0
PAN##Phosphate-e0##Limosilactobacillus_reuteri_I49	-129.86418562011391	-129.86418562011391	-129.86418562005164	-129.8641856200479	-129.86418561866807	-129.86418561866807	0.0	0.0	0.0	0.0	-129.86418561837255	-129.86418561842356	-129.86418561861967	-129.86418561857695	-129.86418561871514	-129.8641856203375	-129.86418561815177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Phosphate-e0
Folate-e0##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	1.0000000000031557	1.0000000000031557	1.0000000000031657	1.000000000004179	1.0000000000000406	1.0000000000000406	0.6503671134316458	-47.19066881005085	0.6419265722221849	-0.2713311262768796	6.000000000020455	6.00000000001006	8.999999999968997	2.9999999999774247	0.0	0.0	8.499999999961583	5.622708550930965	-417.3795597138442	-417.37955970913794	-417.3795597325026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Glutamate-e0
PAN##L-Glutamate-e0##Limosilactobacillus_reuteri_I49	-68.81887621315438	-68.81887621315438	-68.81887621311435	-68.81887621343989	-68.81887621268386	-68.81887621268386	0.0	0.0	0.0	0.0	-615.5970967763295	-615.5970967765599	-542.5984510477998	-697.0684929387432	0.0	0.0	-608.1789988047277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glutamate-e0
Spermidine-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	1.9999999999225335	1.9999999999225335	1.9999999999216185	0.9999999999711632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	D-Glucose-e0
Pyruvate-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	1.0000000000068991	1.0000000000068991	1.0000000000070592	1.000000000002486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pyruvate-e0	D-Glucose-e0
D-Mannose-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	1.0000000000091513	1.0000000000091513	1.000000000009468	1.0000000000038805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D-Mannose-e0	D-Glucose-e0
Melitose-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	6.500000000058524	6.500000000058524	6.50000000006063	4.0000000000288445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melitose-e0	D-Glucose-e0
Folate-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	15.500000000170449	15.500000000170449	15.50000000017578	7.000000000084592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	D-Glucose-e0
Urea-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	1.500000000033952	1.500000000033952	1.500000000034738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urea-e0	D-Glucose-e0
Sucrose##D-Glucose-e0##Limosilactobacillus_reuteri_I49	4.0000000000269385	4.0000000000269385	4.000000000028615	2.0000000000149836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	D-Glucose-e0
Thiamine##D-Glucose-e0##Limosilactobacillus_reuteri_I49	21.500000000226393	21.500000000226393	22.500000000210626	13.000000000100322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	D-Glucose-e0
Riboflavin##D-Glucose-e0##Limosilactobacillus_reuteri_I49	14.500000000109724	14.500000000109724	14.500000000115593	7.000000000060391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Limosilactobacillus_reuteri_I49	-3840.517356490863	-3840.517356490863	-3936.5808820610496	-1561.2076333311545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
PAN##Mn2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359773164	-0.7060625359773164	-0.7060625359769215	-0.7060625359788142	-0.7060625359693058	-0.7060625359693058	0.0	0.0	0.0	0.0	-0.7060625359693101	-0.7060625359695785	-0.7060625359706191	-0.7060625359704862	-0.7060625359708923	-0.7060625359798275	-0.7060625359682283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mn2+-e0
PAN##Zn2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359635766	-0.7060625359635766	-0.7060625359659278	-0.7060625360033749	-0.7060625359904454	-0.7060625359904454	0.0	0.0	0.0	0.0	-0.7060625359943934	-0.7060625359953249	-0.7060625359955758	-0.7060625359961261	-0.706062535996085	-0.7060625359999696	-0.7060625359999849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Zn2+-e0
PAN##L-Lysine-e0##Limosilactobacillus_reuteri_I49	-36.35966193476919	-36.35966193476919	-36.35966193475015	-36.35966193491036	-36.35966193452954	-36.35966193452954	0.0	0.0	0.0	0.0	-36.35966193449152	-36.359661934504715	-36.35966193455469	-36.35966193454987	-36.3596619345623	-36.35966193500234	-36.35966193444729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	0.9999999999472146	0.9999999999472146	0.9999999999482201	0.0	0.999999999960578	0.999999999960578	-6.587663243430548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Aspartate-e0
Melitose-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.5000000000404645	2.5000000000404645	2.5000000000407363	0.0	3.999999999980255	3.999999999980255	-3.587663243438068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melitose-e0	L-Aspartate-e0
Folate-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	8.500000000119325	8.500000000119325	8.500000000119549	0.0	8.999999999988077	8.999999999988077	1.412336756569559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Aspartate-e0
Urea-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	1.5000000000233447	1.5000000000233447	1.5000000000232228	0.0	0.0	0.0	3.793831621717504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urea-e0	L-Aspartate-e0
Sucrose##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.0000000000186824	2.0000000000186824	2.000000000019275	0.0	1.9999999999903642	1.9999999999903642	-1.7938316217196282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	L-Aspartate-e0
Thiamine##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	10.500000000158481	10.500000000158481	10.500000000143908	1.0000000000131415	17.99999999992326	17.99999999992326	-6.6599055411519394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	7.5000000000772	7.5000000000772	7.50000000007922	0.0	6.999999999973407	6.999999999973407	-2.4845790542872126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	-2640.097575520422	-2640.097575520422	-2640.0975755190534	-203.89718189786336	-1493.4935400883485	-1493.4935400883485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
PAN##Sulfate-e0##Limosilactobacillus_reuteri_I49	-0.70606253597932	-0.70606253597932	-0.7060625359790415	-0.7060625359776962	-0.7060625359712907	-0.7060625359712907	0.0	0.0	0.0	0.0	-0.706062535969677	-0.7060625359698344	-0.7060625359708896	-0.7060625359708236	-0.7060625359709138	-0.706062535981008	-0.7060625359683125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
Spermidine-e0##L-Arginine-e0##Limosilactobacillus_reuteri_I49	0.9999999999995554	0.9999999999995554	0.9999999999995653	0.9999999999996034	0.999999999999427	0.999999999999427	0.8845524683248892	1.0000000000032876	1.1970576137781022	0.9533567775710875	1.0000000000013858	1.0000000000008855	1.0000000000000024	1.0000000000000535	1.0000000000000075	0.9999999999995206	1.0000000000000602	0.9811393119211957	0.9999999999950286	0.9999999999944775	0.9999999999957679	1.0374075023873925	1.0000000000000093	1.000000000000054	1.000000000000054	1.0000000000000793	1.0000000000000597	1.0000000000000786	1.0000000000000535	1.0000000000000404	1.0000000000000404	1.0000000000000404	1.0000000000000404	1.0000000000000404	1.0000000000000404	1.0000000000000404	1.0000000000000404	1.0000000000008415	1.0000000000008344	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Limosilactobacillus_reuteri_I49	-22.723747383802134	-22.723747383802134	-22.723747383792222	-22.723747383895947	-22.72374738365689	-22.72374738365689	0.0	0.0	0.0	0.0	-22.723747383632737	-22.723747383641015	-22.72374738367181	-22.723747383668652	-22.72374738367631	-22.723747383942772	-22.723747383605772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Histidine-e0##Limosilactobacillus_reuteri_I49	-9.204977705003355	-9.204977705003355	-9.20497770499863	-9.204977705030599	-9.204977704928062	-9.204977704928062	0.0	0.0	0.0	0.0	-9.204977704917322	-9.204977704920898	-9.204977704933992	-9.204977704932368	-9.20497770493694	-9.204977705050567	-9.204977704905108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
PAN##L-Proline-e0##Limosilactobacillus_reuteri_I49	-18.087781190331253	-18.087781190331253	-18.087781190321998	-18.08778119039436	-18.08778119019593	-18.08778119019593	0.0	0.0	0.0	0.0	-18.08778119017323	-18.08778119018024	-18.087781190205877	-18.087781190202836	-18.087781190211143	-18.087781190434075	-18.08778119015086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline-e0
PAN##Co2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359773145	-0.7060625359773145	-0.7060625359793725	-0.7060625359794347	-0.7060625359747432	-0.7060625359747432	0.0	0.0	0.0	0.0	-0.706062535969939	-0.7060625359705687	-0.7060625359715331	-0.7060625359710903	-0.7060625359729868	-0.70606253597848	-0.7060625359710309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
PAN##L-Valine-e0##Limosilactobacillus_reuteri_I49	-34.56469128228262	-34.56469128228262	-34.56469128226482	-34.564691282388594	-34.56469128201393	-34.56469128201393	0.0	0.0	0.0	0.0	-34.564691281966134	-34.564691281979535	-34.5646912820289	-34.56469128202289	-34.564691282039355	-34.56469128246778	-34.56469128192134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Valine-e0
Thiamine##L-Threonine-e0##Limosilactobacillus_reuteri_I49	1.0000000000097264	1.0000000000097264	0.0	0.0	0.0	0.0	-1.2067346020041327	-102.35500374299077	0.19013331805306646	-2.700255161462474	12.999999999984892	9.333333333325514	0.0	0.0	0.0	24.000000000280053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Threonine-e0
PAN##L-Threonine-e0##Limosilactobacillus_reuteri_I49	-169.14776061521604	-169.14776061521604	-73.08423504302588	-73.08423504327509	-73.08423504248346	-73.08423504248346	0.0	0.0	0.0	0.0	-13.488207308285487	-33.8295678783942	-131.16109551801176	-131.16109551799025	-131.16109551805616	-1216.3579976296928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine-e0
