	0.0000-0.0000	0.0000-2.2106	2.2106-9.7133	9.7133-12.8797	12.8797-15.5592	15.5592-20.0000	Source	Target
Riboflavin##Turicimonas_muris_YL45##Metabolite##None	126.68907411748705	126.68907411739079	0.0	0.0	0.0	0.0	Riboflavin	Turicimonas_muris_YL45
Turicimonas_muris_YL45##H2O-e0##Microbe##Spermidine-e0	-0.9999999999836297	-0.999999999983026	-0.9999999999447066	-0.9999999999447066	0.0	0.0	Turicimonas_muris_YL45	H2O-e0
Turicimonas_muris_YL45##H2O-e0##Microbe##Folate	10.499999999980227	10.499999999961402	10.500000000056842	10.500000000056842	0.0	0.0	Turicimonas_muris_YL45	H2O-e0
Turicimonas_muris_YL45##H2O-e0##Microbe##Riboflavin	-5254.119353031597	-5247.119353027718	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	H2O-e0
Turicimonas_muris_YL45##Phosphate-e0##Microbe##Riboflavin	-127.45775495970794	-127.45775495960842	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Glutamate-e0##Microbe##Spermidine-e0	3.0000000000011817	3.0000000000012768	3.00000000000468	3.00000000000468	0.0	0.0	Turicimonas_muris_YL45	L-Glutamate-e0
Turicimonas_muris_YL45##L-Glutamate-e0##Microbe##Folate	-1.500000000000839	-1.5000000000027378	-1.4999999999940956	-1.4999999999940956	0.0	0.0	Turicimonas_muris_YL45	L-Glutamate-e0
Turicimonas_muris_YL45##L-Glutamate-e0##Microbe##Riboflavin	-466.21326904911086	-467.2132690487409	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Glutamate-e0
Turicimonas_muris_YL45##Zn2+-e0##Microbe##Riboflavin	-0.9241112603174525	-0.9241112603179752	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Zn2+-e0
Turicimonas_muris_YL45##L-Lysine-e0##Microbe##Riboflavin	-41.26899935746336	-41.26899935742889	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Lysine-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe##Spermidine-e0	-2.9999999999975935	-2.999999999997623	-2.999999999992629	-2.999999999992629	0.0	0.0	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe##Folate	10.499999999999376	10.499999999997545	10.500000000010019	10.500000000010019	0.0	0.0	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe##Riboflavin	-688.117161642343	-682.1171616418994	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##Sulfate-e0##Microbe##Riboflavin	-0.924111260303212	-0.9241112602976418	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Sulfate-e0
Turicimonas_muris_YL45##L-Arginine-e0##Microbe##Riboflavin	-35.57235834185061	-35.572358341825215	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Arginine-e0
Turicimonas_muris_YL45##L-Histidine-e0##Microbe##Riboflavin	-11.39328203119662	-11.393282031188376	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Histidine-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe##Riboflavin	-26.584324739480696	-26.584324739459074	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Proline-e0
Turicimonas_muris_YL45##Co2+-e0##Microbe##Riboflavin	-0.9241112603174906	-0.9241112603165876	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Co2+-e0
Turicimonas_muris_YL45##L-Threonine-e0##Microbe##Riboflavin	-75.99313011327494	-75.99313011324399	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Threonine-e0
Turicimonas_muris_YL45##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999991	-0.9999999999999997	-1.0	-1.0	0.0	0.0	Turicimonas_muris_YL45	Spermidine-e0
Turicimonas_muris_YL45##fe3-e0##Microbe##Riboflavin	-0.9241112603308173	-0.9241112603232884	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	fe3-e0
Turicimonas_muris_YL45##H+-e0##Microbe##Spermidine-e0	4.999999999982178	4.999999999981624	4.999999999941037	4.999999999941037	0.0	0.0	Turicimonas_muris_YL45	H+-e0
Turicimonas_muris_YL45##H+-e0##Microbe##Folate	-20.499999999975977	-20.499999999957076	-20.50000000005845	-20.50000000005845	0.0	0.0	Turicimonas_muris_YL45	H+-e0
Turicimonas_muris_YL45##H+-e0##Microbe##Riboflavin	5574.150782367626	5559.150782363717	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	H+-e0
Turicimonas_muris_YL45##Uracil-e0##Microbe##Riboflavin	-39.642230877609016	-39.6422308775792	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Uracil-e0
Turicimonas_muris_YL45##L-Methionine-e0##Microbe##Riboflavin	-18.98243529510627	-18.982435295089385	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Methionine-e0
Turicimonas_muris_YL45##L-Cysteine-e0##Microbe##Riboflavin	-13.013505963508988	-13.013505963498087	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Cysteine-e0
Turicimonas_muris_YL45##L-Serine-e0##Microbe##Spermidine-e0	-0.9999999999769005	-0.9999999999761446	-0.9999999999219155	-0.9999999999219155	0.0	0.0	Turicimonas_muris_YL45	L-Serine-e0
Turicimonas_muris_YL45##L-Serine-e0##Microbe##Pyruvate-e0	0.999999999991031	0.9999999999907866	0.9999999999984478	0.9999999999984478	0.9999999999999071	0.9999999999999071	Turicimonas_muris_YL45	L-Serine-e0
Turicimonas_muris_YL45##L-Serine-e0##Microbe##Folate	23.499999999973642	23.4999999999479	23.500000000083446	23.500000000083446	0.0	0.0	Turicimonas_muris_YL45	L-Serine-e0
Turicimonas_muris_YL45##L-Serine-e0##Microbe##Riboflavin	-7444.948477067639	-7428.615143728969	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Serine-e0
Turicimonas_muris_YL45##NH3-e0##Microbe##Spermidine-e0	3.999999999975617	3.9999999999747793	3.999999999917351	3.999999999917351	0.0	0.0	Turicimonas_muris_YL45	NH3-e0
Turicimonas_muris_YL45##NH3-e0##Microbe##Pyruvate-e0	-0.9999999999904823	-0.999999999990221	-0.9999999999983439	-0.9999999999983439	-0.9999999999999746	-0.9999999999999746	Turicimonas_muris_YL45	NH3-e0
Turicimonas_muris_YL45##NH3-e0##Microbe##Folate	-24.499999999975103	-24.499999999947555	-24.500000000091106	-24.500000000091106	0.0	0.0	Turicimonas_muris_YL45	NH3-e0
Turicimonas_muris_YL45##NH3-e0##Microbe##Riboflavin	7880.786923854314	7865.453590515264	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	NH3-e0
Turicimonas_muris_YL45##Pyruvate-e0##Microbe##Pyruvate-e0	-0.9999999999999998	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-1.000000000000001	-1.000000000000001	Turicimonas_muris_YL45	Pyruvate-e0
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe##Riboflavin	-28.98957316828693	-28.98957316826345	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Asparagine-e0
Turicimonas_muris_YL45##Ca2+-e0##Microbe##Riboflavin	-0.9241112603174336	-0.9241112603167059	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Ca2+-e0
Turicimonas_muris_YL45##Cu2+-e0##Microbe##Riboflavin	-0.9241112603208673	-0.9241112603206404	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Cu2+-e0
Turicimonas_muris_YL45##Fe2+-e0##Microbe##Riboflavin	-1.9241112602932702	-1.924111260298342	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Fe2+-e0
Turicimonas_muris_YL45##Glycine-e0##Microbe##Folate	-0.9999999999992477	-0.9999999999994825	-0.9999999999993244	-0.9999999999993244	0.0	0.0	Turicimonas_muris_YL45	Glycine-e0
Turicimonas_muris_YL45##Glycine-e0##Microbe##Riboflavin	-9.964666328559288	-10.964666328502028	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Glycine-e0
Turicimonas_muris_YL45##K+-e0##Microbe##Riboflavin	-0.9241112603190458	-0.9241112603184826	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	K+-e0
Turicimonas_muris_YL45##Cl--e0##Microbe##Riboflavin	-0.9241112603204099	-0.9241112603196924	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Cl--e0
Turicimonas_muris_YL45##L-Phenylalanine##Microbe##Riboflavin	-22.280195972170436	-22.280195972154054	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Phenylalanine
Turicimonas_muris_YL45##L-Tryptophan##Microbe##Riboflavin	-6.83596921872198	-6.8359692187179	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Tryptophan
Turicimonas_muris_YL45##L-Tyrosine##Microbe##Riboflavin	-17.083554956518807	-17.083554956504617	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Tyrosine
Turicimonas_muris_YL45##Mg##Microbe##Riboflavin	-0.9241112603192111	-0.924111260318627	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Mg
Turicimonas_muris_YL45##Mn2+##Microbe##Riboflavin	-0.9241112603207906	-0.9241112603200429	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Mn2+
Turicimonas_muris_YL45##Folate##Microbe##Folate	-1.000000000000002	-0.9999999999999978	-0.9999999999999967	-0.9999999999999967	0.0	0.0	Turicimonas_muris_YL45	Folate
Turicimonas_muris_YL45##Riboflavin##Microbe##Riboflavin	-1.000000000000344	-0.9999999999997204	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Riboflavin
Turicimonas_muris_YL45##Niacin##Microbe##Riboflavin	-1.000000000003012	-1.0000000000022737	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Niacin
Turicimonas_muris_YL45##PAN##Microbe##Riboflavin	-1.0000000000479108	-1.0000000000479423	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	PAN
Turicimonas_muris_YL45##Pyridoxal##Microbe##Riboflavin	-0.49999999999689765	-0.4999999999965697	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##carbonate##Microbe##Riboflavin	-272.08718788733535	-272.0871878871393	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	carbonate
Pyridoxal##Acutalibacter_muris_KB1##Metabolite##None	193.59229303374173	193.59229303374173	193.59229303374173	193.59229303322115	193.59229303322115	193.5922930335552	Pyridoxal	Acutalibacter_muris_KB1
Acutalibacter_muris_KB1##H2O-e0##Microbe##Spermidine-e0	-2.5000000000027045	-2.5000000000027045	-2.5000000000027045	-2.499999999999971	0.0	0.0	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##L-Lactate-e0	-0.3333333333332673	-0.3333333333332673	-0.3333333333332673	-0.33333333333230847	-0.33333333333230847	-0.9999999999999584	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Thiamine	-1.944444444442808	-1.944444444442808	-1.944444444442808	0.0	0.0	0.0	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Pyridoxal	-4117.544257979126	-4117.544257979126	-4117.544257979126	-4119.488702412513	-4119.488702412513	889.4189029635969	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Puryvate	-0.33333333333469606	-0.33333333333469606	-0.33333333333469606	-0.33333333333451437	-0.33333333333451437	-0.9999999999997263	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe##Thiamine	1.3333333333334498	1.3333333333334498	1.3333333333334498	0.0	0.0	0.0	Acutalibacter_muris_KB1	Glycine-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe##Pyridoxal	-109.20428193323795	-109.20428193323795	-109.20428193323795	-107.87094859957614	-107.87094859957614	-107.87094859947533	Acutalibacter_muris_KB1	Glycine-e0
Acutalibacter_muris_KB1##Phosphate-e0##Microbe##Pyridoxal	-259.72837123895255	-259.72837123895255	-259.72837123895255	-259.72837123825207	-259.72837123825207	-259.7283712395164	Acutalibacter_muris_KB1	Phosphate-e0
