	0.0000-0.6400	0.6400-0.6412	0.6412-0.6426	0.6426-1.3859	1.3859-2.0000	Source	Target
O2##dATP##bc1003	-0.0017319514074685962	-0.0017319514074685962	0.0	0.0	0.0	O2	dATP
O2##Co2+##bc1003	-0.00042927593094238683	-0.00042927593094238683	0.0	0.0	0.0	O2	Co2+
O2##Deoxycytidine##bc1003	-0.0031688731750682303	-0.0031688731750682303	0.0	0.0	0.0	O2	Deoxycytidine
O2##Mg##bc1003	-0.0004292759309417511	-0.0004292759309417511	0.0	0.0	0.0	O2	Mg
O2##L-Aspartate##bc1003	-0.030722359888708143	-0.030722359888708143	0.0	0.0	0.0	O2	L-Aspartate
O2##5-Aminolevulinate##bc1003	-0.0034342074475198743	-0.0034342074475198743	0.0	0.0	0.0	O2	5-Aminolevulinate
O2##Glycine##bc1003	-0.0767101812372719	-0.0767101812372719	0.0	0.0	0.0	O2	Glycine
O2##Chorismate##bc1003	-0.0008585518618862887	-0.0008585518618862887	0.0	0.0	0.0	O2	Chorismate
O2##Folate##bc1003	-0.0012878277928207147	-0.0012878277928207147	0.0	0.0	0.0	O2	Folate
O2##L-Histidine##bc1003	-0.012125454678913603	-0.012125454678913603	0.0	0.0	0.0	O2	L-Histidine
O2##Myristic acid##bc1003	-0.019130147303045443	-0.019130147303045443	0.0	0.0	0.0	O2	Myristic acid
O2##Heme##bc1003	-0.00042927593094293587	-0.00042927593094293587	0.0	0.0	0.0	O2	Heme
O2##L-Proline##bc1003	-0.028201900208262395	-0.028201900208262395	0.0	0.0	0.0	O2	L-Proline
O2##Oxidized glutathione##bc1003	-0.00021463796547111584	-0.00021463796547111584	0.0	0.0	0.0	O2	Oxidized glutathione
O2##L-Arginine##bc1003	-0.03773877467482258	-0.03773877467482258	0.0	0.0	0.0	O2	L-Arginine
O2##CMP##bc1003	-0.012865862501867859	-0.012865862501867859	0.0	0.0	0.0	O2	CMP
O2##Thiamin##bc1003	-0.0004292759309436537	-0.0004292759309436537	0.0	0.0	0.0	O2	Thiamin
O2##Mn2+##bc1003	-0.00042927593094220853	-0.00042927593094220853	0.0	0.0	0.0	O2	Mn2+
O2##GTP##bc1003	-0.020714038628005693	-0.020714038628005693	0.0	0.0	0.0	O2	GTP
O2##L-Alanine##bc1003	-0.06928986062036441	-0.06928986062036441	0.0	0.0	0.0	O2	L-Alanine
O2##H+##bc1003	0.7796113582637348	0.7796113582637348	0.0	0.0	0.0	O2	H+
O2##Sulfate##bc1003	-0.00042927593094232145	-0.00042927593094232145	0.0	0.0	0.0	O2	Sulfate
O2##L-Tyrosine##bc1003	-0.01846066414598729	-0.01846066414598729	0.0	0.0	0.0	O2	L-Tyrosine
O2##L-Lysine##bc1003	-0.04366526095047156	-0.04366526095047156	0.0	0.0	0.0	O2	L-Lysine
O2##AMP##bc1003	-0.0164250039465099	-0.0164250039465099	0.0	0.0	0.0	O2	AMP
O2##L-Glutamate##bc1003	-0.03905843488115722	-0.03905843488115722	0.0	0.0	0.0	O2	L-Glutamate
O2##Riboflavin##bc1003	-0.0012878277928317255	-0.0012878277928317255	0.0	0.0	0.0	O2	Riboflavin
O2##UMP##bc1003	-0.01432440743295375	-0.01432440743295375	0.0	0.0	0.0	O2	UMP
O2##BIOT##bc1003	-0.0004292759309420031	-0.0004292759309420031	0.0	0.0	0.0	O2	BIOT
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1003	-0.019058002322127163	-0.019058002322127163	0.0	0.0	0.0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##CO2##bc1003	1.1007472795857265	1.1007472795857265	0.0	0.0	0.0	O2	CO2
O2##dGTP##bc1003	-0.002739597244127022	-0.002739597244127022	0.0	0.0	0.0	O2	dGTP
O2##Putrescine##bc1003	-0.0004292759309299804	-0.0004292759309299804	0.0	0.0	0.0	O2	Putrescine
O2##L-Glutamine##bc1003	-0.03265674983488622	-0.03265674983488622	0.0	0.0	0.0	O2	L-Glutamine
O2##Ala-Ala##bc1003	-0.0038260294606103575	-0.0038260294606103575	0.0	0.0	0.0	O2	Ala-Ala
O2##fe3##bc1003	-0.0012878277928243533	-0.0012878277928243533	0.0	0.0	0.0	O2	fe3
O2##CoA##bc1003	-0.0008585518618831928	-0.0008585518618831928	0.0	0.0	0.0	O2	CoA
O2##Zn2+##bc1003	-0.00042927593094197245	-0.00042927593094197245	0.0	0.0	0.0	O2	Zn2+
O2##4-Hydroxybenzoate##bc1003	-0.0004292759309373705	-0.0004292759309373705	0.0	0.0	0.0	O2	4-Hydroxybenzoate
O2##NADP##bc1003	-0.0008585518618814152	-0.0008585518618814152	0.0	0.0	0.0	O2	NADP
O2##Nicotinamide ribonucleotide##bc1003	-0.00042927593094244234	-0.00042927593094244234	0.0	0.0	0.0	O2	Nicotinamide ribonucleotide
O2##Spermidine##bc1003	-0.0004292759309391207	-0.0004292759309391207	0.0	0.0	0.0	O2	Spermidine
O2##L-Threonine##bc1003	-0.032289132122502215	-0.032289132122502215	0.0	0.0	0.0	O2	L-Threonine
O2##ddca##bc1003	-0.0038260294606114326	-0.0038260294606114326	0.0	0.0	0.0	O2	ddca
O2##N-Acetyl-D-glucosamine##bc1003	-0.013443922141698025	-0.013443922141698025	0.0	0.0	0.0	O2	N-Acetyl-D-glucosamine
O2##BET##bc1003	-0.0008585518618818924	-0.0008585518618818924	0.0	0.0	0.0	O2	BET
O2##L-Isoleucine##bc1003	-0.036989448823877384	-0.036989448823877384	0.0	0.0	0.0	O2	L-Isoleucine
O2##L-Tryptophan##bc1003	-0.007220776381825903	-0.007220776381825903	0.0	0.0	0.0	O2	L-Tryptophan
O2##Acetate##bc1003	0.8896432010027602	0.8896432010027602	0.0	0.0	0.0	O2	Acetate
O2##Niacin##bc1003	0.00042927593094102816	0.00042927593094102816	0.0	0.0	0.0	O2	Niacin
O2##Ca2+##bc1003	-0.0004292759309402648	-0.0004292759309402648	0.0	0.0	0.0	O2	Ca2+
O2##PPi##bc1003	0.0028235467983611035	0.0028235467983611035	0.0	0.0	0.0	O2	PPi
O2##L-Phenylalanine##bc1003	-0.02363782457069111	-0.02363782457069111	0.0	0.0	0.0	O2	L-Phenylalanine
O2##K+##bc1003	-0.00042927593094156457	-0.00042927593094156457	0.0	0.0	0.0	O2	K+
O2##Formate##bc1003	-0.00042927593094046817	-0.00042927593094046817	0.0	0.0	0.0	O2	Formate
O2##Glycerol##bc1003	-0.009529001161064466	-0.009529001161064466	0.0	0.0	0.0	O2	Glycerol
O2##L-Asparagine##bc1003	-0.03072235988870932	-0.03072235988870932	0.0	0.0	0.0	O2	L-Asparagine
O2##O2##bc1003	-1.000000000000005	-1.000000000000005	0.0	0.0	0.0	O2	O2
O2##D-Arabinose##bc1003	-0.01147808838182543	-0.01147808838182543	0.0	0.0	0.0	O2	D-Arabinose
O2##TTP##bc1003	-0.0017319514074675673	-0.0017319514074675673	0.0	0.0	0.0	O2	TTP
O2##S-Adenosyl-L-methionine##bc1003	-0.0012878277928241632	-0.0012878277928241632	0.0	0.0	0.0	O2	S-Adenosyl-L-methionine
O2##TRHL##bc1003	-0.009061045261647	-0.009061045261647	0.0	0.0	0.0	O2	TRHL
O2##D-Glucose##bc1003	-0.5490988420218013	-0.5490988420218013	0.0	0.0	0.0	O2	D-Glucose
O2##Cu2+##bc1003	-0.0004292759309409354	-0.0004292759309409354	0.0	0.0	0.0	O2	Cu2+
O2##L-Cysteine##bc1003	-0.011648610955585732	-0.011648610955585732	0.0	0.0	0.0	O2	L-Cysteine
O2##Pyridoxal##bc1003	-0.0004292759309415841	-0.0004292759309415841	0.0	0.0	0.0	O2	Pyridoxal
O2##Deoxyguanosine##bc1003	-0.00042927593094481154	-0.00042927593094481154	0.0	0.0	0.0	O2	Deoxyguanosine
O2##Cl-##bc1003	-0.00042927593093949326	-0.00042927593093949326	0.0	0.0	0.0	O2	Cl-
O2##Nitrite##bc1003	-0.00014309197696115588	-0.00014309197696115588	0.0	0.0	0.0	O2	Nitrite
O2##L-Leucine##bc1003	-0.05742560839508149	-0.05742560839508149	0.0	0.0	0.0	O2	L-Leucine
O2##L-Valine##bc1003	-0.05388334073607267	-0.05388334073607267	0.0	0.0	0.0	O2	L-Valine
O2##L-Serine##bc1003	-0.032646350868788004	-0.032646350868788004	0.0	0.0	0.0	O2	L-Serine
O2##meso-2,6-Diaminopimelate##bc1003	-0.0038260294606118623	-0.0038260294606118623	0.0	0.0	0.0	O2	meso-2,6-Diaminopimelate
O2##H2O##bc1003	2.017747583321164	2.017747583321164	0.0	0.0	0.0	O2	H2O
O2##L-Methionine##bc1003	-0.018692040794569292	-0.018692040794569292	0.0	0.0	0.0	O2	L-Methionine
D-Glucose##L-Alanine##bc1016	-0.026023178129174693	-0.026023178129174693	-0.026023178129174693	-0.026023178129174693	-0.026023178129174693	D-Glucose	L-Alanine
D-Glucose##L-Glutamate##bc1016	-0.014024275753891109	-0.014024275753891109	-0.014024275753891109	-0.014024275753891109	-0.014024275753891109	D-Glucose	L-Glutamate
