	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
4-Hydroxybenzoate	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
5-Aminolevulinate	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
AMP	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Acetate	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Adenosine	bc1011.bc1011	2		0	bc1011.bc1011	2	Metabolite
Ala-Ala	bc1009.bc1003.bc1003.bc1009	4		0	bc1009.bc1003.bc1003.bc1009	4	Metabolite
BET	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
BIOT	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
CMP	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
CO2	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Ca2+	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Chorismate	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Cl-	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Co2+	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
CoA	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Cu2+	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
D-Alanine	bc1011.bc1011	2		0	bc1011.bc1011	2	Metabolite
D-Arabinose	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
D-Glucose	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	bc1011.bc1003.bc1009	3	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009bc1011.bc1003.bc1009	9	Metabolite
Deoxycytidine	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Deoxyguanosine	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Folate	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Formate	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
GTP	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Glycerol	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Glycine	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
H+	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
H2O	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
Heme	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
K+	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
L-Alanine	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
L-Arginine	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
L-Asparagine	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6		0	bc1011.bc1009.bc1003.bc1011.bc1003.bc1009	6	Metabolite
