	In	InAmount	Out	OutAmount	All	AllAmount	Type
5'-Deoxyadenosine-e0	Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45	6		0	Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45	6	Metabolite
5-Methylthio-D-ribose-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46	2		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46	2	Metabolite
Acetate-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45	17		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45	17	Metabolite
CELB-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46	2		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46	2	Metabolite
CO2-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45	19		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45.Turicimonas_muris_YL45	19	Metabolite
Ca2+-e0	Clostridium_innocuum_I46.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	10		0	Clostridium_innocuum_I46.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	10	Metabolite
Citrate-e0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45	4		0	Clostridium_innocuum_I46.Clostridium_innocuum_I46.Turicimonas_muris_YL45.Turicimonas_muris_YL45	4	Metabolite
Cl--e0	Clostridium_innocuum_I46.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	10		0	Clostridium_innocuum_I46.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	10	Metabolite
Clostridium_innocuum_I46	PAN.L-Aspartate-e0.L-Glutamine-e0.Spermidine-e0.N-Acetyl-D-glucosamine-e0.Folate-e0.N-Acetyl-D-chondrosamine-e0.O2-e0.Riboflavin	9	Phosphate-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.Mn2+-e0.Zn2+-e0.L-Aspartate-e0.Sulfate-e0.L-Arginine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Leucine-e0.L-Histidine-e0.L-Proline-e0.Co2+-e0.L-Threonine-e0.Spermidine-e0.Thiamin-e0.L-Isoleucine-e0.fe3-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.Uracil-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Methionine-e0.L-Methionine-e0.L-Cysteine-e0.L-Cysteine-e0.N-Acetyl-D-glucosamine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.Ca2+-e0.Cu2+-e0.Fe2+-e0.Glycine-e0.Glycine-e0.Glycine-e0.K+-e0.D-Mannose-e0.Sucrose-e0.Cl--e0.Mg-e0.Folate-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.N-Acetyl-D-chondrosamine-e0.L-Phenylalanine.L-Tryptophan.L-Tyrosine.L-Tyrosine.Riboflavin.PAN.Inosine.Inosine.Inosine.Inosine.D-Glucose-e0.L-Glutamine-e0.H+-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Alanine-e0.Fumarate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.O2-e0.Acetate-e0.Acetate-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.L-Glutamine-e0.L-Glutamine-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Asparagine-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.Inosine.Inosine.Inosine.Inosine.Inosine.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.Phosphate-e0.D-Glucose-e0.L-Glutamine-e0.H+-e0.XAN-e0.L-Malate-e0.L-Alanine-e0.L-Asparagine-e0.Succinate-e0.H2O-e0.CO2-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Inosine.NAD-e0-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.PAN.PAN.PAN.PAN.PAN.PAN.PAN.PAN.D-Glucose-e0.D-Glyceraldehyde-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.Phosphate-e0.D-Glucose-e0.H+-e0.XAN-e0.L-Alanine-e0.L-Asparagine-e0.Succinate-e0.H2O-e0.CO2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.5-Methylthio-D-ribose-e0.5-Methylthio-D-ribose-e0.Ethanol-e0.Inosine.NAD-e0-e0.Na+-e0.Na+-e0.Citrate-e0.Citrate-e0.CELB-e0.CELB-e0	455	PAN.L-Aspartate-e0.L-Glutamine-e0.Spermidine-e0.N-Acetyl-D-glucosamine-e0.Folate-e0.N-Acetyl-D-chondrosamine-e0.O2-e0.RiboflavinPhosphate-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.D-Glucose-e0.Mn2+-e0.Zn2+-e0.L-Aspartate-e0.Sulfate-e0.L-Arginine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Glutamine-e0.L-Leucine-e0.L-Histidine-e0.L-Proline-e0.Co2+-e0.L-Threonine-e0.Spermidine-e0.Thiamin-e0.L-Isoleucine-e0.fe3-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.H+-e0.Uracil-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Alanine-e0.L-Methionine-e0.L-Methionine-e0.L-Cysteine-e0.L-Cysteine-e0.N-Acetyl-D-glucosamine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.L-Asparagine-e0.Ca2+-e0.Cu2+-e0.Fe2+-e0.Glycine-e0.Glycine-e0.Glycine-e0.K+-e0.D-Mannose-e0.Sucrose-e0.Cl--e0.Mg-e0.Folate-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.H2O-e0.N-Acetyl-D-chondrosamine-e0.L-Phenylalanine.L-Tryptophan.L-Tyrosine.L-Tyrosine.Riboflavin.PAN.Inosine.Inosine.Inosine.Inosine.D-Glucose-e0.L-Glutamine-e0.H+-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Alanine-e0.Fumarate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.CO2-e0.O2-e0.Acetate-e0.Acetate-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.Phosphate-e0.L-Glutamine-e0.L-Glutamine-e0.XAN-e0.XAN-e0.XAN-e0.XAN-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Malate-e0.L-Asparagine-e0.Succinate-e0.Succinate-e0.H2O-e0.CO2-e0.CO2-e0.Inosine.Inosine.Inosine.Inosine.Inosine.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.NAD-e0-e0.Phosphate-e0.D-Glucose-e0.L-Glutamine-e0.H+-e0.XAN-e0.L-Malate-e0.L-Alanine-e0.L-Asparagine-e0.Succinate-e0.H2O-e0.CO2-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Ethanol-e0.Inosine.NAD-e0-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.Thiamin-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.L-Cysteine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.Glycine-e0.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.L-Tyrosine.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Mn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Zn2+-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.Sulfate-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Arginine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Leucine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Histidine-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.L-Proline-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.Co2+-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Threonine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.L-Isoleucine-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.fe3-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.Uracil-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.L-Methionine-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Ca2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Cu2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fe2+-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.Fumarate-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.K+-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Sucrose-e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Cl--e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Mg-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.Acetate-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.H2S-e0.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Phenylalanine.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.L-Tryptophan.PAN.PAN.PAN.PAN.PAN.PAN.PAN.PAN.D-Glucose-e0.D-Glyceraldehyde-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.N-Acetyl-D-glucosamine-e0.Phosphate-e0.D-Glucose-e0.H+-e0.XAN-e0.L-Alanine-e0.L-Asparagine-e0.Succinate-e0.H2O-e0.CO2-e0.O2-e0.O2-e0.O2-e0.O2-e0.O2-e0.5-Methylthio-D-ribose-e0.5-Methylthio-D-ribose-e0.Ethanol-e0.Inosine.NAD-e0-e0.Na+-e0.Na+-e0.Citrate-e0.Citrate-e0.CELB-e0.CELB-e0	464	Microbe
Co2+-e0	Clostridium_innocuum_I46.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	10		0	Clostridium_innocuum_I46.Turicimonas_muris_YL45.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46.Clostridium_innocuum_I46	10	Metabolite
