	MetConSIN	DirectDFBA	Difference	ABS_Difference	SameSign
bc1008##1,2-Diacyl-sn-glycerol dioctadecanoyl	-0.007157609906251412	-0.27035913	0.2632015200937486	0.2632015200937486	1.0
bc1008##Chorismate	-0.0003224461414028971	-0.01217952	0.011857073858597102	0.011857073858597102	1.0
bc1002##Niacin	0.000429063140993171	0.01996872	-0.019539656859006826	0.019539656859006826	1.0
bc1002##dATP	-0.0014671836539684835	-0.06828313	0.06681594634603151	0.06681594634603151	1.0
bc1002##D-Arabinose	-0.011472398750355313	-0.5339286	0.5224562012496446	0.5224562012496446	1.0
bc1008##dGTP	-0.0006940265934823077	-0.02621496	0.02552093340651769	0.02552093340651769	1.0
bc1012##GTP	-0.10601179084792217	-1.17995219	1.073940399152078	1.073940399152078	1.0
bc1002##GTP	-0.020703770781834212	-0.9635592	0.9428554292181658	0.9428554292181658	1.0
bc1002##L-Valine	-0.05385663103142514	-2.50650246	2.452645828968575	2.452645828968575	1.0
bc1008##Oxidized glutathione	-8.061153535058117e-05	-0.00304488	0.0029642684646494187	0.0029642684646494187	1.0
bc1002##4-Hydroxybenzoate	-0.0004290631409932329	-0.01996872	0.019539656859006767	0.019539656859006767	1.0
bc1012##UMP	-0.07331047856350265	-0.81597395	0.7426634714364972	0.7426634714364972	1.0
bc1002##Oxidized glutathione	-0.00021453157049483178	-0.00998436	0.009769828429505167	0.009769828429505167	1.0
bc1008##K+	-0.00016122307070266613	-0.00608976	0.005928536929297333	0.005928536929297333	1.0
bc1002##Acetate	0.8726136095658146	40.61167802	-39.73906441043418	39.73906441043418	1.0
bc1002##L-Cysteine	-0.011642836796935181	-0.54186084	0.5302180032030648	0.5302180032030648	1.0
bc1008##Acetate	1.4964829358244556	56.52554881	-55.029065874175544	55.029065874175544	1.0
bc1008##Sulfate	-0.00016122307070228295	-0.00608976	0.005928536929297717	0.005928536929297717	1.0
bc1002##Deoxyguanosine	-0.00042906314099171454	-0.01996872	0.019539656859008284	0.019539656859008284	1.0
bc1012##L-Glutamine	-0.16713305384058308	-1.86025546	1.693122406159417	1.693122406159417	1.0
bc1012##ddca	-0.01958112767098951	-0.21794552	0.19836439232901049	0.19836439232901049	1.0
bc1008##CMP	-0.001367936570498446	-0.05167006	0.05030212342950155	0.05030212342950155	1.0
bc1002##fe3	-0.0012871894229791593	-0.05990615	0.05861896057702084	0.05861896057702084	1.0
bc1008##L-Proline	-0.010591781703758673	-0.40007558	0.3894837982962413	0.3894837982962413	1.0
bc1012##Ala-Ala	-0.019581127670921857	-0.21794552	0.19836439232907815	0.19836439232907815	1.0
bc1008##4-Hydroxybenzoate	-0.0001612230707142178	-0.00608976	0.005928536929285782	0.005928536929285782	1.0
bc1002##S-Adenosyl-L-methionine	-0.001287189422979733	-0.05990615	0.05861896057702026	0.05861896057702026	1.0
bc1002##Glycerol	-0.00952427768247137	-0.44326251	0.4337382323175286	0.4337382323175286	1.0
bc1002##Spermidine	-0.0004290631409926403	-0.01996872	0.019539656859007357	0.019539656859007357	1.0
bc1012##L-Arginine	-0.1931422046435214	-2.14974736	1.9566051553564787	1.9566051553564787	1.0
bc1002##CO2	1.1046287383612063	51.40972609	-50.30509735163879	50.30509735163879	1.0
bc1002##meso-2,6-Diaminopimelate	-0.003824132916790155	-0.1779762	0.17415206708320985	0.17415206708320985	1.0
Fumarate##bc1012	-0.7829132233184389	46.8781189	-47.661032123318435	47.661032123318435	-1.0
bc1008##L-Tryptophan	-0.0027119054603828804	-0.10243481	0.09972290453961712	0.09972290453961712	1.0
bc1012##L-Leucine	-0.2938968926254659	-3.27118596	2.9772890673745342	2.9772890673745342	1.0
bc1002##UMP	-0.014317306895260843	-0.66633141	0.6520141031047391	0.6520141031047391	1.0
bc1012##Oxidized glutathione	-0.0010984895563818254	-0.01222661	0.011128120443618175	0.011128120443618175	1.0
bc1002##CoA	-0.0008581262819863352	-0.03993743	0.039079303718013665	0.039079303718013665	1.0
bc1008##Putrescine	-0.0001612230707022859	-0.00608976	0.005928536929297713	0.005928536929297713	1.0
bc1012##L-Proline	-0.1443337052751228	-1.6064899	1.4621561947248771	1.4621561947248771	1.0
bc1002##L-Alanine	-0.06925551398025788	-3.22317072	3.153915206019742	3.153915206019742	1.0
bc1002##5-Aminolevulinate	-0.0034325051279357893	-0.15974974	0.15631723487206423	0.15631723487206423	1.0
bc1008##D-Alanine	-0.002873882152597456	-0.10855304	0.10567915784740255	0.10567915784740255	1.0
bc1008##L-Lactate	0.9994146777673392	37.75015524	-36.75074056223266	36.75074056223266	1.0
bc1002##Ala-Ala	-0.003824132916790244	-0.1779762	0.17415206708320977	0.17415206708320977	1.0
bc1008##Chitobiose	-0.0029544936879514357	-0.11159792	0.10864342631204857	0.10864342631204857	1.0
bc1008##Uridine	-0.005379814673663082	-0.20320778	0.19782796532633692	0.19782796532633692	1.0
bc1012##Sulfate	-0.002196979112758778	-0.02445323	0.022256250887241223	0.022256250887241223	1.0
bc1002##CMP	-0.012859484957661094	-0.59848398	0.5856244950423389	0.5856244950423389	1.0
bc1008##Myristic acid	-0.005908987375908884	-0.22319583	0.21728684262409112	0.21728684262409112	1.0
bc1008##Cytidine	-0.0034640926915011543	-0.13084662	0.12738252730849883	0.12738252730849883	1.0
bc1012##Ca2+	-0.002196979112740318	-0.02445323	0.02225625088725968	0.02225625088725968	1.0
bc1012##L-Tyrosine	-0.09447930949167965	-1.05159122	0.9571119105083203	0.9571119105083203	1.0
bc1008##BET	-0.0003224461414143195	-0.01217952	0.01185707385858568	0.01185707385858568	1.0
bc1012##L-Valine	-0.27576802143148815	-3.06940462	2.7936365985685114	2.7936365985685114	1.0
bc1008##Cu2+	-0.00016122307070339832	-0.00608976	0.005928536929296601	0.005928536929296601	1.0
bc1008##ddca	-0.002712659081893994	-0.10246328	0.099750620918106	0.099750620918106	1.0
bc1012##Pyridoxal	-0.0021969791127565766	-0.02445323	0.022256250887243423	0.022256250887243423	1.0
O2##bc1002	0.15290050085943943	46.54027575	-46.38737524914056	46.38737524914056	1.0
bc1012##L-Serine	-0.1670798332668294	-1.85966309	1.6925832567331707	1.6925832567331707	1.0
bc1008##L-Arginine	-0.014173543632566598	-0.53536683	0.5211932863674333	0.5211932863674333	1.0
bc1002##1,2-Diacyl-sn-glycerol dioctadecanoyl	-0.019048555364941138	-0.88652502	0.8674764646350589	0.8674764646350589	1.0
bc1002##Cl-	-0.00042906314099346954	-0.01996872	0.019539656859006528	0.019539656859006528	1.0
bc1012##H+	0.373147719554777	57.43703397	-57.06388625044522	57.06388625044522	1.0
bc1002##Mg	-0.0004290631409938619	-0.01996872	0.019539656859006136	0.019539656859006136	1.0
bc1008##Niacin	0.0001612230707023112	0.00608976	-0.005928536929297688	0.005928536929297688	1.0
bc1008##L-Aspartate	-0.01153839021351597	-0.43583112	0.424292729786484	0.424292729786484	1.0
bc1008##Folate	-0.00048366921210616135	-0.01826928	0.017785610787893837	0.017785610787893837	1.0
bc1002##L-Asparagine	-0.030707130967351042	-1.42911834	1.398411209032649	1.398411209032649	1.0
bc1002##dGTP	-0.0030018758396420904	-0.13970813	0.13670625416035792	0.13670625416035792	1.0
bc1012##Acetate	0.9348419049263814	63.68890726	-62.75406535507362	62.75406535507362	1.0
bc1012##Formate	-0.002196979112761774	-0.02445323	0.022256250887238226	0.022256250887238226	1.0
bc1008##Riboflavin	-0.0004836692121192069	-0.01826928	0.017785610787880792	0.017785610787880792	1.0
bc1012##Glycerol	-0.04876820480147487	-0.54280896	0.49404075519852514	0.49404075519852514	1.0
bc1002##L-Glutamate	-0.023313479000647567	-1.08501574	1.0617022609993525	1.0617022609993525	1.0
bc1012##fe3	-0.006590937338413091	-0.07335968	0.0667687426615869	0.0667687426615869	1.0
bc1002##PPi	0.00242614701281261	0.11291355	-0.11048740298718739	0.11048740298718739	1.0
bc1012##Deoxycytidine	-0.015749662335849436	-0.17529983	0.15955016766415056	0.15955016766415056	1.0
bc1012##L-Glutamate	-0.1998960561880917	-2.22492033	2.025024273811908	2.025024273811908	1.0
bc1012##Mn2+	-0.0021969791127713877	-0.02445323	0.022256250887228612	0.022256250887228612	1.0
bc1012##TTP	-0.009332613011043767	-0.10387559	0.09454297698895624	0.09454297698895624	1.0
bc1002##Zn2+	-0.0004290631409929522	-0.01996872	0.019539656859007045	0.019539656859007045	1.0
bc1012##L-Methionine	-0.09566346547973253	-1.06477133	0.9691078645202673	0.9691078645202673	1.0
bc1008##L-Leucine	-0.021567323614177444	-0.81464665	0.7930793263858226	0.7930793263858226	1.0
bc1012##Cl-	-0.002196979112781078	-0.02445323	0.02225625088721892	0.02225625088721892	1.0
bc1012##N-Acetyl-D-glucosamine	-0.06953659423264066	-0.77396916	0.7044325657673594	0.7044325657673594	1.0
bc1002##L-Glutamine	-0.04836615685417275	-2.25097428	2.202608123145827	2.202608123145827	1.0
bc1002##H2O	2.03500720255261	94.70979637	-92.6747891674474	92.6747891674474	1.0
bc1002##L-Phenylalanine	-0.02362610741833851	-1.09956555	1.0759394425816613	1.0759394425816613	1.0
D-Glucose##bc1012	3.1316528932733894	37.77226419	-34.64061129672661	34.64061129672661	1.0
bc1012##Myristic acid	-0.09790563835491489	-1.08972758	0.9918219416450851	0.9918219416450851	1.0
bc1012##L-Asparagine	-0.15723309439392485	-1.75006509	1.5928319956060752	1.5928319956060752	1.0
bc1012##Deoxyguanosine	-0.002196979112768581	-0.02445323	0.02225625088723142	0.02225625088723142	1.0
bc1008##Mn2+	-0.0001612230707023044	-0.00608976	0.005928536929297695	0.005928536929297695	1.0
bc1002##Pyridoxal	-0.0004290631409932103	-0.01996872	0.01953965685900679	0.01953965685900679	1.0
bc1008##dATP	-0.0012276996317108063	-0.04637299	0.045145290368289195	0.045145290368289195	1.0
bc1008##Formate	-0.00016122307070185537	-0.00608976	0.005928536929298144	0.005928536929298144	1.0
bc1008##Heme	-0.00016122307070090834	-0.00608976	0.0059285369292990915	0.0059285369292990915	1.0
bc1008##Zn2+	-0.00016122307070269963	-0.00608976	0.0059285369292973	0.0059285369292973	1.0
bc1012##Mg	-0.002196979112780828	-0.02445323	0.02225625088721917	0.02225625088721917	1.0
bc1012##L-Aspartate	-0.15723309439395267	-1.75006509	1.5928319956060475	1.5928319956060475	1.0
bc1008##Co2+	-0.00016122307070234832	-0.00608976	0.005928536929297651	0.005928536929297651	1.0
bc1012##dGTP	-0.013552683223143971	-0.1508466	0.13729391677685604	0.13729391677685604	1.0
bc1008##AMP	-0.006088123727176813	-0.22996222	0.22387409627282318	0.22387409627282318	1.0
bc1008##meso-2,6-Diaminopimelate	-0.0014369410762991896	-0.05427652	0.052839578923700815	0.052839578923700815	1.0
bc1002##L-Serine	-0.03305923137564343	-1.53858574	1.5055265086243566	1.5055265086243566	1.0
bc1008##H+	2.428694664394088	91.7372965	-89.30860183560591	89.30860183560591	1.0
bc1002##D-Glucose	-0.5644774613766486	-26.27093671	25.706459248623354	25.706459248623354	1.0
bc1008##BIOT	-0.0001612230707023284	-0.00608976	0.005928536929297671	0.005928536929297671	1.0
bc1008##L-Glutamine	-0.012587334778382564	-0.47545213	0.4628647952216174	0.4628647952216174	1.0
bc1012##L-Phenylalanine	-0.1209753520060135	-1.34650241	1.2255270579939865	1.2255270579939865	1.0
bc1002##BIOT	-0.0004290631409932286	-0.01996872	0.01953965685900677	0.01953965685900677	1.0
bc1002##Myristic acid	-0.011542229183469291	-0.53717853	0.5256363008165308	0.5256363008165308	1.0
bc1012##D-Glucose	-0.9999999999994865	-37.77226419	36.77226419000051	36.77226419000051	1.0
bc1008##NH3	0.000806115353512392	0.0304488	-0.02964268464648761	0.02964268464648761	1.0
bc1008##GTP	-0.007940790182523996	-0.29994162	0.29200082981747605	0.29200082981747605	1.0
bc1008##Deoxycytidine	-0.0006940265934834375	-0.02621496	0.025520933406516563	0.025520933406516563	1.0
bc1008##L-Glutamate	-0.014024275854681256	-0.52972865	0.5157043741453188	0.5157043741453188	1.0
bc1012##L-Cysteine	-0.05961609565712245	-0.66355018	0.6039340843428775	0.6039340843428775	1.0
bc1008##L-Histidine	-0.004553954452341132	-0.17201317	0.16745921554765886	0.16745921554765886	1.0
bc1012##Folate	-0.006590937338238373	-0.07335968	0.06676874266176162	0.06676874266176162	1.0
bc1002##H+	0.7806838488660518	36.3332416	-35.552557751133946	35.552557751133946	1.0
bc1012##PPi	0.015153854216336624	0.16866825	-0.15351439578366338	0.15351439578366338	1.0
