	Avg_bc1002	Var_bc1002	Avg_bc1010	Var_bc1010	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
1,2-Diacyl-sn-glycerol dioctadecanoyl	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
2-Oxoglutarate	0.0	0.0	0.0	0.0	0.999957256392405	1.8269378969843403e-09	0.0	0.0	0.999957256392405	1.8269378969843403e-09	bc1010	1		1	bc1010	1
4-Hydroxybenzoate	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
5-Aminolevulinate	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
AMP	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
ARSENOBETAINE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Acetate	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Adenosine	0.0	0.0	0.0	0.0	0.999957256392405	1.8269378969843403e-09	0.0	0.0	0.999957256392405	1.8269378969843403e-09	bc1010	1		1	bc1010	1
Ala-Ala	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
BET	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
BIOT	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
CMP	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
CO2	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Ca2+	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Cl-	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Co2+	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
CoA	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Cu2+	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
D-Arabinose	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
D-Glucose	0.14784520468866752	0.018187820319262766	0.07467632207858263	0.011432517666938424	1.99991451278481	7.307751587937361e-09	1.0916286781308804	0.9915532497884604	3.0915431909156905	0.9915532650739041	bc1002.bc1010	1	.bc1002.bc1010	2	bc1002.bc1010.bc1002.bc1010bc1002.bc1010	2
Deoxycytidine	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Deoxyguanosine	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Fumarate	0.0	0.0	0.0	0.0	0.999957256392405	1.8269378969843403e-09	0.0	0.0	0.999957256392405	1.8269378969843403e-09	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Glycerol	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Glycine	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
H+	0.0	0.0	0.0	0.0	1.99991451278481	7.307751587937361e-09	0.0	0.0	1.99991451278481	7.307751587937361e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
