	0.0000-0.0000	0.0000-6.2917	6.3133-6.3681	6.3681-20.0000	Source	Target
O2-e0##H2O-e0##Akkermansia_muciniphilaYL44	2.5925925925936775	0.0	0.0	0.0	O2-e0	H2O-e0
Folate##H2O-e0##Akkermansia_muciniphilaYL44	4.33333333333792	4.333333333337715	4.333333333337715	4.333333333337715	Folate	H2O-e0
Riboflavin##H2O-e0##Akkermansia_muciniphilaYL44	-2356.8736045972832	-2356.274643594836	-2356.274643594836	-2356.274643594836	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Akkermansia_muciniphilaYL44	-127.45775495923283	-127.45775495921177	-127.45775495921177	-127.45775495921177	Riboflavin	Phosphate-e0
O2-e0##L-Glutamate-e0##Akkermansia_muciniphilaYL44	0.1481481481487342	0.0	0.0	0.0	O2-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Akkermansia_muciniphilaYL44	1.3333333333373467	1.3333333333372233	1.3333333333372233	1.3333333333372233	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Akkermansia_muciniphilaYL44	-1819.4775094579966	-1819.443283114713	-1819.443283114713	-1819.443283114713	Riboflavin	L-Glutamate-e0
Riboflavin##Mn2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603182715	-0.924111260318112	-0.924111260318112	-0.924111260318112	Riboflavin	Mn2+-e0
Riboflavin##Zn2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603200314	-0.9241112603196567	-0.9241112603196567	-0.9241112603196567	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Akkermansia_muciniphilaYL44	-41.26899935745928	-41.26899935745229	-41.26899935745229	-41.26899935745229	Riboflavin	L-Lysine-e0
Riboflavin##L-Aspartate-e0##Akkermansia_muciniphilaYL44	-333.9160246771802	-333.916024677122	-333.916024677122	-333.916024677122	Riboflavin	L-Aspartate-e0
Riboflavin##L-Arginine-e0##Akkermansia_muciniphilaYL44	-35.57235834187079	-35.57235834186263	-35.57235834186263	-35.57235834186263	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Akkermansia_muciniphilaYL44	-11.393282031206317	-11.39328203120447	-11.39328203120447	-11.39328203120447	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Akkermansia_muciniphilaYL44	-26.58432473947383	-26.584324739468567	-26.584324739468567	-26.584324739468567	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603177066	-0.9241112603177573	-0.9241112603177573	-0.9241112603177573	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Akkermansia_muciniphilaYL44	-74.99313011355915	-74.993130113547	-74.993130113547	-74.993130113547	Riboflavin	L-Threonine-e0
O2-e0##fe3-e0##Akkermansia_muciniphilaYL44	4.000000000000008	0.0	0.0	0.0	O2-e0	fe3-e0
Riboflavin##fe3-e0##Akkermansia_muciniphilaYL44	-0.9241112602808168	0.0	0.0	0.0	Riboflavin	fe3-e0
O2-e0##H+-e0##Akkermansia_muciniphilaYL44	-4.296296296297174	0.0	0.0	0.0	O2-e0	H+-e0
Folate##H+-e0##Akkermansia_muciniphilaYL44	-5.666666666667526	-5.666666666667435	-5.666666666667435	-5.666666666667435	Folate	H+-e0
Riboflavin##H+-e0##Akkermansia_muciniphilaYL44	673.4002370008981	672.4076730545935	672.4076730545935	672.4076730545935	Riboflavin	H+-e0
Folate##L-Alanine-e0##Akkermansia_muciniphilaYL44	0.9999999999996183	0.9999999999996395	0.9999999999996395	0.9999999999996395	Folate	L-Alanine-e0
Riboflavin##L-Alanine-e0##Akkermansia_muciniphilaYL44	163.69692364876636	163.69692364873922	163.69692364873922	163.69692364873922	Riboflavin	L-Alanine-e0
Riboflavin##L-Cysteine-e0##Akkermansia_muciniphilaYL44	-13.013505963487061	-13.013505963486699	-13.013505963486699	-13.013505963486699	Riboflavin	L-Cysteine-e0
Folate##Inosine-e0##Akkermansia_muciniphilaYL44	1.0000000000001368	1.0000000000001361	1.0000000000001361	1.0000000000001361	Folate	Inosine-e0
Riboflavin##Inosine-e0##Akkermansia_muciniphilaYL44	-60.084785613997575	-60.08478561397745	-60.08478561397745	-60.08478561397745	Riboflavin	Inosine-e0
Riboflavin##Neu5Ac-e0##Akkermansia_muciniphilaYL44	-6.992697026113641	-6.992697026113691	-6.992697026113691	-6.992697026113691	Riboflavin	Neu5Ac-e0
Riboflavin##L-Asparagine-e0##Akkermansia_muciniphilaYL44	-28.98957316828591	-28.989573168280813	-28.989573168280813	-28.989573168280813	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603178917	-0.9241112603175844	-0.9241112603175844	-0.9241112603175844	Riboflavin	Ca2+-e0
Riboflavin##Cu2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603195114	-0.9241112603198617	-0.9241112603198617	-0.9241112603198617	Riboflavin	Cu2+-e0
O2-e0##Fe2+-e0##Akkermansia_muciniphilaYL44	-4.000000000000015	0.0	0.0	0.0	O2-e0	Fe2+-e0
Riboflavin##Fe2+-e0##Akkermansia_muciniphilaYL44	-1.924111260349999	-2.848222520630331	-2.848222520630331	-2.848222520630331	Riboflavin	Fe2+-e0
Folate##Glycine-e0##Akkermansia_muciniphilaYL44	-0.9999999999998563	-0.99999999999987	-0.99999999999987	-0.99999999999987	Folate	Glycine-e0
Riboflavin##Glycine-e0##Akkermansia_muciniphilaYL44	-69.54945194231462	-69.54945194230254	-69.54945194230254	-69.54945194230254	Riboflavin	Glycine-e0
Riboflavin##L-Methionine-e0##Akkermansia_muciniphilaYL44	-19.98243529507186	-19.982435295070616	-19.982435295070616	-19.982435295070616	Riboflavin	L-Methionine-e0
Riboflavin##Sulfate-e0##Akkermansia_muciniphilaYL44	-0.9241112603193784	-0.9241112603193599	-0.9241112603193599	-0.9241112603193599	Riboflavin	Sulfate-e0
Riboflavin##Cl--e0##Akkermansia_muciniphilaYL44	-0.924111260318759	-0.924111260318603	-0.924111260318603	-0.924111260318603	Riboflavin	Cl--e0
Riboflavin##K+-e0##Akkermansia_muciniphilaYL44	-0.9241112603176829	-0.9241112603182619	-0.9241112603182619	-0.9241112603182619	Riboflavin	K+-e0
Riboflavin##Mg-e0##Akkermansia_muciniphilaYL44	-0.9241112603184035	-0.9241112603182418	-0.9241112603182418	-0.9241112603182418	Riboflavin	Mg-e0
O2-e0##D-Glucose-e0##Akkermansia_muciniphilaYL44	0.14814814814861443	0.0	0.0	0.0	O2-e0	D-Glucose-e0
Folate##D-Glucose-e0##Akkermansia_muciniphilaYL44	0.33333333333529414	0.3333333333352015	0.3333333333352015	0.3333333333352015	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Akkermansia_muciniphilaYL44	-971.26704608144	-971.2328197383138	-971.2328197383138	-971.2328197383138	Riboflavin	D-Glucose-e0
O2-e0##NH3-e0##Akkermansia_muciniphilaYL44	-0.1481481481486322	0.0	0.0	0.0	O2-e0	NH3-e0
Folate##NH3-e0##Akkermansia_muciniphilaYL44	0.6666666666634345	0.6666666666635549	0.6666666666635549	0.6666666666635549	Folate	NH3-e0
Riboflavin##NH3-e0##Akkermansia_muciniphilaYL44	1498.0771655409208	1498.0429391976868	1498.0429391976868	1498.0429391976868	Riboflavin	NH3-e0
O2-e0##O2-e0##Akkermansia_muciniphilaYL44	-0.9999999999999996	0.0	0.0	0.0	O2-e0	O2-e0
Folate##L-Phenylalanine##Akkermansia_muciniphilaYL44	0.9999999999998868	0.9999999999998878	0.9999999999998878	0.9999999999998878	Folate	L-Phenylalanine
Riboflavin##L-Phenylalanine##Akkermansia_muciniphilaYL44	37.59195172722383	37.59195172721789	37.59195172721789	37.59195172721789	Riboflavin	L-Phenylalanine
Riboflavin##L-Tyrosine##Akkermansia_muciniphilaYL44	-17.083554956555005	-17.08355495656597	-17.08355495656597	-17.08355495656597	Riboflavin	L-Tyrosine
Folate##Folate##Akkermansia_muciniphilaYL44	-0.9999999999999993	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	Folate	Folate
Riboflavin##Riboflavin##Akkermansia_muciniphilaYL44	-1.000000000000108	-0.9999999999999263	-0.9999999999999263	-0.9999999999999263	Riboflavin	Riboflavin
Riboflavin##PAN##Akkermansia_muciniphilaYL44	-0.9999999999922432	-0.9999999999911299	-0.9999999999911299	-0.9999999999911299	Riboflavin	PAN
Riboflavin##Uracil##Akkermansia_muciniphilaYL44	-39.64223087753876	-39.6422308775323	-39.6422308775323	-39.6422308775323	Riboflavin	Uracil
Riboflavin##galactose##Akkermansia_muciniphilaYL44	-6.992697026120985	-6.992697026115488	-6.992697026115488	-6.992697026115488	Riboflavin	galactose
Putrescine-e0##H2O-e0##Bifidobacterium_animalis_YL2	-0.6666666666682952	-0.6666666666682952	-1.0000000000010778	-0.9999999999758881	Putrescine-e0	H2O-e0
Spermidine-e0##H2O-e0##Bifidobacterium_animalis_YL2	-1.666666666671272	-1.666666666671272	-2.00000000000214	-1.9999999999548015	Spermidine-e0	H2O-e0
Thiamin-e0##H2O-e0##Bifidobacterium_animalis_YL2	-14.333333333357096	-14.333333333357096	-14.000000000016056	0.0	Thiamin-e0	H2O-e0
Melitose-e0##H2O-e0##Bifidobacterium_animalis_YL2	-2.000000000005444	-2.000000000005444	-2.00000000000312	-1.9999999999713873	Melitose-e0	H2O-e0
Sucrose-e0##H2O-e0##Bifidobacterium_animalis_YL2	-1.0000000000053384	-1.0000000000053384	-1.0000000000032228	-0.9999999999625531	Sucrose-e0	H2O-e0
Folate##H2O-e0##Bifidobacterium_animalis_YL2	-12.000000000023054	-12.000000000023054	-11.000000000018476	-11.000000000114174	Folate	H2O-e0
Riboflavin##H2O-e0##Bifidobacterium_animalis_YL2	1139.6634997105039	1139.6634997105039	1154.3771143890328	1147.3771143610463	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Bifidobacterium_animalis_YL2	-129.86418561972636	-129.86418561972636	-129.86418561975782	-129.8641856164406	Riboflavin	Phosphate-e0
Putrescine-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	2.000000000000204	2.000000000000204	2.000000000000131	1.9999999999884988	Putrescine-e0	L-Glutamate-e0
Spermidine-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	2.0000000000004756	2.0000000000004756	2.000000000000261	1.9999999999785887	Spermidine-e0	L-Glutamate-e0
Thiamin-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	4.000000000002782	4.000000000002782	4.000000000002261	0.0	Thiamin-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Bifidobacterium_animalis_YL2	4.00000000000276	4.00000000000276	4.000000000002543	4.0000000000474705	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Bifidobacterium_animalis_YL2	-142.09682062183333	-142.09682062183333	-142.0968206217249	-140.09682060895332	Riboflavin	L-Glutamate-e0
Putrescine-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	-0.13333333333029193	-0.13333333333029193	0.0	0.0	Putrescine-e0	D-Glucose-e0
Spermidine-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	2.266666666675896	2.266666666675896	0.0	0.0	Spermidine-e0	D-Glucose-e0
Thiamin-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	12.1333333333782	12.1333333333782	0.0	0.0	Thiamin-e0	D-Glucose-e0
Melitose-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	2.5333333333439536	2.5333333333439536	0.0	0.0	Melitose-e0	D-Glucose-e0
Sucrose-e0##D-Glucose-e0##Bifidobacterium_animalis_YL2	2.4000000000104342	2.4000000000104342	0.0	0.0	Sucrose-e0	D-Glucose-e0
Folate##D-Glucose-e0##Bifidobacterium_animalis_YL2	9.800000000043873	9.800000000043873	0.0	0.0	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Bifidobacterium_animalis_YL2	-2223.0345089717066	-2223.0345089717066	0.0	0.0	Riboflavin	D-Glucose-e0
Riboflavin##Mn2+-e0##Bifidobacterium_animalis_YL2	-0.7060625359773773	-0.7060625359773773	-0.7060625359763518	-0.7060625359758803	Riboflavin	Mn2+-e0
Riboflavin##Zn2+-e0##Bifidobacterium_animalis_YL2	-0.7060625359787005	-0.7060625359787005	-0.706062535984529	-0.706062535969977	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Bifidobacterium_animalis_YL2	-36.35966193477925	-36.35966193477925	-36.35966193471724	-36.35966192784195	Riboflavin	L-Lysine-e0
Thiamin-e0##L-Aspartate-e0##Bifidobacterium_animalis_YL2	2.0000000000009717	2.0000000000009717	2.0000000000007168	0.0	Thiamin-e0	L-Aspartate-e0
Folate##L-Aspartate-e0##Bifidobacterium_animalis_YL2	1.000000000000948	1.000000000000948	1.0000000000008051	1.0000000000173421	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Bifidobacterium_animalis_YL2	-49.35650920376778	-49.35650920376778	-49.356509203716804	-48.356509199031876	Riboflavin	L-Aspartate-e0
Riboflavin##L-Arginine-e0##Bifidobacterium_animalis_YL2	-21.72374738381242	-21.72374738381242	-21.723747383774608	-21.72374738329117	Riboflavin	L-Arginine-e0
