	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
3	Riboflavin	Bifidobacterium_animalis_YL2	Metabolite	96.79614651722424	96.79614651722424	1.0	9.838503266108328	9.838503266108328
36	Flavonifractor_plautii_YL31	Riboflavin	Microbe	-1.0000000000000342	1.0000000000000342	-1.0	1.000000000000017	-1.000000000000017
90	Bifidobacterium_animalis_YL2	Riboflavin	Microbe	-0.9999999999998503	0.9999999999998503	-1.0	0.9999999999999252	-0.9999999999999252
91	Riboflavin	Flavonifractor_plautii_YL31	Metabolite	126.68907411814266	126.68907411814266	1.0	11.255624110556582	11.255624110556582
